url,status,body_len,active,title
https://mypips.app/cohen,200,9339,True,עמוד הבית | החקלאים באים | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/cohen-1,200,5819,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/cohen-2,200,5819,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/finerotem,200,13363,True,עמוד הבית | משק רתם פיין בנימינה | להזמנות | משלוחים עד הבית
https://mypips.app/finerotem-1,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/finerotem-2,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/fourminimonline,200,8303,True,עמוד הבית | ארבעת המינים אונליין | להזמנות | משלוחים עד הבית
https://mypips.app/fourminimonline-1,200,5839,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/fourminimonline-2,200,5839,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/freshness,200,12126,True,עמוד הבית | החממה של ליטל ורון | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/freshness-1,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/freshness-2,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/fruit4soul,200,18981,True,עמוד הבית | השחקן שהפך לירקן | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/fruit4soul-1,200,5829,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/fruit4soul-2,200,5829,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/hagitsigal,200,8299,True,עמוד הבית | הזמנות מחקלאים חגית סיגל | להזמנות
https://mypips.app/hagitsigal-1,200,5829,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/hagitsigal-2,200,5829,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/hilinoa,200,5819,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/hilinoa-1,200,5823,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/hilinoa-2,200,5823,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/mahlevot-habraun,200,13680,True,עמוד הבית | מחלבת בראון - קונים מראש באהבה | להזמנות | נקודות איסוף
https://mypips.app/mahlevot-habraun-1,200,5841,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/mahlevot-habraun-2,200,5841,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/mahlevothabraun,200,9185,True,עמוד הבית | מחלבת בראון | להזמנות | נקודות איסוף
https://mypips.app/mashtelatharoe,200,10776,True,עמוד הבית | משלוחי ירקות ופירות - טריים מהשדה לצרכן | להזמנות | משלוחים עד הבית
https://mypips.app/mashtelatharoe-1,200,5837,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/mashtelatharoe-2,200,5837,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/meshek-herskovits,200,12499,True,עמוד הבית | משק הרשקוביץ | להזמנות | נקודות איסוף
https://mypips.app/meshek-herskovits-1,200,5843,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/meshek-herskovits-2,200,5843,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/meshek27,200,8668,True,עמוד הבית | משק 27 ירקות ופירות מהחקלאי לצרכן ❤️🥬 | להזמנות | נקודות איסוף
https://mypips.app/meshek27-1,200,5825,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/meshek27-2,200,5825,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/meshekherskovits,200,5837,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/mesheknaveh,200,9868,True,עמוד הבית | משק נוה | להזמנות | נקודות איסוף
https://mypips.app/mesheknaveh-1,200,5831,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/mesheknaveh-2,200,5831,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/mypips,200,8076,True,עמוד הבית | מייפיפס | MyPips | להזמנות
https://mypips.app/mypips-1,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/mypips-2,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/nimrod,200,11600,True,עמוד הבית | מהגינה של נימרוד | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/nimrod-1,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/nimrod-2,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/organicaganyarak-home,200,13259,True,עמוד הבית | אורגניקא גן ירק אורגני | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/organicaganyarak-home-1,200,5851,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/organicaganyarak-home-2,200,5851,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/organicaganyarakhome,200,5845,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/poli,200,13457,True,עמוד הבית | משק מלקט- חקלאות ישראלית | להזמנות | נקודות איסוף
https://mypips.app/poli-1,200,5817,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/poli-2,200,5817,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/popisrael,200,16884,True,עמוד הבית | פופ - טרי. קהילתי. ישראלי. | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/popisrael-1,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/popisrael-2,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/sal-hagolan,200,12972,True,עמוד הבית | סל הגולן | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/sal-hagolan-1,200,5831,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/sal-hagolan-2,200,5831,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/salata,200,13353,True,עמוד הבית | סלטה | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/salata-1,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/salata-2,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/salhagolan,200,9288,True,עמוד הבית | סל הגולן | להזמנות | משלוחים עד הבית
https://mypips.app/shaked,200,9269,True,עמוד הבית | חוות ירקות שקד | להזמנות | משלוחים עד הבית
https://mypips.app/shaked-1,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/shaked-2,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/solomon,200,9088,True,עמוד הבית | משק סולומון - חווה אורגנית | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/solomon-1,200,5823,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/solomon-2,200,5823,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/the-group,200,16161,True,עמוד הבית | הקבוצה פירות וירקות אורגניים | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/the-group-1,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/the-group-2,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/thegroup,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/thelab,200,16569,True,עמוד הבית | המעבדה | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/thelab-1,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/thelab-2,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/veghit,200,9908,True,עמוד הבית | סלט ישראלי | להזמנות | נקודות איסוף
https://mypips.app/veghit-1,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/veghit-2,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/vigenbari,200,19477,True,עמוד הבית | סל מהטבע - דפנה אמון | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/vigenbari-1,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/vigenbari-2,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/we-connect,200,10260,True,עמוד הבית | מחסלים את מלאי החורף | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/we-connect-1,200,5829,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/we-connect-2,200,5829,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/weconnect,200,5823,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
