url,http_status,body_len,storefront_likely_active,page_title,checked_at,confidence,basis,evidence_source,source_batch
https://mypips.app/flowerbulbs/private-sale/berries/cart/0,200,12110,True,סל קניות וצ׳קאוט | הדרום קונה יחד - פירות יער | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,high,Indexed MyPIPS private-sale cart route found in web search,turn259722search1,team80_csv
https://mypips.app/shivoktary/private-sale/yavne/cart/0,200,13119,True,סל קניות וצ׳קאוט | סילברמן השדה - יבנה | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,high,Indexed MyPIPS private-sale cart route found in web search,turn100493search7,team80_csv
https://mypips.app/the-group/private-sale/hakvutza/cart/0,200,56299,True,סל קניות וצ׳קאוט | הקבוצה פירות וירקות אורגניים - הקבוצה פירות וירקות אורגניים ועוד | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Indexed MyPIPS private-sale cart route found in web search,turn100493search6,team80_csv
https://mypips.app/negohoney/private-sale/home/cart/0,200,12901,True,סל קניות וצ׳קאוט | דבש נגוהות - דבש נגוהות - ארגז עד הבית | להזמנות | משלוחים עד הבית,2026-04-04T12:42:16Z,high,Indexed MyPIPS private-sale cart route found in web search,turn951029search0,team80_csv
https://mypips.app/flowerstodoor,200,13299,True,עמוד הבית | פרחים עד הבית | להזמנות | משלוחים עד הבית,2026-04-04T12:42:16Z,medium,Base store inferred from indexed private-sale route,derived from turn349481search1,team80_csv
https://mypips.app/flowerstodoor/private-sale/flowerstodoor,200,15929,True,עמוד הבית | פרחים עד הבית - פרחים עד הבית | להזמנות | משלוחים עד הבית,2026-04-04T12:42:16Z,medium,Parent route inferred from indexed private-sale cart URL,derived from turn349481search1,team80_csv
https://mypips.app/shivoktary,200,13509,True,עמוד הבית | סילברמן השדה | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,medium,Base store inferred from indexed private-sale route,derived from turn259722search0,team80_csv
https://mypips.app/shivoktary/private-sale/silberfield,200,16995,True,עמוד הבית | סילברמן השדה - סילברמן השדה | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,medium,Parent route inferred from indexed private-sale cart URL,derived from turn259722search0,team80_csv
https://mypips.app/shivoktary/private-sale/yavne,200,14515,True,עמוד הבית | סילברמן השדה - יבנה | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,medium,Parent route inferred from indexed private-sale cart URL,derived from turn100493search7,team80_csv
https://mypips.app/flowerbulbs,200,10473,True,עמוד הבית | הדרום קונה יחד | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,medium,Base store inferred from indexed private-sale route,derived from turn259722search1,team80_csv
https://mypips.app/flowerbulbs/private-sale/berries,200,11634,True,עמוד הבית | הדרום קונה יחד - פירות יער | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,medium,Parent route inferred from indexed private-sale cart URL,derived from turn259722search1,team80_csv
https://mypips.app/the-group,200,16161,True,עמוד הבית | הקבוצה פירות וירקות אורגניים | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,medium,Base store inferred from indexed private-sale route and the-group.co.il naming,derived from turn100493search6,team80_csv
https://mypips.app/the-group/private-sale/hakvutza,200,57011,True,עמוד הבית | הקבוצה פירות וירקות אורגניים - הקבוצה פירות וירקות אורגניים ועוד | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,medium,Parent route inferred from indexed private-sale cart URL,derived from turn100493search6,team80_csv
https://mypips.app/negohoney,200,10257,True,עמוד הבית | דבש נגוהות | להזמנות,2026-04-04T12:42:16Z,medium,Base store inferred from indexed private-sale route,derived from turn951029search0,team80_csv
https://mypips.app/negohoney/private-sale/home,200,12923,True,עמוד הבית | דבש נגוהות - דבש נגוהות - ארגז עד הבית | להזמנות | משלוחים עד הבית,2026-04-04T12:42:16Z,medium,Parent route inferred from indexed private-sale cart URL,derived from turn951029search0,team80_csv
https://mypips.app/vigen-bari,200,5825,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,medium,Slug variant inferred from direct high-confidence slug vigenbari,derived variant,team80_csv
https://mypips.app/pop-israel,200,5825,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,medium,Hyphenated variant inferred from explicit slug popisrael,derived variant,team80_csv
https://mypips.app/mashtelatharoe,200,10776,True,עמוד הבית | משלוחי ירקות ופירות - טריים מהשדה לצרכן | להזמנות | משלוחים עד הבית,2026-04-04T12:42:16Z,low,"Inferred from Facebook page handle for משתלת הרא""ה that references MyPIPS ordering",turn444315search3,team80_csv
https://mypips.app/barshahdirect,200,5831,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from Facebook page handle for שוק חקלאים כפר ביאליק יגור page,turn864317search10,team80_csv
https://mypips.app/dvivonimm,200,5823,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from Facebook page handle; page explicitly links to another MyPIPS store,turn782441search6,team80_csv
https://mypips.app/sandraperot2019,200,5835,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Handle-style variant inferred from Facebook page name Sandraperot2019,turn444315search2,team80_csv
https://mypips.app/amirorgani,200,5825,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from business directory showing Facebook handle amirorgani.Farm plus MyPIPS store,turn811671search0,team80_csv
https://mypips.app/amirorganifarm,200,5833,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Variant inferred from Facebook handle amirorgani.Farm,turn811671search0,team80_csv
https://mypips.app/retemfayn,200,5823,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Phonetic variant inferred from משק רתם פיין,turn236565search4,team80_csv
https://mypips.app/rotemfayn,200,5823,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Phonetic variant inferred from משק רתם פיין,turn236565search4,team80_csv
https://mypips.app/fine-rotem,200,5825,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Word-order variant inferred from finerotem,turn236565search4,team80_csv
https://mypips.app/haselanu,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'הסל שלנו' near MyPIPS-linked stores,turn864317search4,team80_csv
https://mypips.app/hakvutza,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Standalone slug inferred from indexed path the-group/private-sale/hakvutza,turn100493search6,team80_csv
https://mypips.app/farmerim,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'פארמרים',turn864317search4,team80_csv
https://mypips.app/maggiesgarden,200,5831,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'הגינה של מגי',turn864317search4,team80_csv
https://mypips.app/alehonline,200,5825,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'עלה הביתה' and domain alehonline.co.il,turn864317search4,team80_csv
https://mypips.app/haorgani,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'האורגני',turn864317search4,team80_csv
https://mypips.app/etzhasade,200,5823,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'עץ השדה',turn864317search4,team80_csv
https://mypips.app/oranimmarket,200,5829,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'שוק אורנים' and Facebook handle,turn864317search4,team80_csv
https://mypips.app/kesemhateva,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'קסם הטבע',turn864317search4,team80_csv
https://mypips.app/almamarket,200,5825,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'אלמה מרקט',turn864317search4,team80_csv
https://mypips.app/stopmarket,200,5825,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'סטופ מרקט',turn864317search4,team80_csv
https://mypips.app/reuvenimarket,200,5831,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'ראובני מרקט',turn864317search4,team80_csv
https://mypips.app/superalonit,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'סופר אלונית',turn864317search4,team80_csv
https://mypips.app/cafekarkur,200,5825,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'טבע כרכור' with linked Facebook page cafekarkur,turn864317search4,team80_csv
https://mypips.app/anak-hayrakot,200,5831,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'ענק הירקות והפירות',turn864317search4,team80_csv
https://mypips.app/zmora-organi,200,5829,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'זמורה מזון אורגני',turn864317search4,team80_csv
https://mypips.app/politzer,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from multiple רוח שתות list entries for פוליצר,turn864317search4,team80_csv
https://mypips.app/speedmarket,200,5827,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'ספיד מרקט',turn864317search4,team80_csv
https://mypips.app/neroli,200,5817,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'בית טבע נרולי',turn864317search4,team80_csv
https://mypips.app/yansoon,200,5819,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'ינסון' plus yansoon.co.il,turn864317search4,team80_csv
https://mypips.app/tamuztlv,200,5821,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'תמוז' plus tamuztlv.co.il,turn864317search4,team80_csv
https://mypips.app/shifra,200,5817,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות,2026-04-04T12:42:16Z,low,Inferred from רוח שתות list entry 'מעדניית שפרה',turn864317search4,team80_csv
https://mypips.app/barshah,200,8972,True,עמוד הבית | משק ברשח - יסוד המעלה - קבוצת רכישה | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/arava,200,12161,True,עמוד הבית | ערבה בעמק - רמת ישי | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/bestfruit,200,10634,True,עמוד הבית | פירות וירקות מיתר | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/brodavkameshek,200,10536,True,עמוד הבית | משק ברודבקה - משפחה של חקלאים | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/cohen,200,9339,True,עמוד הבית | החקלאים באים | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/fourminimonline,200,8303,True,עמוד הבית | ארבעת המינים אונליין | להזמנות | משלוחים עד הבית,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/freshness,200,12126,True,עמוד הבית | החממה של ליטל ורון | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/fruit4soul,200,18981,True,עמוד הבית | השחקן שהפך לירקן | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/hagitsigal,200,8299,True,עמוד הבית | הזמנות מחקלאים חגית סיגל | להזמנות,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/mahlevot-habraun,200,13680,True,עמוד הבית | מחלבת בראון - קונים מראש באהבה | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/meshek-herskovits,200,12499,True,עמוד הבית | משק הרשקוביץ | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/meshek27,200,8668,True,עמוד הבית | משק 27 ירקות ופירות מהחקלאי לצרכן ❤️🥬 | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/mesheknaveh,200,9868,True,עמוד הבית | משק נוה | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/mypips,200,8076,True,עמוד הבית | מייפיפס | MyPips | להזמנות,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/nimrod,200,11600,True,עמוד הבית | מהגינה של נימרוד | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/organicaganyarak-home,200,13259,True,עמוד הבית | אורגניקא גן ירק אורגני | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/poli,200,13457,True,עמוד הבית | משק מלקט- חקלאות ישראלית | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/sal-hagolan,200,12972,True,עמוד הבית | סל הגולן | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/salata,200,13353,True,עמוד הבית | סלטה | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/shaked,200,9269,True,עמוד הבית | חוות ירקות שקד | להזמנות | משלוחים עד הבית,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/solomon,200,9088,True,עמוד הבית | משק סולומון - חווה אורגנית | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/thelab,200,16569,True,עמוד הבית | המעבדה | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/veghit,200,9908,True,עמוד הבית | סלט ישראלי | להזמנות | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
https://mypips.app/we-connect,200,10260,True,עמוד הבית | מחסלים את מלאי החורף | להזמנות | משלוחים עד הבית | נקודות איסוף,2026-04-04T12:42:16Z,high,Team 10 L1+L2 discovery experiment 2026-04-05; probed active storefront,team10_layer_experiment,team10_experiment
