Category,Family Name,Crop,Crop Type,Variety,Planting Method,Harvest Stage,GH Sow Date,Days to 1st potting up,1st Potting up date,Days to 2nd Potting up,2nd Potting up date,Days to 3rd Potting up,3rd Potting up date,Days In Greenhouse,Field Sowing Planting Date,DTM,Harvest Window,First Harvest,Last Harvest,Planting Amount,Location,In-Row Spacing,In-Row Spacing Unit,Rows Per Bed,# Of Flats,Flat/pot type,Seeds per cell,Estimated loss,Total Transplants,Total Seed Needed,Average seed weight,Average seed weight unit,Total Weight Needed,Total Weight Needed Unit,Extra Seed %,Seed spec,1st Potting up flat/pot type,1st Potting up plants per cell/pot,1st Potting up # of flats/pots,2nd Potting up flat/pot type,2nd Potting up plants per cell/pot,2nd Potting up # of flats/pots,3rd Potting up flat/pot type,3rd Potting up plants per cell/pot,3rd Potting up # of flats/pots,Harvest Unit,Avg Yield Rate,Avg. Sales Price,Est. Yield,Est. Revenue,Est. Rev./unit,Growing Cycle,Rootstock,Harvest Season,First Fruiting Year,Between row spacing,Notes,Seeder,Front gear,Rear gear,Roller plate
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,09/06/2021,,30,22/07/2021,21/08/2021,12 bed m,"Ramim,Ra.3,Block R2,Beds 324",0.5,cm,8,,,,,,21120,2000,seeds/g,10.56,g,10.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,19.2 Kilograms,"₪1,024.00",₪10.67/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,13/07/2021,,30,10/08/2021,09/09/2021,12 bed m,"Ramim,Ra.3,Block R3,Beds 333",0.15,cm,8,,,,,,70400,2000,seeds/g,35.20,g,20.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,19.2 Kilograms,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,15/07/2021,,80,14/08/2021,02/11/2021,12 bed m,"Ramim,Ra.3,Block R2,Beds 320",0.15,cm,8,,,,,,70400,2000,seeds/g,35.20,g,10.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,19.2 Kilograms,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,18/08/2021,,14,17/09/2021,01/10/2021,12 bed m,"Ramim,Ra.3,Block R1,Beds 315",0.15,cm,8,,,,,,76800,2000,seeds/g,38.40,g,20.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,19.2 Kilograms,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,01/09/2021,,50,05/09/2021,25/10/2021,12 bed m,"Ramim,Ra.3,Block R2,Beds 317",0.15,cm,8,,,,,,76800,2000,seeds/g,38.40,g,10.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,19.2 Kilograms,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,01/09/2021,,15,05/11/2021,20/11/2021,12 bed m,"Ramim,Ra.3,Block R3,Beds 335",0.15,cm,8,,,,,,76800,2000,seeds/g,38.40,g,10.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,19.2 Kilograms,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,13/09/2021,,45,11/10/2021,25/11/2021,12 bed m,"Ramim,Ra.3,Block R3,Beds 332",0.15,cm,8,,,,,,76800,2000,seeds/g,38.40,g,20.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,19.2 Kilograms,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,30/09/2021,,50,28/10/2021,17/12/2021,12 bed m,"Ramim,Ra.3,Block R3,Beds 331",0.15,cm,8,,,,,,76800,2000,seeds/g,38.40,g,10.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,19.2 Kilograms,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Wild Rocket,Direct Sow,Baby Leaf,,,,,,,,,12/10/2021,,45,15/11/2021,30/12/2021,12 bed m,"Ramim,Ra.3,Block R1,Beds 316",0.15,cm,8,,,,,,76800,2000,seeds/g,38.40,g,20.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,19.2 Kilograms,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,12/10/2021,,80,09/11/2021,28/01/2022,12 bed m,"Ramim,Ra.3,Block R1,Beds 315",0.15,cm,8,,,,,,76800,2000,seeds/g,38.40,g,10.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,19.2 Kilograms,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Wild Rocket,Direct Sow,Baby Leaf,,,,,,,,,28/10/2021,,0,11/11/2021,11/11/2021,12 bed m,"Ramim,Ra.3,Block R2,Beds 327",0.15,cm,8,,,,,,76800,2000,seeds/g,38.40,g,20.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,19.2 Kilograms,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,10/11/2021,,0,18/12/2021,18/12/2021,12 bed m,"Ramim,Ra.3,Block R2,Beds 319",0.15,cm,8,,,,,,70400,2000,seeds/g,35.20,g,10.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,19.2 Kilograms,₪768.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Wild Rocket,Greenhouse Sow,Plant sale,23/11/2021,,,,,,,,,,45,24/12/2021,07/02/2022,400 plants,,,,,1.68,310 cell flats,4,30,520,2083,2000,seeds/g,1.04,g,0.00,,,,,,,,,,,,,₪1.50/pl,400.0 Plants,₪600.00,₪1.50/plant,Annual,,,,,,,,,
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,13/12/2021,,43,17/01/2022,01/03/2022,12 bed m,"Ramim,Ra.3,Block R3,Beds 335",2.7,cm,6,,,,,,70400,2000,seeds/g,35.20,g,10.00,Organic,,,,,,,,,,Kilograms,0.150 kg/row m,₪8.00/cs,10.8 Kilograms,₪432.00,₪6.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,28/12/2021,,0,10/04/2022,10/04/2022,12 bed m,"Ramim,Ra.2,Block C2,Beds 224",0.15,cm,8,,,,,,76800,2000,seeds/g,38.40,g,10.00,Organic,,,,,,,,,,Kilograms,0.150 kg/row m,₪8.00/cs,14.4 Kilograms,₪576.00,₪6.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Asparagaceae,Asparagus,Asparagus,Granada,Transplant from Purchased,,,,15/07/2021,,,,,,13/10/2021,,62,04/08/2023,05/10/2023,18 bed m,"Home,HH,Block A,Beds 1-3",28.0,cm,3,,260 בינוני,,0,129,193,35274,seeds/kg,0.01,kg,0.00,,24 cell flats,1 plant,5.38,,,,,,,Bunches,2.000 bn/row m,₪12.00/bn,108.0 Bunches,"₪1,296.00",₪24.00/row m,Perennial,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,Dwarf Greek,Greenhouse Sow,Plant sale,21/01/2021,,,,,,,,,,4,11/03/2021,15/03/2021,350 plants,,,,,1.14,310 cell flats,2,40,490,707,923,seeds/g,0.77,g,0.00,Organic,,,,,,,,,,,,₪2.50/pl,350.0 Plants,₪875.00,₪2.50/plant,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,hyd. סגול,Transplant from Purchased,Full-Size,,,,,,,,,28/02/2021,,140,05/04/2021,23/08/2021,192 plants,"Hydro,Hyd. S",12.5,cm,8,,,,5,336,202,923,seeds/g,0.22,g,0.00,Organic,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,120.0 Bunches,₪960.00,₪40.00/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,hyd. Prospera,Transplant from Purchased,Full-Size,,,,,,,,,28/02/2021,,59,06/04/2021,04/06/2021,431 plants,"Hydro,Hyd. S",12.5,cm,7,,310 cell flats,,60,640,1075,923,seeds/g,1.16,g,0.00,Organic,,,,,,,,,,Bunches,3.000 bn/row m,₪8.00/cs,161.6 Bunches,"₪1,939.56",₪35.98/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,hyd. סגול,Greenhouse Sow,Plant sale,01/03/2021,,,,,,,,,,31,02/05/2021,02/06/2021,198 plants,,,,,0.58,,0,30,257.4,0,923,seeds/g,0.00,g,0.00,Organic,,,,,,,,,,,,₪1.50/pl,198.0 Plants,₪297.00,₪1.50/plant,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,hyd. Prospera,Greenhouse Sow,Full-Size,02/03/2021,,,,,,,30,01/04/2021,,7,02/07/2021,09/07/2021,210 plants,"Hydro,Hyd. S",20.0,cm,7,0.58,,4,30,560.3,1025,923,seeds/g,1.11,g,0.00,Organic,,,,,,,,,,Bunches,3.000 bn/row m,₪8.00/bn,126.0 Bunches,"₪1,008.00",₪24.00/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,Sweet Thai,Transplant from Purchased,Full-Size,,,,,,,,,01/04/2021,,140,05/06/2021,23/10/2021,12 bed m,"Home,HH,Block C,Beds 16",40.0,cm,3,,310 cell flats,,30,117,117,923,seeds/g,0.13,g,0.00,Organic,,,,,,,,,,Bunches,3.000 bn/row m,₪8.00/bn,108.0 Bunches,₪864.00,₪24.00/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,hyd. Prospera,Transplant from Purchased,Full-Size,,,,,,,,,31/05/2021,,52,12/07/2021,02/09/2021,6 bed m,"Hydro,Hyd. N,Block NW,Beds 9",37.5,cm,8,,310 cell flats,,60,204.8,205,923,seeds/g,0.22,g,0.00,Organic,,,,,,,,,,Bunches,3.000 bn/row m,₪8.00/bn,144.0 Bunches,"₪1,152.00",₪24.00/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,hyd. Prospera,Transplant from Purchased,Full-Size,,,,,,,,,13/07/2021,,19,09/08/2021,28/08/2021,6 bed m,"Hydro,Hyd. S",37.5,cm,8,,310 cell flats,,60,205,205,923,seeds/g,0.22,g,0.00,Organic,,,,,,,,,,Bunches,3.000 bn/row m,₪8.00/bn,144.0 Bunches,"₪1,152.00",₪24.00/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,hyd. Prospera,Transplant from Purchased,Full-Size,,,,,,,,,23/08/2021,,40,17/09/2021,27/10/2021,140 plants,"Hydro,Hyd. N,Block NW,Beds 13,15",37.5,cm,5,,310 cell flats,,60,205,224,923,seeds/g,0.24,g,0.00,Organic,,,,,,,,,,Bunches,3.000 bn/row m,₪8.00/bn,157.5 Bunches,"₪1,260.00",₪24.00/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,hyd. Prospera,Transplant from Purchased,Full-Size,,,,,,,,,06/10/2021,,1,05/11/2021,06/11/2021,120 plants,,30.0,cm,8,,260 בינוני,,60,192,192,923,seeds/g,0.21,g,0.00,Organic,,,,,,,,,,Bunches,3.000 bn/row m,₪8.00/bn,108.0 Bunches,₪864.00,₪24.00/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,hyd. Prospera,Transplant from Purchased,Full-Size,,,,,,,,,20/12/2021,,140,10/03/2022,28/07/2022,6 bed m,"Hydro,Hyd. S,Block SW,Beds 27",30.0,cm,7,,,,10,154,154,923,seeds/g,0.17,g,0.00,Organic,,,,,,,,,,Bunches,2.500 bn/row m,₪8.00/bn,105.0 Bunches,₪840.00,₪20.00/row m,Annual,,,,,,,,,
Trees,Lauraceae,Bay,Bay,אר אציל-דפנה,Plant,,,,,,,,,,01/01/2020,,196,18/05/2022,30/11/2022,1 trees,,5.0,m,,,,,,,,,,,,,,,,,,,,,,,Cases,50.000 cs/tree,₪6.00/cs,50.0 Cases,₪300.00,₪300.00/tree,Perennial,Vigorous (Standard),,2022,0 m,,,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Pole,Blauhilde,Greenhouse Sow,Fresh,03/03/2021,,,,,,,15,18/03/2021,,33,16/06/2021,19/07/2021,12 bed m,"Ramim,Ra.3,Block R1,Beds 305",10.0,cm,1,0.65,240 cell flats,1,30,156,156,15,seeds/g,10.40,g,0.00,,,,,,,,,,,Kilograms,0.750 kg/row m,₪35.00/kg,9.0 Kilograms,₪315.00,₪26.25/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Pole,Hilda - שטוחה מטפסת,Greenhouse Sow,Fresh,10/03/2021,,,,,,,22,01/04/2021,,36,16/06/2021,22/07/2021,12 bed m,"Ramim,Ra.3,Block R1,Beds 306",10.0,cm,1,0.65,240 cell flats,1,30,156,156,15,seeds/g,10.40,g,0.00,,,,,,,,,,,Kilograms,0.750 kg/row m,₪35.00/kg,9.0 Kilograms,₪315.00,₪26.25/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Bush,California Black Eyed,Greenhouse Sow,Fresh,01/04/2021,,,,,,,32,03/05/2021,,111,02/07/2021,21/10/2021,24 bed m,"Ramim,Ra.3,Block R1,Beds 307-308",10.0,cm,1,1.03,,3,20,288,288,15,seeds/g,19.20,g,0.00,,,,,,,,,,,Kilograms,0.750 kg/row m,₪35.00/kg,18.0 Kilograms,₪630.00,₪26.25/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Pole,Blauhilde,Greenhouse Sow,Fresh,07/04/2021,,,,,,,26,03/05/2021,,45,02/07/2021,16/08/2021,18 bed m,"Ramim,Ra.2,Block C6m,Beds 201-203",10.0,cm,1,1.3,240 cell flats,1,30,312,312,15,seeds/g,20.80,g,0.00,,,,,,,,,,,Kilograms,0.750 kg/row m,₪35.00/kg,13.5 Kilograms,₪472.50,₪26.25/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Bush,Speedy,Direct Sow,Fresh,,,,,,,,,14/04/2021,,27,10/06/2021,07/07/2021,12 bed m,"Ramim,Ra.1,Block L6m,Beds 106-107",10.0,cm,2,,,,,,264,15,seeds/g,17.60,g,10.00,Organic,,,,,,,,,,Kilograms,0.500 kg/row m,₪35.00/kg,12.0 Kilograms,₪420.00,₪17.50/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Bush,Speedy,Direct Sow,Fresh,,,,,,,,,13/05/2021,,21,04/07/2021,25/07/2021,6 bed m,"Ramim,Ra.2,Block C6m,Beds 208",5.0,cm,2,,,,,,264,15,seeds/g,17.60,g,10.00,Organic,,,,,,,,,,Kilograms,0.500 kg/row m,₪35.00/kg,6.0 Kilograms,₪210.00,₪17.50/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Bush,Speedy,Direct Sow,Fresh,,,,,,,,,27/05/2021,,9,12/08/2021,21/08/2021,12 bed m,"zvika,Zvika,Block zB,Beds 520",10.0,cm,3,,,,,,396,15,seeds/g,26.40,g,10.00,Organic,,,,,,,,,,Kilograms,0.500 kg/row m,₪35.00/kg,18.0 Kilograms,₪630.00,₪17.50/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Bush,California Black Eyed,Greenhouse Sow,Fresh,08/06/2021,,,,,,,21,29/06/2021,,52,30/08/2021,21/10/2021,24 bed m,"Ramim,Ra.3,Block R1,Beds 310-311",10.0,cm,1,1.03,,3,20,288,865,15,seeds/g,57.67,g,0.00,,,,,,,,,,,Kilograms,0.750 kg/row m,₪35.00/kg,18.0 Kilograms,₪630.00,₪26.25/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Bush,Speedy,Direct Sow,Fresh,,,,,,,,,23/06/2021,,22,12/09/2021,04/10/2021,12 bed m,"zvika,Zvika,Block zB,Beds 518",5.0,cm,2,,,,,,528,15,seeds/g,35.20,g,10.00,Organic,,,,,,,,,,Kilograms,0.500 kg/row m,₪35.00/kg,12.0 Kilograms,₪420.00,₪17.50/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Bush,Speedy,Direct Sow,Fresh,,,,,,,,,19/07/2021,,35,12/09/2021,17/10/2021,18 bed m,"Ramim,Ra.1,Block L6m,Beds 101-103",5.0,cm,2,,,,,,792,15,seeds/g,52.80,g,10.00,Organic,,,,,,,,,,Kilograms,1.000 kg/row m,₪35.00/kg,36.0 Kilograms,"₪1,260.00",₪35.00/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Amaranthaceae,Beets,Beets,Forono - מוערך נטע,Greenhouse Sow,Full-Size Root,24/09/2020,,,,,,,35,29/10/2020,,39,07/01/2021,15/02/2021,12 bed m,"Ramim,Ra.1,Block L2,Beds 132",20.0,cm,4,,310 cell flats,1,40,336,335,50,seeds/g,6.70,g,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,57.6 Bunches,₪460.80,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,MIX עלי ביבי,Direct Sow,Baby Leaf Greens,,,,,,,,,07/10/2020,,104,19/11/2020,03/03/2021,6 bed m,"Ramim,Ra.2,Block C6m,Beds 201",0.5,cm,6,,,,,,7560,50,seeds/g,151.20,g,5.00,Organic,,,,,,,,,,Kilograms,0.200 kg/row m,₪8.00/cs,7.2 Kilograms,₪518.40,₪14.40/row m,Annual,,,,,,Hand Seeding,14,9,FJ - 24
