Category,Family Name,Crop,Crop Type,Variety,Planting Method,Harvest Stage,GH Sow Date,Days to 1st potting up,1st Potting up date,Days to 2nd Potting up,2nd Potting up date,Days to 3rd Potting up,3rd Potting up date,Days In Greenhouse,Field Sowing Planting Date,DTM,Harvest Window,First Harvest,Last Harvest,Planting Amount,Location,In-Row Spacing,In-Row Spacing Unit,Rows Per Bed,# Of Flats,Flat/pot type,Seeds per cell,Estimated loss,Total Transplants,Total Seed Needed,Average seed weight,Average seed weight unit,Total Weight Needed,Total Weight Needed Unit,Extra Seed %,Seed spec,1st Potting up flat/pot type,1st Potting up plants per cell/pot,1st Potting up # of flats/pots,2nd Potting up flat/pot type,2nd Potting up plants per cell/pot,2nd Potting up # of flats/pots,3rd Potting up flat/pot type,3rd Potting up plants per cell/pot,3rd Potting up # of flats/pots,Harvest Unit,Avg Yield Rate,Avg. Sales Price,Est. Yield,Est. Revenue,Est. Rev./unit,Growing Cycle,Rootstock,Harvest Season,First Fruiting Year,Between row spacing,Notes,Seeder,Front gear,Rear gear,Roller plate
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,19/06/2019,,69,05/08/2019,13/10/2019,12 bed m,"Ramim,Ra.2,Block C1,Beds 215",0.5,cm,8,,,,,,21120,3828,seeds/g,5.52,g,10.00,Organic,,,,,,,,,,Kilograms,0.150 kg/row m,₪8.00/cs,14.4 Kilograms,₪768.00,₪8.00/row m,Annual,,,,,10 גרם,Jang JP-1,14,9,YY - 24
Vegetables,Brassicaceae,Arugula,Arugula,Wild Rocket,Direct Sow,Baby Leaf,,,,,,,,,29/07/2019,,61,26/08/2019,26/10/2019,6 bed m,"Home,HH,Block C,Beds 17",1.0,cm,6,,,,,,3960,3828,seeds/g,1.03,g,10.00,Organic,,,,,,,,,,Kilograms,0.150 kg/row m,₪8.00/cs,5.4 Kilograms,₪288.00,₪8.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,12/08/2019,,19,11/09/2019,30/09/2019,6 bed m,"Ramim,Ra.1,Block L6m,Beds 101",0.5,cm,8,,,,,,10560,500,seeds/g,21.12,g,10.00,Organic,,,,,,,,,,Kilograms,0.150 kg/row m,₪8.00/cs,7.2 Kilograms,₪384.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,28/08/2019,,46,17/10/2019,02/12/2019,6 bed m,"Ramim,Ra.2,Block C1,Beds 209",1.0,cm,6,,,,,,3960,3828,seeds/g,1.03,g,10.00,Organic,,,,,,,,,,Kilograms,0.150 kg/row m,₪8.00/cs,5.4 Kilograms,₪288.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,13/10/2019,,84,11/11/2019,03/02/2020,8 bed m,"Home,HH,Block B,Beds 11",0.5,cm,8,,,,,,14080,500,seeds/g,28.16,g,10.00,Organic,,,,,,,,,,Kilograms,0.150 kg/row m,₪8.00/cs,9.6 Kilograms,₪512.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Wild Rocket,Direct Sow,Baby Leaf,,,,,,,,,13/10/2019,,59,02/12/2019,30/01/2020,4 bed m,"Home,HH,Block B,Beds 11",0.5,cm,8,,,,,,21120,2000,seeds/g,10.56,g,10.00,Organic,,,,,,,,,,Kilograms,0.150 kg/row m,₪8.00/cs,4.8 Kilograms,₪256.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Arugula,Direct Sow,Baby Leaf,,,,,,,,,30/10/2019,,18,19/12/2019,06/01/2020,6 bed m,"Home,HH,Block C,Beds 14",0.5,cm,6,,,,,,7920,500,seeds/g,15.84,g,10.00,Organic,,,,,,,,,,Kilograms,0.150 kg/row m,₪8.00/cs,5.4 Kilograms,₪288.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,X-24
Vegetables,Brassicaceae,Arugula,Arugula,Wild Rocket,Direct Sow,Baby Leaf,,,,,,,,,04/12/2019,,46,08/01/2020,23/02/2020,6 bed m,"Ramim,Ra.1,Block L6m,Beds 105",0.5,cm,8,,,,,,10560,2000,seeds/g,5.28,g,10.00,Organic,,,,,,,,,,Kilograms,0.150 kg/row m,₪8.00/cs,7.2 Kilograms,₪384.00,₪8.00/row m,Annual,,,,,,Jang JP-1,14,9,FJ - 24
Herbs,Lamiaceae,Basil,Basil,Genovese,Greenhouse Sow,Full-Size,20/03/2019,,,,,,,30,19/04/2019,,41,18/05/2019,28/06/2019,12 bed m,"Home,HH,Block C,Beds 13",30.0,cm,4,1.22,310 cell flats,2,30,208,756,923,seeds/g,0.82,g,0.00,Organic,,,,,,,,,,Bunches,1.000 bn/row m,₪8.00/bn,48.0 Bunches,₪384.00,₪8.00/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,Genovese,Transplant from Purchased,Full-Size,,,,,,,,,27/03/2019,,13,16/05/2019,29/05/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 132",30.0,cm,3,,,,0,120,,,seeds/g,,g,0.00,Organic,,,,,,,,,,Bunches,4.000 bn/row m,₪8.00/bn,144.0 Bunches,"₪1,152.00",₪32.00/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,20/05/2019,,0,27/06/2019,27/06/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 131",30.0,cm,3,,,,0,60,60,923,seeds/g,0.07,g,0.00,Organic,,,,,,,,,,Bunches,4.000 bn/row m,₪8.00/bn,144.0 Bunches,"₪1,152.00",₪32.00/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,Generic Variety,Greenhouse Sow,Full-Size,05/06/2019,,,,,,,40,15/07/2019,,67,22/08/2019,27/10/2019,6 bed m,"Ramim,Ra.1,Block L1,Beds 113",30.0,cm,4,0.81,128 cell flats,2,30,104,208,923,seeds/g,0.23,g,0.00,Organic,,,,,,,,,,Bunches,1.000 bn/row m,₪8.00/bn,24.0 Bunches,₪192.00,₪8.00/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Basil,Basil,יווני קטן,Greenhouse Sow,Full-Size,01/08/2019,,,,,,,25,26/08/2019,,35,01/11/2019,06/12/2019,6 bed m,"Ramim,Ra.2,Block C6m,Beds 205",20.0,cm,4,1.01,310 cell flats,2,30,312,626,923,seeds/g,0.68,g,0.00,Organic,,,,,,,,,,Bunches,1.000 bn/row m,₪8.00/bn,24.0 Bunches,₪192.00,₪8.00/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Pole,Dwarf bean wonder of Piedmont,Direct Sow,Fresh,,,,,,,,,17/04/2019,,10,01/07/2019,11/07/2019,12 bed m,"Ramim,Ra.3,Block R1,Beds 311",10.0,cm,1,,,,,,132,4,seeds/g,33.00,g,10.00,Organic,,,,,,,,,,Kilograms,2.232 kg/row m,₪35.00/kg,26.8 Kilograms,₪937.30,₪78.11/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Pole,1500 Year Old Cave,Direct Sow,Fresh,,,,,,,,,25/04/2019,,47,20/06/2019,06/08/2019,12 bed m,"Ramim,Ra.1,Block L1,Beds 111",5.0,cm,1,,,,,,264,4,seeds/g,66.00,g,10.00,Organic,,,,,,,,,,Kilograms,2.232 kg/row m,₪35.00/kg,26.8 Kilograms,₪937.30,₪78.11/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Pole,Thai Soldier,Direct Sow,Fresh,,,,,,,,,01/05/2019,,0,11/07/2019,11/07/2019,12 bed m,"Ramim,Ra.3,Block R1,Beds 310",5.0,cm,1,,,,,,264,3870,seeds/g,0.07,g,10.00,Organic,,,,,,,,,,Kilograms,2.232 kg/row m,₪35.00/kg,26.8 Kilograms,₪937.30,₪78.11/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Bush,California Black Eyed,Direct Sow,Fresh,,,,,,,,,19/06/2019,,69,29/08/2019,06/11/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 130",2.0,cm,2,,,,,,1320,4,seeds/kg,330.00,kg,10.00,Organic,,,,,,,,,,Kilograms,2.232 kg/row m,₪35.00/kg,53.6 Kilograms,"₪1,874.95",₪78.12/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Bush,California Black Eyed,Direct Sow,Fresh,,,,,,,,,24/06/2019,,49,05/09/2019,24/10/2019,10 bed m,"Ramim,Ra.1,Block L1,Beds 111",2.0,cm,1,,,,,,500,3870,seeds/kg,0.13,kg,0.00,Organic,,,,,,,,,,Kilograms,1.191 kg/row m,₪10.00/cs,11.9 Kilograms,₪397.00,₪39.70/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Pole,שחורה אדונית התבלינים,Direct Sow,Fresh,,,,,,,,,08/07/2019,,10,11/09/2019,21/09/2019,12 bed m,"Ramim,Ra.2,Block C2,Beds 228",5.0,cm,2,,,,,,528,3870,seeds/g,0.14,g,10.00,Organic,,,,,,,,,,Kilograms,2.232 kg/row m,₪35.00/kg,53.6 Kilograms,"₪1,874.95",₪78.12/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Beans: Bush & Pole,Bush,fagiolo nano - franchise,Direct Sow,Fresh,,,,,,,,,10/07/2019,,1,08/09/2019,09/09/2019,12 bed m,"Ramim,Ra.3,Block R1,Beds 306",2.0,cm,2,,,,,,1320,3870,seeds/kg,0.34,kg,10.00,Organic,,,,,,,,,,Kilograms,1.191 kg/row m,₪10.00/cs,28.6 Kilograms,₪952.67,₪39.69/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Beans: Fava,Beans: Fava,Generic Variety,Direct Sow,Fresh Shelling,,,,,,,,,01/11/2018,,26,03/04/2019,29/04/2019,12 bed m,"Ramim,Ra.3,Block R2,Beds 321",14.0,cm,1,,,,,,95,1,seeds/g,95.00,g,10.00,Organic,,,,,,,,,,Kilograms,1.339 kg/row m,₪20.00/cs,16.1 Kilograms,₪803.50,₪66.96/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,Generic Variety,Greenhouse Sow,Full-Size Root,12/11/2018,,,,,,,57,08/01/2019,,50,04/04/2019,24/05/2019,12 bed m,"Ramim,Ra.3,Block R3,Beds 329",20.0,cm,3,0.75,310 cell flats,2,30,234,465,66823,seeds/kg,0.01,kg,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,43.2 Bunches,₪345.60,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,MIX עלי ביבי,Direct Sow,Baby Leaf Greens,,,,,,,,,14/11/2018,,234,01/04/2019,21/11/2019,6 bed m,"Ramim,Ra.1,Block L6m,Beds 105",2.0,cm,6,,,,,,1981,66823,seeds/kg,0.03,kg,10.00,Organic,,,,,,,,,,Kilograms,0.250 kg/row m,₪12.00/cs,9.0 Kilograms,₪108.00,₪3.00/row m,Annual,,,,,,Jang JP-1,,,
Vegetables,Amaranthaceae,Beets,Beets,Generic Variety,Transplant from Purchased,Full-Size Root,,,,,,,,,10/12/2018,,21,01/04/2019,22/04/2019,12 bed m,"Ramim,Ra.3,Block R2,Beds 326",15.0,cm,3,,,,0,240,240,66823,seeds/kg,0.00,kg,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,43.2 Bunches,₪345.60,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,Chioggia Guardsmark,Direct Sow,Full-Size Root,,,,,,,,,26/12/2018,,32,18/04/2019,20/05/2019,6 bed m,"Ramim,Ra.2,Block C2,Beds 221",10.0,cm,4,,,,,,264,66823,seeds/kg,0.00,kg,10.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,28.8 Bunches,₪230.40,₪9.60/row m,Annual,,,,,,Jang JP-1,,,
Vegetables,Amaranthaceae,Beets,Beets,Boldor,Direct Sow,Full-Size Root,,,,,,,,,26/12/2018,,32,18/04/2019,20/05/2019,6 bed m,"Ramim,Ra.2,Block C2,Beds 221",10.0,cm,4,,,,,,264,66823,seeds/kg,0.00,kg,10.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,28.8 Bunches,₪230.40,₪9.60/row m,Annual,,,,,,Jang JP-1,,,
Vegetables,Amaranthaceae,Beets,Beets,Chioggia Guardsmark,Greenhouse Sow,Full-Size Root,10/01/2019,,,,,,,42,21/02/2019,,17,03/06/2019,20/06/2019,12 bed m,"Ramim,Ra.2,Block C1,Beds 209",20.0,cm,3,0.0,310 cell flats,2,30,234,,,seeds/kg,,kg,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,43.2 Bunches,₪345.60,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,Ruby Queen,Transplant from Purchased,Full-Size Root,,,,,,,,,05/02/2019,,25,30/05/2019,24/06/2019,9 bed m,"Ramim,Ra.2,Block C1,Beds 216",10.0,cm,3,,,,0,270,270,66823,seeds/kg,0.00,kg,0.00,Organic,,,,,,,,,,Bunches,1.500 bn/row m,₪8.00/bn,40.5 Bunches,₪324.00,₪12.00/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,MIX עלי ביבי,Direct Sow,Baby Leaf Greens,,,,,,,,,19/02/2019,,84,04/04/2019,27/06/2019,6 bed m,"Ramim,Ra.1,Block L1,Beds 113",2.0,cm,6,,,,,,1981,66823,seeds/kg,0.03,kg,10.00,Organic,,,,,,,,,,Kilograms,0.250 kg/row m,₪12.00/cs,9.0 Kilograms,₪490.91,₪13.64/row m,Annual,,,,,,Jang JP-1,,,
Vegetables,Amaranthaceae,Beets,Beets,Generic Variety,Direct Sow,Full-Size Root,,,,,,,,,04/03/2019,,7,06/06/2019,13/06/2019,6 bed m,"Ramim,Ra.2,Block C2,Beds 223",10.0,cm,4,,,,,,264,66823,seeds/kg,0.00,kg,10.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,28.8 Bunches,₪230.40,₪9.60/row m,Annual,,,,,,Jang JP-1,,,
Vegetables,Amaranthaceae,Beets,Beets,Boldor,Direct Sow,Full-Size Root,,,,,,,,,04/03/2019,,14,30/05/2019,13/06/2019,6 bed m,"Ramim,Ra.2,Block C2,Beds 223",10.0,cm,4,,,,,,264,66823,seeds/kg,0.00,kg,10.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,28.8 Bunches,₪230.40,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,Chioggia Guardsmark,Greenhouse Sow,Full-Size Root,15/04/2019,,,,,,,44,29/05/2019,,28,28/07/2019,25/08/2019,12 bed m,"Ramim,Ra.2,Block C2,Beds 225",20.0,cm,3,0.38,310 cell flats,2,30,117,236,66823,seeds/kg,0.00,kg,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,43.2 Bunches,₪345.60,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,MIX עלי ביבי,Direct Sow,Baby Leaf Greens,,,,,,,,,15/04/2019,,56,30/05/2019,25/07/2019,6 bed m,"Home,HH,Block C,Beds 17",2.0,cm,6,,,,,,1980,66823,seeds/kg,0.03,kg,10.00,Organic,,,,,,,,,,Kilograms,0.250 kg/row m,₪12.00/cs,9.0 Kilograms,₪490.91,₪13.64/row m,Annual,,,,,,Jang JP-1,13,10,A-6
Vegetables,Amaranthaceae,Beets,Beets,Chioggia Guardsmark,Direct Sow,Full-Size Root,,,,,,,,,01/05/2019,,14,27/06/2019,11/07/2019,6 bed m,"Ramim,Ra.1,Block L1,Beds 115",10.0,cm,4,,,,,,264,66823,seeds/kg,0.00,kg,10.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,28.8 Bunches,₪230.40,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,MIX עלי ביבי,Direct Sow,Baby Leaf Greens,,,,,,,,,08/05/2019,,21,22/06/2019,13/07/2019,6 bed m,"Ramim,Ra.1,Block L6m,Beds 106",2.0,cm,6,,,,,,1980,66823,seeds/kg,0.03,kg,10.00,Organic,,,,,,,,,,Kilograms,0.250 kg/row m,₪12.00/cs,9.0 Kilograms,₪108.00,₪3.00/row m,Annual,,,,,"התחלנו בגלגל FJ24 
הזרעים לא ירדו טוב
והחלף גלגל ונזרע שוב - כנראה צריך עוד גלגל לסלק",Jang JP-1,14,9,MJ-12
Vegetables,Amaranthaceae,Beets,Beets,Chioggia Guardsmark,Greenhouse Sow,Full-Size Root,22/05/2019,,,,,,,28,19/06/2019,,1,22/08/2019,23/08/2019,10 bed m,"Ramim,Ra.1,Block L1,Beds 110",20.0,cm,4,0.38,310 cell flats,2,30,117,236,66823,seeds/kg,0.00,kg,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,48.0 Bunches,₪384.00,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,MIX עלי ביבי,Direct Sow,Baby Leaf Greens,,,,,,,,,04/06/2019,,1,14/06/2019,15/06/2019,6 bed m,"Ramim,Ra.2,Block C6m,Beds 201",2.0,cm,8,,,,,,2640,66823,seeds/kg,0.04,kg,10.00,Organic,,,,,,,,,,Kilograms,0.250 kg/row m,₪12.00/cs,12.0 Kilograms,₪654.55,₪13.64/row m,Annual,,,,,,Jang JP-1,14,9,MJ-12
Vegetables,Amaranthaceae,Beets,Beets,Generic Variety,Greenhouse Sow,Full-Size Root,12/06/2019,,,,,,,26,08/07/2019,,28,06/09/2019,04/10/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 127",20.0,cm,3,0.75,310 cell flats,1,30,234,233,50,seeds/g,4.66,g,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,43.2 Bunches,₪345.60,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,Generic Variety,Greenhouse Sow,Full-Size Root,04/07/2019,,,,,,,42,15/08/2019,,1,09/10/2019,10/10/2019,6 bed m,"Ramim,Ra.1,Block L2,Beds 127",20.0,cm,3,0.75,310 cell flats,1,30,234,233,50,seeds/g,4.66,g,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,21.6 Bunches,₪172.80,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,MIX עלי ביבי,Direct Sow,Baby Leaf Greens,,,,,,,,,10/07/2019,,0,30/07/2019,30/07/2019,6 bed m,"Ramim,Ra.2,Block C6m,Beds 203",2.0,cm,6,,,,,,1980,66823,seeds/kg,0.03,kg,10.00,Organic,,,,,,,,,,Kilograms,0.250 kg/row m,₪12.00/cs,9.0 Kilograms,₪490.91,₪13.64/row m,Annual,,,,,,Jang JP-1,,,
Vegetables,Amaranthaceae,Beets,Beets,Generic Variety,Greenhouse Sow,Full-Size Root,25/07/2019,,,,,,,27,21/08/2019,,1,15/10/2019,16/10/2019,6 bed m,"Ramim,Ra.1,Block L2,Beds 127",20.0,cm,3,0.75,310 cell flats,1,30,234,233,50,seeds/g,4.66,g,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,21.6 Bunches,₪172.80,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,Generic Variety,Greenhouse Sow,Full-Size Root,15/08/2019,,,,,,,34,18/09/2019,,1,08/10/2019,09/10/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 132",20.0,cm,3,0.75,310 cell flats,1,30,234,233,50,seeds/g,4.66,g,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,43.2 Bunches,₪345.60,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,Generic Variety,Greenhouse Sow,Full-Size Root,26/08/2019,,,,,,,45,10/10/2019,,1,30/10/2019,31/10/2019,6 bed m,"Ramim,Ra.1,Block L2,Beds 132",20.0,cm,3,0.75,310 cell flats,1,30,234,233,50,seeds/g,4.66,g,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,21.6 Bunches,₪172.80,₪9.60/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Beets,Beets,MIX עלי ביבי,Direct Sow,Baby Leaf Greens,,,,,,,,,28/08/2019,,109,17/10/2019,03/02/2020,6 bed m,"Ramim,Ra.2,Block C6m,Beds 208",0.5,cm,6,,,,,,7920,66823,seeds/kg,0.12,kg,10.00,Organic,,,,,,,,,,Kilograms,0.250 kg/row m,₪12.00/cs,9.0 Kilograms,₪490.91,₪13.64/row m,Annual,,,,,,Hand Seeding,,,
Vegetables,Amaranthaceae,Beets,Beets,Generic Variety,Transplant from Purchased,Full-Size Root,,,,,,,,,04/09/2019,,1,02/11/2019,03/11/2019,6 bed m,"Ramim,Ra.1,Block L2,Beds 132",20.0,cm,4,,,,5,252,252,66823,seeds/kg,0.00,kg,0.00,Organic,,,,,,,,,,Bunches,1.200 bn/row m,₪8.00/bn,28.8 Bunches,₪230.40,₪9.60/row m,Annual,,,,,קליטה חלקית ביותר - שתילים לא טובים,,,,
Vegetables,Amaranthaceae,Beets,Beets,MIX עלי ביבי,Direct Sow,Baby Leaf Greens,,,,,,,,,02/10/2019,,1,23/10/2019,24/10/2019,8 bed m,"Home,HH,Block C,Beds 14",0.5,cm,6,,,,,,10560,66823,seeds/kg,0.16,kg,10.00,Organic,,,,,,,,,,Kilograms,0.250 kg/row m,₪12.00/cs,12.0 Kilograms,₪654.55,₪13.64/row m,Annual,,,,,,Jang JP-1,14,9,FJ - 24
