Parents Crop,Variety,Year,Total Seeds Needed,Total Weight Needed,Total Seed Weight Needed Unit,Planting,Planting Seed Needed,Planting Seed Weight Needed,Planting Seed Weight Needed Unit,Planting Extra Seed Order %,Planting Seed Spec
,,,,,,12/6/2020  · Microgreen,114840,30.0,g,0.0,Organic
,,,,,,16/6/2020  · Microgreen,306240,80.0,g,0.0,Organic
,,,,,,29/6/2020  · Microgreen,320000,160.0,g,0.0,Organic
,,,,,,22/5/2020  · Microgreen,114840,30.0,g,0.0,Organic
,,,,,,25/5/2020  · Microgreen,114840,30.0,g,0.0,Organic
,,,,,,1/6/2020  · Microgreen,114840,30.0,g,0.0,Organic
Arugula,Wild Rocket,2019,42240,13.32,g,"22/1/2020,  6 bed m, Ra.1 > L1 > Bed 111",10560,3.52,g,10.0,Organic
,,,,,,"13/4/2020,  12 bed m, Ra.2 > C2 > Bed 223",21120,7.04,g,10.0,Organic
,,,,,,"1/7/2020,  12 bed m, Ra.1 > L2 > Bed 129",10560,2.76,g,10.0,Organic
Arugula,Wild Rocket,2020,31680,14.78,g,"2/9/2020,  6 bed m, Ra.2 > C6m > Bed 202",10560,4.22,g,10.0,Organic
,,,,,,"16/12/2020,  12 bed m, Ra.3 > R2 > Bed 324",21120,10.56,g,10.0,Organic
Basil,Dwarf Greek,2019,471,0.51,g,"21/5/2020,  6 bed m, Ra.1 > L6m > Bed 105",471,0.51,g,0.0,Organic
Basil,Generic Variety,2019,1317,1.43,g,"1/4/2020,  12 bed m, Ra.1 > L1 > Bed 112",312,0.34,g,0.0,Organic
,,,,,,"12/7/2020,  12 bed m, Ra.3 > R1 > Bed 308",189,0.2,g,0.0,Organic
,,,,,,"26/7/2020,  24 bed m, Ra.3 > R1 > Beds 309-310",378,0.41,g,0.0,Organic
,,,,,,"19/8/2020,  12 bed m, Ra.3 > R3 > Bed 336",126,0.14,g,0.0,Organic
,,,,,,"19/3/2020,  12 bed m, Ra.1 > L2 > Bed 127",312,0.34,g,0.0,Organic
Basil,Genovese,2019,1896,2.05,g,"25/6/2020,  12 bed m, Ra.3 > R1 > Bed 307",1153,1.25,g,0.0,Organic
,,,,,,"1/4/2020,  12 bed m, Ra.1 > L2 > Bed 124",743,0.8,g,0.0,Organic
Basil,hyd. Prospera,2019,625,0.67,g,"23/8/2020,  12 bed m, Field not assigned",307,0.33,g,0.0,Organic
,,,,,,"25/8/2020,  199 plants, Field not assigned",318,0.34,g,0.0,Organic
Basil,Violetto aromatico,2019,1153,1.25,g,"25/6/2020,  6 bed m, Ra.1 > L6m > Bed 104",1153,1.25,g,0.0,Organic
Beans: Bush & Pole,Blauhilde,2019,132,13.2,g,"7/5/2020,  12 bed m, HH > B > Bed 8",132,13.2,g,10.0,Organic
Beans: Bush & Pole,California Black Eyed,2019,528,35.2,g,"8/6/2020,  24 bed m, Zvika > zB > Beds 515-516",528,35.2,g,10.0,Organic
Beans: Bush & Pole,Dulico Del Metro,2019,156,10.4,g,"27/5/2020,  12 bed m, Ra.2 > C1 > Bed 209",156,10.4,g,0.0,
Beans: Bush & Pole,NeckarGold - צהובה מטפסת נטע,2019,264,17.6,kg,"20/4/2020,  12 bed m, Ra.3 > R6m > Beds 303-304",264,17.6,kg,10.0,Organic
Beans: Bush & Pole,Purple King,2019,264,17.6,kg,"20/4/2020,  12 bed m, Ra.1 > L6m > Beds 107-108",264,17.6,kg,10.0,Organic
Beans: Bush & Pole,Speedy,2019,924,61.6,g,"17/4/2020,  12 bed m, Ra.1 > L6m > Beds 101-102",264,17.6,g,10.0,Organic
,,,,,,"8/6/2020,  20 bed m, Zvika > zB > Beds 520-521",660,44.0,g,10.0,Organic
Beets,Bull's Blood,2020,252,5.04,kg,"23/11/2020,  12 bed m, Ra.1 > L2 > Bed 126",252,5.04,kg,0.0,Organic
Beets,Chioggia Guardsmark,2019,878,5052.52,g,"27/8/2020,  12 bed m, Ra.1 > L2 > Bed 123",252,5.04,kg,0.0,Organic
,,,,,,"25/3/2020,  12 bed m, Field not assigned",626,12.52,g,0.0,Organic
Beets,Chioggia Guardsmark,2020,1174,23.48,kg,"30/9/2020,  12 bed m, Ra.1 > L2 > Bed 125",252,5.04,kg,0.0,Organic
,,,,,,"20/1/2021,  12 bed m, Zvika > zB > Bed 520",670,13.4,kg,0.0,Organic
,,,,,,"9/12/2020,  12 bed m, Ra.1 > L2 > Bed 121",252,5.04,kg,0.0,Organic
Beets,Forono - מוערך נטע,2019,335,6.7,g,"25/3/2020,  12 bed m, Ra.2 > C1 > Bed 209",335,6.7,g,0.0,Organic
Beets,Forono - מוערך נטע,2020,503,10.06,g,"13/1/2021,  6 bed m, Ra.1 > L1 > Bed 114",168,3.36,g,0.0,Organic
,,,,,,"29/10/2020,  12 bed m, Ra.1 > L2 > Bed 132",335,6.7,g,0.0,Organic
Beets,Generic Variety,2019,1448,13093.24,g,"22/1/2020,  6 bed m, Ra.1 > L6m > Bed 107",132,0.0,kg,10.0,Organic
,,,,,,"27/8/2020,  12 bed m, Ra.1 > L2 > Bed 124",252,5.04,g,0.0,Organic
,,,,,,"26/3/2020,  12 bed m, Field not assigned",252,5.04,g,0.0,Organic
,,,,,,"6/1/2020,  12 bed m, Ra.3 > R6m > Beds 301-302",528,10.56,kg,10.0,Organic
,,,,,,"6/1/2020,  6 bed m, Ra.3 > R6m > Bed 304",126,2.52,kg,0.0,Organic
,,,,,,"20/4/2020,  10 bed m, Ra.1 > L1 > Bed 110",158,3.16,g,0.0,Organic
Beets,Generic Variety,2020,336,6.72,g,"9/12/2020,  12 bed m, Ra.1 > L2 > Bed 122",336,6.72,g,0.0,Organic
Beets,MIX עלי ביבי,2019,38280,0.67,kg,"10/4/2020,  6 bed m, Ra.2 > C6m > Bed 208",7560,0.11,kg,5.0,Organic
,,,,,,"17/2/2020,  6 bed m, Ra.2 > C6m > Bed 205",10560,0.16,kg,10.0,Organic
,,,,,,"1/7/2020,  12 bed m, Field not assigned",20160,403.2,g,5.0,Organic
Beets,MIX עלי ביבי,2020,22680,453.6,g,"2/9/2020,  6 bed m, Ra.2 > C6m > Bed 204",7560,151.2,g,5.0,Organic
,,,,,,"7/10/2020,  6 bed m, Ra.2 > C6m > Bed 201",7560,151.2,g,5.0,Organic
,,,,,,"18/11/2020,  6 bed m, Ra.1 > L6m > Bed 101",7560,151.2,g,5.0,Organic
Broccoli,Generic Variety,2020,156,0.64,g,"23/12/2020,  12 bed m, Ra.3 > R1 > Bed 313",156,0.64,g,0.0,Organic
Broccoli,Marathon,2020,63,0.26,g,"10/9/2020,  12 bed m, Zvika > zB > Bed 514",63,0.26,g,0.0,Organic
Broccoli,Partenon,2020,95,0.39,g,"1/10/2020,  18 bed m, Ra.4 > Lo18 > Bed 403",95,0.39,g,0.0,Organic
Cabbage,Generic Variety,2020,351,1.41,g,"23/11/2020,  18 bed m, Ra.4 > Lo18 > Bed 404",234,0.94,g,0.0,Organic
,,,,,,"13/1/2021,  12 bed m, Zvika > zB > Bed 519",117,0.47,g,0.0,Organic
Cabbage,ירוק חישתיל,2020,120,0.48,g,"10/9/2020,  18 bed m, Ra.4 > Lo18 > Bed 405",120,0.48,g,0.0,
Cabbage,סגול חישתיל,2020,80,0.32,g,"10/9/2020,  16 bed m, Ra.4 > Lo18 > Bed 406",80,0.32,g,0.0,
Carrots,colori Mix - Franchi,2019,17600,23.03,g,"18/3/2020,  12 bed m, Ra.3 > R1 > Bed 310",3520,4.61,g,10.0,Organic
,,,,,,"6/1/2020,  12 bed m, Ra.2 > C2 > Bed 226",7040,9.21,g,10.0,Organic
,,,,,,"13/2/2020,  12 bed m, Ra.3 > R1 > Bed 308",7040,9.21,g,10.0,Organic
Carrots,FLAKKEE   LONG,2019,8064,10.56,g,"12/3/2020,  12 bed m, Ra.3 > R1 > Bed 315",4032,5.28,g,5.0,Organic
,,,,,,"22/1/2020,  12 bed m, Ra.1 > L1 > Bed 120",4032,5.28,g,5.0,Organic
Carrots,Nantes Half Long,2019,6579,8.61,g,"13/8/2020,  12 bed m, Ra.3 > R3 > Bed 332",2667,3.49,g,0.0,Organic
,,,,,,"27/1/2020,  12 bed m, Ra.3 > R1 > Bed 309",1800,2.36,g,0.0,Organic
,,,,,,"18/3/2020,  12 bed m, Ra.3 > R1 > Bed 310",2112,2.76,g,10.0,Organic
Carrots,Nantes Half Long,2020,49352,64.58,g,"17/9/2020,  12 bed m, Ra.1 > L2 > Bed 127",3556,4.65,g,0.0,Organic
,,,,,,"2/9/2020,  12 bed m, Ra.3 > R2 > Bed 328",3556,4.65,g,0.0,Organic
,,,,,,"24/9/2020,  24 bed m, Ra.1 > L1 > Beds 111-112",14080,18.43,g,10.0,Organic
,,,,,,"29/10/2020,  12 bed m, Ra.2 > C2 > Bed 227",7040,9.21,g,10.0,Organic
,,,,,,"18/11/2020,  24 bed m, Ra.1 > L2 > Beds 123-124",14080,18.43,g,10.0,Organic
,,,,,,"31/12/2020,  12 bed m, Ra.2 > C2 > Bed 223",7040,9.21,g,10.0,Organic
Carrots,Purple Haze,2019,1890,2.47,g,"27/1/2020,  12 bed m, Ra.3 > R1 > Bed 311",1890,2.47,g,5.0,Organic
Carrots,Purple Haze,2020,1890,2.47,g,"31/12/2020,  12 bed m, Ra.2 > C1 > Bed 214",1890,2.47,g,5.0,Organic
Cauliflower,Generic Variety,2019,84,0.37,g,"1/10/2020,  12 bed m, Zvika > zB > Bed 523",84,0.37,g,0.0,Organic
Cauliflower,Veronica,2020,189,0.83,g,"2/12/2020,  24 bed m, Zvika > zA > Beds 510-511",189,0.83,g,0.0,Organic
Celery,Generic Variety,2019,210,0.09,g,"23/7/2020,  5 bed m, Ra.1 > L1 > Bed 110",210,0.09,g,0.0,Organic
Celery,Gigante Dorato,2019,252,0.11,g,"27/8/2020,  12 bed m, Ra.3 > R1 > Bed 314",252,0.11,g,0.0,Organic
Celery,Gigante Dorato,2020,504,0.22,g,"30/9/2020,  12 bed m, Ra.1 > L1 > Bed 113",252,0.11,g,0.0,Organic
,,,,,,"30/12/2020,  12 bed m, Zvika > zB > Bed 523",252,0.11,g,0.0,Organic
Celery,hyd. Giant Dorato,2020,780,0.36,g,"11/2/2021,  288 plants, Hyd. S - no beds selected",374,0.19,g,0.0,Organic
,,,,,,"4/3/2021,  192 plants, Hyd. S - no beds selected",406,0.17,g,0.0,Organic
Celery,hyd. Samba,2019,260,0.11,g,"25/8/2020,  200 plants, Field not assigned",260,0.11,g,0.0,Organic
Celery,hyd. ספרטקוס,2019,520,0.22,g,"25/8/2020,  400 plants, Field not assigned",520,0.22,g,0.0,Organic
Chard,Bright Lights,2019,581,8.81,g,"25/6/2020,  12 bed m, Ra.2 > C2 > Bed 221",269,4.08,g,0.0,Organic
,,,,,,"10/4/2020,  12 bed m, Ra.2 > C2 > Bed 219",312,4.73,g,0.0,Organic
Chard,Bright Lights,2020,156,3.12,g,"29/10/2020,  12 bed m, Ra.1 > L2 > Bed 129",156,3.12,g,0.0,Organic
Chard,Fordhook Giant,2019,117,1.77,g,"13/7/2020,  12 bed m, Ra.3 > R2 > Bed 318",117,1.77,g,0.0,
,,,,,,"21/5/2020,  12 bed m, Ra.2 > C1 > Bed 214",0,0.0,g,0.0,
Chard,Fordhook Giant,2020,315,5.34,g,"1/1/2021,  12 bed m, Zvika > zA > Bed 509",117,2.34,g,0.0,
,,,,,,"22/10/2020,  12 bed m, Ra.1 > L2 > Bed 130",99,1.5,g,0.0,
,,,,,,"30/12/2020,  12 bed m, Ra.1 > L2 > Bed 127",99,1.5,g,0.0,
Chard,Generic Variety,2019,132,2.64,g,"30/7/2020,  12 bed m, Ra.2 > C2 > Bed 226",132,2.64,g,0.0,
Chard,Silverado,2019,311,4.71,g,"18/3/2020,  12 bed m, Ra.1 > L2 > Bed 121",311,4.71,g,0.0,
Chard,Silverado,2020,156,3.12,g,"1/1/2021,  12 bed m, Zvika > zA > Bed 505",156,3.12,g,0.0,Organic
Chard,נפולי - ראש,2019,99,1.5,g,"21/5/2020,  12 bed m, Ra.1 > L1 > Bed 117",99,1.5,g,0.0,
Chives,Common,2020,936,1.28,g,"30/11/2020,  6 bed m, Ra.2 > C6m > Bed 204",936,1.28,g,0.0,
Chives,Generic Variety,2019,5834,7.95,g,"9/7/2020,  6 bed m, Ra.2 > C6m > Bed 205",3023,4.12,g,0.0,Organic
,,,,,,"21/5/2020,  6 bed m, Ra.2 > C6m > Bed 206",2811,3.83,g,0.0,
Chives,Generic Variety,2020,2811,3.83,g,"13/10/2020,  6 bed m, Ra.2 > C6m > Bed 206",2811,3.83,g,0.0,
Cilantro,Generic Variety,2020,240,2.76,g,"17/9/2020,  6 bed m, Ra.1 > L6m > Bed 101",240,2.76,g,0.0,
Cilantro,Santirini - נטע,2019,48189,602.22,g,"19/2/2020,  12 bed m, Ra.1 > L2 > Bed 122",5171,59.44,g,0.0,Organic
,,,,,,"11/3/2020,  12 bed m, Ra.2 > C2 > Bed 221",5171,59.44,g,0.0,Organic
,,,,,,"1/4/2020,  12 bed m, Ra.1 > L1 > Bed 115",5171,59.44,g,0.0,Organic
,,,,,,"6/5/2020,  12 bed m, Ra.2 > C2 > Bed 221",4668,53.66,g,0.0,Organic
,,,,,,"21/5/2020,  12 bed m, Field not assigned",4668,53.66,g,0.0,Organic
,,,,,,"14/5/2020,  12 bed m, Ra.1 > L1 > Bed 113",4668,53.66,g,0.0,Organic
,,,,,,"25/6/2020,  12 bed m, Ra.2 > C2 > Bed 219",4668,53.66,g,0.0,Organic
,,,,,,"11/6/2020,  12 bed m, Ra.2 > C2 > Bed 225",4668,53.66,g,0.0,Organic
,,,,,,"19/8/2020,  12 bed m, Field not assigned",4668,77.8,g,0.0,Organic
,,,,,,"2/9/2020,  12 bed m, Ra.2 > C2 > Bed 223",4668,77.8,g,0.0,Organic
Cilantro,Santirini - נטע,2020,23862,397.7,g,"8/10/2020,  12 bed m, Ra.2 > C2 > Bed 222",4668,77.8,g,0.0,Organic
,,,,,,"7/1/2021,  12 bed m, Ra.3 > R1 > Bed 305",5171,86.18,g,0.0,Organic
,,,,,,"29/10/2020,  12 bed m, Ra.3 > R2 > Bed 317",4668,77.8,g,0.0,Organic
,,,,,,"9/12/2020,  12 bed m, Ra.3 > R2 > Bed 319",4687,78.12,g,0.0,Organic
,,,,,,"21/1/2021,  12 bed m, Ra.3 > R3 > Bed 332",4668,77.8,g,0.0,Organic
Cilantro,רימיני 77,2019,23736,272.84,g,"30/7/2020,  12 bed m, Ra.2 > C2 > Bed 225",4668,53.66,g,0.0,Organic
,,,,,,"13/7/2020,  12 bed m, Ra.1 > L1 > Bed 116",7200,82.76,g,0.0,
,,,,,,"20/8/2020,  12 bed m, Ra.2 > C2 > Bed 220",7200,82.76,g,0.0,Organic
,,,,,,"9/7/2020,  12 bed m, Ra.1 > L1 > Bed 118",4668,53.66,g,0.0,Organic
Cress,Garden Broadleaf,2019,9240,4.62,g,"27/1/2020,  3 bed m, Ra.1 > L2 > Bed 129",5280,2.64,g,10.0,Organic
,,,,,,"17/2/2020,  3 bed m, Ra.1 > L2 > Bed 129",3960,1.98,g,10.0,Organic
Cress,Watercress,2020,756,0.38,g,"23/9/2020,  6 bed m, Ra.2 > C6m > Bed 207",378,0.19,g,0.0,
,,,,,,"2/12/2020,  8 bed m, Ra.1 > L1 > Bed 110",378,0.19,g,0.0,
Cucumbers,Facus - פאקוס,2019,182,6.07,g,"11/6/2020,  18 bed m, Ra.2 > C6m > Beds 201, 204, 207",78,2.6,g,0.0,
,,,,,,"27/4/2020,  24 bed m, Ra.3 > R2 > Beds 318, 322",78,2.6,g,0.0,
,,,,,,"14/5/2020,  12 bed m, Ra.3 > R1 > Bed 314",26,0.87,g,0.0,
Dill,Dukat,2019,600,0.99,g,"30/7/2020,  6 bed m, Ra.1 > L6m > Bed 102",600,0.99,g,0.0,
Dill,Generic Variety,2020,520,0.86,g,"2/9/2020,  8 bed m, Ra.2 > C1 > Bed 216",520,0.86,g,0.0,
Dill,אמליה,2019,20157,33.49,g,"11/6/2020,  12 bed m, Field not assigned",6223,10.25,g,0.0,
,,,,,,"19/2/2020,  10 bed m, Ra.1 > L2 > Bed 123",3465,5.71,g,0.0,
,,,,,,"6/5/2020,  18 bed m, Ra.1 > L1 > Beds 115-116",3112,5.13,g,0.0,
,,,,,,"18/3/2020,  6 bed m, Ra.2 > C6m > Bed 204",3465,5.71,g,0.0,
,,,,,,"9/7/2020,  12 bed m, Ra.1 > L1 > Bed 113",3112,5.13,g,0.0,
,,,,,,"30/9/2020,  12 bed m, Ra.2 > C2 > Bed 225",780,1.56,g,0.0,Organic
Dill,אמליה,2020,21823,43.65,g,"22/10/2020,  6 bed m, Ra.1 > L6m > Bed 102",6223,12.45,g,0.0,Organic
,,,,,,"23/11/2020,  6 bed m, Ra.2 > C6m > Bed 202",6250,12.5,g,0.0,Organic
,,,,,,"2/12/2020,  12 bed m, Ra.1 > L1 > Bed 114",4985,9.97,g,0.0,Organic
,,,,,,"21/1/2021,  12 bed m, Ra.2 > C2 > Bed 219",4365,8.73,g,0.0,Organic
Eggplant,Aragon - חישתיל,2019,25,0.11,g,"16/4/2020,  12 bed m, Ra.3 > R2 > Bed 324",25,0.11,g,0.0,
Eggplant,בלאדי - יעל,2019,164,0.7,g,"20/4/2020,  24 bed m, Ra.3 > R2 > Beds 325-326",164,0.7,g,0.0,
Fennel,Generic Variety,2019,1679,8.44,g,"24/8/2020,  12 bed m, Field not assigned",626,3.13,g,0.0,
,,,,,,"13/8/2020,  15 bed m, Ra.2 > C1 > Beds 213-214",300,1.5,g,0.0,
,,,,,,"23/7/2020,  12 bed m, Ra.1 > L1 > Bed 115",240,1.2,g,0.0,
,,,,,,"27/8/2020,  10 bed m, Ra.2 > C2 > Bed 217",200,1.0,g,0.0,
,,,,,,"20/2/2020  · Plant Sale, 280 plants",313,1.61,g,0.0,
Fennel,Orion,2019,480,2.4,g,"25/8/2020,  24 bed m, Field not assigned",480,2.4,g,0.0,
Fennel,Orion,2020,2621,13.11,g,"30/9/2020,  12 bed m, Ra.3 > R1 > Bed 308",240,1.2,g,0.0,
,,,,,,"23/11/2020,  12 bed m, Ra.1 > L1 > Bed 120",240,1.2,g,0.0,
,,,,,,"29/10/2020,  12 bed m, Ra.2 > C1 > Bed 209",626,3.13,g,0.0,
,,,,,,"1/1/2021,  12 bed m, Zvika > zA > Bed 504",312,1.56,g,0.0,Organic
,,,,,,"13/1/2021,  18 bed m, Ra.1 > L1 > Beds 114-115",577,2.89,g,0.0,Organic
,,,,,,"23/12/2020,  12 bed m, Ra.3 > R1 > Bed 307",626,3.13,g,0.0,Organic
Garlic,שני - מהגינה,2020,4830,25.98,kg,"8/10/2020,  36 bed m, HH > C > Beds 16-18",2070,12.18,kg,15.0,
,,,,,,"22/10/2020,  36 bed m, Ra.4 > Lo24 > Beds 401-402",2760,13.8,kg,15.0,Organic
Gourds,Generic Variety,2019,15,0.0,g,"9/7/2020,  12 bed m, Zvika > zB > Bed 514",15,0.0,g,0.0,
Jicama,Generic Variety,2019,789,78.9,g,"2/7/2020,  24 bed m, Ra.3 > R1 > Beds 312-313",469,46.9,g,0.0,Organic
,,,,,,"8/6/2020,  12 bed m, Zvika > zB > Bed 518",320,32.0,g,0.0,Organic
Jicama,Itay,2019,264,26.4,g,"22/6/2020,  24 bed m, Ra.3 > R1 > Beds 305-306",264,26.4,g,10.0,
Kale,Lacinato (Dinosaur),2019,349,1.75,g,"12/7/2020,  12 bed m, HH > C > Bed 18",349,1.75,g,0.0,
Kale,Lacinato (Dinosaur),2020,234,1.17,g,"7/10/2020,  24 bed m, HH > C > Beds 14-15",234,1.17,g,0.0,
Kale,Red Russian,2019,15840,79.2,g,"30/7/2020,  6 bed m, Ra.1 > L2 > Bed 125",10560,52.8,g,10.0,Organic
,,,,,,"19/2/2020,  3 bed m, Ra.2 > C6m > Bed 206",5280,26.4,g,10.0,
Kale,Red Russian,2020,21120,105.6,g,"30/9/2020,  6 bed m, Ra.1 > L2 > Bed 122",10560,52.8,g,10.0,Organic
,,,,,,"2/12/2020,  6 bed m, Ra.2 > C2 > Bed 221",10560,52.8,g,10.0,Organic
Kale,White Russian,2019,154,0.77,g,"24/5/2020,  12 bed m, HH > C > Bed 14",154,0.77,g,0.0,
Kale,גומן,2020,335,1.68,g,"8/10/2020,  12 bed m, Zvika > zB > Bed 518",23,0.12,g,0.0,
,,,,,,"30/12/2020,  12 bed m, Ra.1 > L2 > Bed 125",312,1.56,g,0.0,
Kohlrabi,Generic Variety,2019,252,1.2,g,"6/1/2020,  12 bed m, Ra.3 > R1 > Bed 312",252,1.2,g,0.0,
Kohlrabi,Generic Variety,2020,504,2.4,g,"2/11/2020,  12 bed m, Ra.2 > C2 > Bed 220",252,1.2,g,0.0,
,,,,,,"30/9/2020,  12 bed m, Ra.3 > R1 > Bed 307",252,1.2,g,0.0,
Kohlrabi,Konmar,2019,1043,4.97,g,"9/7/2020,  6 bed m, Ra.2 > C1 > Bed 216",140,0.67,g,0.0,
,,,,,,"23/7/2020,  12 bed m, Ra.1 > L1 > Bed 114",252,1.2,g,0.0,
,,,,,,"13/8/2020,  15 bed m, Ra.2 > C1 > Beds 213, 215",441,2.1,g,0.0,
,,,,,,"27/8/2020,  10 bed m, Ra.2 > C2 > Bed 218",210,1.0,g,0.0,
Kohlrabi,קרף - נטע,2019,313,1.49,g,"26/3/2020,  12 bed m, Field not assigned",313,1.49,g,0.0,
Kohlrabi,קרף - נטע,2020,939,4.55,g,"23/11/2020,  18 bed m, Ra.2 > C1 > Beds 215-216",313,1.49,g,0.0,
,,,,,,"10/12/2020,  12 bed m, Zvika > zA > Bed 503",313,1.49,g,0.0,
,,,,,,"23/12/2020,  12 bed m, Ra.2 > C2 > Bed 217",313,1.57,g,0.0,
Leeks,Alto,2019,756,2.49,g,"19/8/2020,  20 bed m, Zvika > zB > Beds 520-521",504,1.66,g,0.0,
,,,,,,"8/6/2020,  12 bed m, Zvika > zB > Bed 519",252,0.83,g,0.0,
Leeks,Alto,2020,630,2.08,g,"27/10/2020,  12 bed m, Ra.1 > L6m > Beds 104-105",252,0.83,g,0.0,
,,,,,,"2/12/2020,  18 bed m, Ra.1 > L6m > Beds 106-108",378,1.25,g,0.0,
Leeks,Generic Variety,2019,1499,4.95,g,"30/7/2020,  24 bed m, Field not assigned",623,2.06,g,0.0,
,,,,,,"30/7/2020,  10 bed m, Ra.3 > R1 > Bed 305",252,0.83,g,0.0,
,,,,,,"13/4/2020,  12 bed m, Field not assigned",312,1.03,g,0.0,
,,,,,,"26/3/2020,  12 bed m, Field not assigned",312,1.03,g,0.0,
Lemon Verbena,Generic Variety,2019,40,0.0,,"25/5/2020,  6 bed m, HH > B > Bed 9",40,0.0,,0.0,
,,,,,,"22/8/2020  · Plant Sale, 50 plants",0,0.0,,0.0,
Lettuce,936 רומית,2019,483,0.58,g,"31/8/2020,  12 bed m, Ra.3 > R1 > Bed 315",168,0.19,g,0.0,
,,,,,,"13/8/2020,  18 bed m, Zvika > zB > Beds 524-525",315,0.39,g,0.0,
Lettuce,936 רומית,2020,462,0.56,g,"14/9/2020,  12 bed m, Ra.2 > C1 > Bed 209",168,0.19,g,0.0,
,,,,,,"5/11/2020,  12 bed m, Field not assigned",126,0.16,g,0.0,
,,,,,,"2/11/2020,  12 bed m, Zvika > zB > Bed 522",168,0.21,g,0.0,
Lettuce,Generic Variety,2019,240,0.3,g,"23/7/2020,  24 bed m, Zvika - no beds selected",240,0.3,g,0.0,
Lettuce,hyd. ערבית - נהורה נטע,2019,2354,2.73,g,"21/5/2020,  12 bed m, Field not assigned",217,0.25,g,0.0,
,,,,,,"22/6/2020,  18 bed m, Zvika - no beds selected",336,0.38,g,0.0,
,,,,,,"20/7/2020,  12 bed m, Field not assigned",336,0.38,g,0.0,
,,,,,,"19/8/2020,  12 bed m, Ra.2 > C1 > Bed 212",336,0.42,g,0.0,
,,,,,,"25/3/2020,  18 bed m, HH > A > Beds 1-3",297,0.34,g,0.0,
,,,,,,"29/4/2020,  12 bed m, Field not assigned",208,0.24,g,0.0,
,,,,,,"7/4/2020,  12 bed m, Field not assigned",208,0.24,g,0.0,
,,,,,,"27/2/2020  · Plant Sale, 200 plants",208,0.24,g,0.0,
,,,,,,"27/2/2020  · Plant Sale, 200 plants",208,0.24,g,0.0,
Lettuce,hyd. ערבית - נהורה נטע,2020,1036,1.28,g,"18/11/2020,  12 bed m, Ra.1 > L1 > Bed 117",335,0.42,g,0.0,
,,,,,,"2/12/2020,  12 bed m, Zvika > zA > Bed 507",168,0.21,g,0.0,
,,,,,,"9/12/2020,  12 bed m, Ra.3 > R3 > Bed 330",335,0.42,g,0.0,
,,,,,,"30/12/2020,  12 bed m, Ra.3 > R1 > Bed 312",198,0.23,g,0.0,
Lettuce,Iceberg,2019,782,0.92,g,"1/4/2020,  12 bed m, Ra.3 > R1 > Bed 312",160,0.18,g,0.0,
,,,,,,"30/4/2020,  6 bed m, Ra.1 > L2 > Bed 123",90,0.1,g,0.0,
,,,,,,"14/5/2020,  12 bed m, Ra.3 > R1 > Bed 312",120,0.14,g,0.0,
,,,,,,"8/6/2020,  12 bed m, Zvika > zB > Bed 524",126,0.16,g,0.0,
,,,,,,"31/8/2020,  12 bed m, Ra.3 > R2 > Bed 320",126,0.16,g,0.0,
,,,,,,"13/4/2020,  12 bed m, Ra.3 > R1 > Bed 307",160,0.18,g,0.0,
Lettuce,Iceberg,2020,126,0.16,g,"2/9/2020,  12 bed m, Ra.2 > C1 > Bed 210",126,0.16,g,0.0,
