Date,Planting Name,Crop,Amount,Unit,Outlet Type,Outlet Name,Harvest Stage,Final Harvest
06/01/2020,Kale גומן 26/08/2019 Ra.1 > L2 > Bed 131 12 bed m,Kale,5.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
06/01/2020,Kohlrabi קרף - נטע 23/09/2019 Ra.3 > R1 > Bed 305 12 bed m,Kohlrabi,5.1,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
06/01/2020,Lettuce מסולסלת מעורב 31/10/2019 Ra.1 > L1 > Bed 120 12 bed m,Lettuce,10.0,Heads,Farmers Market,קטיף יום ה,Full-Size,No
06/01/2020,Lettuce ערבית - רם שחר 31/10/2019 Ra.2 > C1 > Bed 210 12 bed m,Lettuce,34.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
06/01/2020,Lettuce: Salad Mix Mesclun Mix 02/10/2019 HH > C > Bed 15 12 bed m,Lettuce: Salad Mix,3.0,Kilograms,Farmers Market,קטיף יום ה,Full-Size,Yes
06/01/2020,Lettuce: Salad Mix Mesclun Mix 13/10/2019 HH > B > Bed 12 12 bed m,Lettuce: Salad Mix,1.0,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
06/01/2020,Lettuce: Salad Mix Salanova® Foundation Collection 17/10/2019 HH > B > Bed 10 12 bed m,Lettuce: Salad Mix,34.0,Heads,Farmers Market,קטיף יום ה,Full-Size,Yes
06/01/2020,New Zealand Spinach Generic Variety 01/08/2019 Ra.2 > C2 > Bed 222 12 bed m,New Zealand Spinach,3.3,Kilograms,Farmers Market,קטיף יום ה,,No
06/01/2020,Onions: Scallions Generic Variety 01/08/2019 Ra.1 > L1 > Bed 118 4 bed m,Onions: Scallions,5.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
06/01/2020,Parsley Generic Variety 17/10/2019 Ra.1 > L6m > Bed 102 + 1 more Block 12 bed m,Parsley,15.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
06/01/2020,Radishes Daikon Long 16/10/2019 Ra.1 > L6m > Bed 103 3 bed m,Radishes,5.0,Each,Farmers Market,קטיף יום ה,Full-Size,No
06/01/2020,Radishes Nero Tondo 16/10/2019 Ra.1 > L6m > Bed 103 3 bed m,Radishes,5.0,Each,Farmers Market,קטיף יום ה,Full-Size,No
06/01/2020,Sage Common 17/07/2018 Ra.1 > L1 > Bed 109 8 bed m,Sage,5.0,Bunches,Farmers Market,קטיף יום ה,,No
06/01/2020,Spinach Generic Variety 16/09/2019 Ra.1 > L2 > Bed 126 12 bed m,Spinach,6.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
06/01/2020,Tarragon שיבה 17/07/2018  4 bed m,Tarragon,4.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
06/01/2020,Tarragon שיבה 17/07/2018  4 bed m,Tarragon,,,Wholesale,B2B,Full-Size,Yes
06/01/2020,Tarragon שיבה 17/07/2018  4 bed m,Tarragon,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
06/01/2020,Tarragon שיבה 17/07/2018  4 bed m,Tarragon,,,,Unknown outlet,Full-Size,Yes
06/01/2020,Tarragon שיבה 17/07/2018  4 bed m,Tarragon,,,Farmers Market,קטיף יום ה,Full-Size,Yes
09/01/2020,Anise Hyssop אזוב מצוי 17/07/2018 Ra.1 > L1 > Bed 109 4 bed m,Anise Hyssop,0.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Beets MIX עלי ביבי 28/08/2019 Ra.2 > C6m > Bed 208 6 bed m,Beets,2.6,Kilograms,Farmers Market,קטיף יום ה,Baby Leaf Greens,No
09/01/2020,Celery Generic Variety 30/09/2019 Ra.3 > R1 > Bed 307 12 bed m,Celery,9.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Chard Fordhook Giant 10/10/2019 Ra.3 > R1 > Bed 316 12 bed m,Chard,0.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Chives Generic Variety 25/07/2019 Ra.2 > C6m > Bed 206 6 bed m,Chives,6.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Cilantro Generic Variety 17/10/2019 Ra.1 > L2 > Beds 122-123 13 bed m,Cilantro,6.0,Bunches,Farmers Market,קטיף יום ה,Leaf,No
09/01/2020,Fennel Generic Variety 26/08/2019 Ra.2 > C2 > Bed 227 12 bed m,Fennel,25.0,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Kale גומן 26/08/2019 Ra.1 > L2 > Bed 131 12 bed m,Kale,6.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Kohlrabi קרף - נטע 23/09/2019 Ra.3 > R1 > Bed 305 12 bed m,Kohlrabi,5.8,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Lettuce מסולסלת מעורב 31/10/2019 Ra.1 > L1 > Bed 120 12 bed m,Lettuce,0.0,Heads,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Lettuce ערבית - רם שחר 17/10/2019 Ra.1 > L1 > Bed 118 6 bed m,Lettuce,15.0,Heads,Farmers Market,קטיף יום ה,Full-Size,Yes
09/01/2020,Lettuce: Salad Mix Mesclun Mix 06/11/2019 HH > B > Beds 8-9 24 bed m,Lettuce: Salad Mix,4.0,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Lettuce: Salad Mix Mesclun Mix 13/10/2019 HH > B > Bed 12 12 bed m,Lettuce: Salad Mix,1.0,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Mizuna Generic Variety 25/10/2019 Ra.1 > L1 > Bed 111 6 bed m,Mizuna,1.5,Kilograms,Farmers Market,קטיף יום ה,Baby Leaf,No
09/01/2020,New Zealand Spinach Generic Variety 01/08/2019 Ra.2 > C2 > Bed 222 12 bed m,New Zealand Spinach,6.0,Kilograms,Farmers Market,קטיף יום ה,,No
09/01/2020,Onions: Scallions Generic Variety 01/08/2019 Ra.1 > L1 > Bed 118 4 bed m,Onions: Scallions,27.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Parsley Generic Variety 17/10/2019 Ra.1 > L6m > Bed 102 + 1 more Block 12 bed m,Parsley,12.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Radishes Daikon Long 16/10/2019 Ra.1 > L6m > Bed 103 3 bed m,Radishes,12.0,Each,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Radishes Nero Tondo 16/10/2019 Ra.1 > L6m > Bed 103 3 bed m,Radishes,12.0,Each,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Sage Common 17/07/2018 Ra.1 > L1 > Bed 109 8 bed m,Sage,8.0,Bunches,Farmers Market,קטיף יום ה,,No
09/01/2020,Spinach Generic Variety 14/11/2019 Ra.1 > L2 > Bed 128 12 bed m,Spinach,10.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
09/01/2020,Tarragon שיבה 17/07/2018 Ra.1 > L1 > Bed 109 2 bed m,Tarragon,30.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
10/01/2020,Cilantro Generic Variety 27/11/2019 Ra.1 > L2 > Bed 121 12 bed m,Cilantro,15.0,Bunches,,Unknown outlet,Leaf,No
10/01/2020,Kale Lacinato (Dinosaur) 26/08/2019 Ra.2 > C2 > Bed 228 12 bed m,Kale,3.0,Bunches,,Unknown outlet,Full-Size,No
10/01/2020,Kale גומן 26/08/2019 Ra.1 > L2 > Bed 131 12 bed m,Kale,3.0,Bunches,,Unknown outlet,Full-Size,No
10/01/2020,Lettuce מסולסלת מעורב 31/10/2019 Ra.1 > L1 > Bed 120 12 bed m,Lettuce,5.0,Heads,Farmers Market,קטיף יום ה,Full-Size,No
10/01/2020,Lettuce מסולסלת מעורב 31/10/2019 Ra.1 > L1 > Bed 120 12 bed m,Lettuce,10.0,Heads,,Unknown outlet,Full-Size,No
10/01/2020,Lettuce ערבית - רם שחר 13/11/2019 Ra.1 > L1 > Bed 117 12 bed m,Lettuce,10.0,Heads,,Unknown outlet,Full-Size,No
10/01/2020,New Zealand Spinach Generic Variety 01/08/2019 Ra.2 > C2 > Bed 222 12 bed m,New Zealand Spinach,4.0,Kilograms,,Unknown outlet,,No
10/01/2020,Parsley Green Perle - מסולסלת 08/10/2019 Ra.1 > L2 > Bed 129 12 bed m,Parsley,15.0,Bunches,,Unknown outlet,Full-Size,No
13/01/2020,Anise Hyssop אזוב מצוי 17/07/2018 Ra.1 > L1 > Bed 109 4 bed m,Anise Hyssop,0.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
13/01/2020,Beets MIX עלי ביבי 25/10/2019 Ra.1 > L1 > Bed 110 10 bed m,Beets,1.5,Kilograms,Farmers Market,הדוכן יום ב,Baby Leaf Greens,No
13/01/2020,"Cabbage ירוק חישתיל 30/09/2019 Ra.3 > R1 > Beds 306, 308 12 bed m",Cabbage,24.0,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
13/01/2020,"Cabbage סגול חישתיל 30/09/2019 Ra.3 > R1 > Beds 306, 308 12 bed m",Cabbage,3.0,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
13/01/2020,Carrots Nantes Half Long 16/10/2019 Ra.2 > C1 > Beds 215-216 24 bed m,Carrots,18.0,Bunches,,Unknown outlet,Full-Size,No
13/01/2020,Cilantro Generic Variety 27/11/2019 Ra.1 > L2 > Bed 121 12 bed m,Cilantro,18.0,Bunches,Farmers Market,הדוכן יום ב,Leaf,No
13/01/2020,Dill אמליה 18/11/2019 Ra.1 > L2 > Bed 124 4 bed m,Dill,4.0,Bunches,Farmers Market,הדוכן יום ב,Leaf,No
13/01/2020,Fennel Generic Variety 26/08/2019 Ra.2 > C2 > Bed 227 12 bed m,Fennel,14.0,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,Yes
13/01/2020,Kale Red Russian 25/10/2019 Ra.1 > L1 > Bed 111 6 bed m,Kale,0.0,Kilograms,Farmers Market,הדוכן יום ב,Baby Leaf,No
13/01/2020,Kale גומן 26/08/2019 Ra.1 > L2 > Bed 131 12 bed m,Kale,4.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
13/01/2020,Kohlrabi קרף - נטע 23/09/2019 Ra.3 > R1 > Bed 305 12 bed m,Kohlrabi,7.1,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,Yes
13/01/2020,Lettuce מסולסלת מעורב 31/10/2019 Ra.1 > L1 > Bed 120 12 bed m,Lettuce,3.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
13/01/2020,Lettuce ערבית - רם שחר 13/11/2019 Ra.1 > L1 > Bed 117 12 bed m,Lettuce,8.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
13/01/2020,Lettuce ערבית - רם שחר 31/10/2019 Ra.2 > C1 > Bed 210 12 bed m,Lettuce,9.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
13/01/2020,Lettuce: Salad Mix Mesclun Mix 06/11/2019 HH > B > Beds 8-9 24 bed m,Lettuce: Salad Mix,3.8,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
13/01/2020,Lettuce: Salad Mix Mesclun Mix 13/10/2019 HH > B > Bed 12 12 bed m,Lettuce: Salad Mix,2.8,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
13/01/2020,Lettuce: Salad Mix Salanova® Foundation Collection 05/10/2019 HH > C > Bed 13 12 bed m,Lettuce: Salad Mix,4.0,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
13/01/2020,Mizuna Generic Variety 25/10/2019 Ra.1 > L1 > Bed 111 6 bed m,Mizuna,1.0,Kilograms,Farmers Market,הדוכן יום ב,Baby Leaf,No
13/01/2020,New Zealand Spinach Generic Variety 01/08/2019 Ra.2 > C2 > Bed 222 12 bed m,New Zealand Spinach,3.0,Kilograms,Farmers Market,הדוכן יום ב,,No
13/01/2020,Onions: Scallions Generic Variety 01/08/2019 Ra.1 > L1 > Bed 118 4 bed m,Onions: Scallions,7.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,Yes
13/01/2020,Pac Choi (Bok Choy) Generic Variety 08/10/2019 Ra.1 > L2 > Bed 132 12 bed m,Pac Choi (Bok Choy),6.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
13/01/2020,Parsley Green Perle - מסולסלת 08/10/2019 Ra.1 > L2 > Bed 129 12 bed m,Parsley,10.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
13/01/2020,Radishes Daikon Long 16/10/2019 Ra.1 > L6m > Bed 103 3 bed m,Radishes,6.0,Each,Farmers Market,הדוכן יום ב,Full-Size,Yes
13/01/2020,Radishes Nero Tondo 16/10/2019 Ra.1 > L6m > Bed 103 3 bed m,Radishes,10.0,Each,Farmers Market,הדוכן יום ב,Full-Size,Yes
13/01/2020,Spinach Generic Variety 16/09/2019 Ra.1 > L2 > Bed 126 12 bed m,Spinach,13.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
16/01/2020,Anise Hyssop אזוב מצוי 17/07/2018 Ra.1 > L1 > Bed 109 4 bed m,Anise Hyssop,10.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
16/01/2020,Arugula Wild Rocket 13/10/2019 HH > B > Bed 11 4 bed m,Arugula,1.0,Kilograms,Farmers Market,קטיף יום ה,Baby Leaf,No
16/01/2020,Beets MIX עלי ביבי 25/10/2019 Ra.1 > L1 > Bed 110 10 bed m,Beets,2.0,Kilograms,Farmers Market,קטיף יום ה,Baby Leaf Greens,No
16/01/2020,Carrots Nantes Half Long 16/10/2019 Ra.2 > C1 > Beds 215-216 24 bed m,Carrots,5.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
16/01/2020,Celery Generic Variety 30/09/2019 Ra.3 > R1 > Bed 307 12 bed m,Celery,8.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
16/01/2020,Chard Fordhook Giant 10/10/2019 Ra.3 > R1 > Bed 316 12 bed m,Chard,5.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
16/01/2020,Chives Generic Variety 25/07/2019 Ra.2 > C6m > Bed 206 6 bed m,Chives,6.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
16/01/2020,Cilantro Generic Variety 27/11/2019 Ra.1 > L2 > Bed 121 12 bed m,Cilantro,21.0,Bunches,Farmers Market,קטיף יום ה,Leaf,No
16/01/2020,Dill אמליה 18/11/2019 Ra.1 > L2 > Bed 124 4 bed m,Dill,6.0,Bunches,Farmers Market,קטיף יום ה,Leaf,No
16/01/2020,Kale Red Russian 25/10/2019 Ra.1 > L1 > Bed 111 6 bed m,Kale,0.5,Kilograms,Farmers Market,קטיף יום ה,Baby Leaf,Yes
16/01/2020,Kale גומן 26/08/2019 Ra.1 > L2 > Bed 131 12 bed m,Kale,5.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
16/01/2020,Lettuce מסולסלת מעורב 31/10/2019 Ra.1 > L1 > Bed 120 12 bed m,Lettuce,20.0,Heads,,Unknown outlet,Full-Size,No
16/01/2020,Lettuce ערבית - רם שחר 13/11/2019 Ra.1 > L1 > Bed 117 12 bed m,Lettuce,25.0,Heads,,Unknown outlet,Full-Size,No
16/01/2020,Lettuce ערבית - רם שחר 13/11/2019 Ra.1 > L1 > Bed 117 12 bed m,Lettuce,20.0,Heads,Farmers Market,קטיף יום ה,Full-Size,No
16/01/2020,Lettuce: Salad Mix Mesclun Mix 13/10/2019 HH > B > Bed 12 12 bed m,Lettuce: Salad Mix,,,Wholesale,B2B,Full-Size,Yes
16/01/2020,Lettuce: Salad Mix Mesclun Mix 13/10/2019 HH > B > Bed 12 12 bed m,Lettuce: Salad Mix,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
16/01/2020,Lettuce: Salad Mix Mesclun Mix 13/10/2019 HH > B > Bed 12 12 bed m,Lettuce: Salad Mix,,,,Unknown outlet,Full-Size,Yes
16/01/2020,Lettuce: Salad Mix Mesclun Mix 13/10/2019 HH > B > Bed 12 12 bed m,Lettuce: Salad Mix,,,Farmers Market,קטיף יום ה,Full-Size,Yes
16/01/2020,Lettuce: Salad Mix Mesclun Mix 13/10/2019 HH > B > Bed 12 12 bed m,Lettuce: Salad Mix,2.0,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
16/01/2020,Lettuce: Salad Mix Salanova® Foundation Collection 05/10/2019 HH > C > Bed 13 12 bed m,Lettuce: Salad Mix,6.8,Kilograms,Farmers Market,קטיף יום ה,Full-Size,Yes
16/01/2020,Mizuna Generic Variety 25/10/2019 Ra.1 > L1 > Bed 111 6 bed m,Mizuna,0.5,Kilograms,Farmers Market,קטיף יום ה,Baby Leaf,Yes
16/01/2020,New Zealand Spinach Generic Variety 01/08/2019 Ra.2 > C2 > Bed 222 12 bed m,New Zealand Spinach,2.7,Kilograms,Farmers Market,קטיף יום ה,,No
16/01/2020,New Zealand Spinach Generic Variety 19/02/2019 Ra.2 > C2 > Bed 220 12 bed m,New Zealand Spinach,10.0,Cases,Farmers Market,קטיף יום ה,,No
16/01/2020,Pac Choi (Bok Choy) Generic Variety 08/10/2019 Ra.1 > L2 > Bed 132 12 bed m,Pac Choi (Bok Choy),8.0,Heads,Farmers Market,קטיף יום ה,Full-Size,No
16/01/2020,Parsley Generic Variety 02/10/2019 Ra.1 > L6m > Bed 101 6 bed m,Parsley,9.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
16/01/2020,Parsley Green Perle - מסולסלת 08/10/2019 Ra.1 > L2 > Bed 129 12 bed m,Parsley,20.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
16/01/2020,Spinach Generic Variety 14/11/2019 Ra.1 > L2 > Bed 128 12 bed m,Spinach,10.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
20/01/2020,Beets MIX עלי ביבי 25/10/2019 Ra.1 > L1 > Bed 110 10 bed m,Beets,2.3,Kilograms,Farmers Market,הדוכן יום ב,Baby Leaf Greens,No
20/01/2020,"Cabbage ירוק חישתיל 30/09/2019 Ra.3 > R1 > Beds 306, 308 12 bed m",Cabbage,7.5,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
20/01/2020,Carrots Nantes Half Long 16/10/2019 Ra.2 > C1 > Beds 215-216 24 bed m,Carrots,16.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
20/01/2020,Celery Generic Variety 30/09/2019 Ra.3 > R1 > Bed 307 12 bed m,Celery,4.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
20/01/2020,Chives Generic Variety 25/07/2019 Ra.2 > C6m > Bed 206 6 bed m,Chives,5.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
20/01/2020,Lettuce מסולסלת מעורב 31/10/2019 Ra.1 > L1 > Bed 120 12 bed m,Lettuce,18.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
20/01/2020,Lettuce ערבית - רם שחר 13/11/2019 Ra.1 > L1 > Bed 117 12 bed m,Lettuce,21.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
20/01/2020,Lettuce: Salad Mix Mesclun Mix 06/11/2019 HH > B > Beds 8-9 24 bed m,Lettuce: Salad Mix,2.5,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
20/01/2020,New Zealand Spinach Generic Variety 19/02/2019 Ra.2 > C2 > Bed 220 12 bed m,New Zealand Spinach,8.0,Cases,Farmers Market,הדוכן יום ב,,No
20/01/2020,Pac Choi (Bok Choy) Generic Variety 08/10/2019 Ra.1 > L2 > Bed 132 12 bed m,Pac Choi (Bok Choy),20.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
20/01/2020,Parsley Generic Variety 02/10/2019 Ra.1 > L6m > Bed 101 6 bed m,Parsley,18.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
20/01/2020,Radishes Daikon Long 13/11/2019 Ra.2 > C6m > Bed 202 6 bed m,Radishes,5.0,Each,Farmers Market,הדוכן יום ב,Full-Size,No
20/01/2020,Radishes Nero Tondo 13/11/2019 Ra.2 > C6m > Bed 203 3 bed m,Radishes,6.0,Each,Farmers Market,הדוכן יום ב,Full-Size,No
