Category,Family Name,Crop,Crop Type,Variety,Planting Method,Harvest Stage,GH Sow Date,Days to 1st potting up,1st Potting up date,Days to 2nd Potting up,2nd Potting up date,Days to 3rd Potting up,3rd Potting up date,Days In Greenhouse,Field Sowing Planting Date,DTM,Harvest Window,First Harvest,Last Harvest,Planting Amount,Location,In-Row Spacing,In-Row Spacing Unit,Rows Per Bed,# Of Flats,Flat/pot type,Seeds per cell,Estimated loss,Total Transplants,Total Seed Needed,Average seed weight,Average seed weight unit,Total Weight Needed,Total Weight Needed Unit,Extra Seed %,Seed spec,1st Potting up flat/pot type,1st Potting up plants per cell/pot,1st Potting up # of flats/pots,2nd Potting up flat/pot type,2nd Potting up plants per cell/pot,2nd Potting up # of flats/pots,3rd Potting up flat/pot type,3rd Potting up plants per cell/pot,3rd Potting up # of flats/pots,Harvest Unit,Avg Yield Rate,Avg. Sales Price,Est. Yield,Est. Revenue,Est. Rev./unit,Growing Cycle,Rootstock,Harvest Season,First Fruiting Year,Between row spacing,Notes,Seeder,Front gear,Rear gear,Roller plate
Vegetables,Brassicaceae,Cabbage,Cabbage,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,04/12/2018,,21,01/04/2019,22/04/2019,12 bed m,"Ramim,Ra.3,Block R2,Beds 325",40.0,cm,2,,,,0,60,60,204682,seeds/g,0.00,g,0.00,,,,,,,,,,,Kilograms,2.232 kg/row m,₪10.00/kg,53.6 Kilograms,₪535.70,₪22.32/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Cabbage,Cabbage,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,25/12/2018,,55,04/04/2019,29/05/2019,12 bed m,"Ramim,Ra.2,Block C2,Beds 227",40.0,cm,3,,,,0,60,90,204682,seeds/g,0.00,g,0.00,,,,,,,,,,,Kilograms,2.232 kg/row m,₪10.00/kg,80.4 Kilograms,₪803.50,₪22.32/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,04/11/2018,,17,01/04/2019,18/04/2019,12 bed m,"Home,HH,Block C,Beds 14",1.5,cm,7,,,,,,6160,764,seeds/g,8.06,g,10.00,Organic,,,,,,,,,,Kilograms,0.800 bn/row m,₪10.00/bn,67.2 Bunches,₪672.00,₪8.00/row m,Annual,,,,,,Jang JP-1,13,10,X-24
Vegetables,Apiaceae,Carrots,Carrots,Nantes Half Long,Direct Sow,Full-Size,,,,,,,,,10/12/2018,,38,22/04/2019,30/05/2019,12 bed m,"Ramim,Ra.1,Block L1,Beds 114",1.5,cm,6,,,,,,5280,764,seeds/g,6.91,g,10.00,Organic,,,,,,,,,,Kilograms,0.800 bn/row m,₪10.00/bn,57.6 Bunches,₪576.00,₪8.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Carrots,Carrots,Mix - מעורב צבעוני,Direct Sow,Full-Size,,,,,,,,,26/12/2018,,10,03/06/2019,13/06/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 130",1.5,cm,8,,,,,,7041,764,seeds/g,9.22,g,10.00,Organic,,,,,,,,,,Kilograms,0.800 bn/row m,₪10.00/bn,76.8 Bunches,₪768.00,₪8.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Cauliflower,Cauliflower,Generic Variety,Greenhouse Sow,Full-Size,20/11/2018,,,,,,,35,25/12/2018,,14,29/04/2019,13/05/2019,12 bed m,"Ramim,Ra.3,Block R1,Beds 313",40.0,cm,2,0.61,128 cell flats,1,30,78,79,227,seeds/g,0.35,g,0.00,Organic,,,,,,,,,,Kilograms,1.339 kg/row m,₪16.00/kg,32.1 Kilograms,₪514.24,₪21.43/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Cauliflower,Cauliflower,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,04/12/2018,,28,18/04/2019,16/05/2019,12 bed m,"Ramim,Ra.3,Block R2,Beds 324",40.0,cm,2,,128 cell flats,,30,78,78,227,seeds/g,0.34,g,0.00,Organic,,,,,,,,,,Kilograms,1.339 kg/row m,₪16.00/kg,32.1 Kilograms,₪514.24,₪21.43/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celeriac,Celeriac,Generic Variety,Greenhouse Sow,,23/08/2018,,,,,,,,09/10/2018,,45,01/04/2019,16/05/2019,12 bed m,"Ramim,Ra.3,Block R1,Beds 314",20.0,cm,4,1.01,310 cell flats,1,30,312,314,2349,seeds/g,0.13,g,0.00,Organic,,,,,,,,,,Each,2.500 ea/row m,₪8.00/ea,120.0 Each,₪960.00,₪20.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celeriac,Celeriac,Generic Variety,Greenhouse Sow,,18/10/2018,,,,,,,,10/12/2018,,21,22/04/2019,13/05/2019,8 bed m,"Ramim,Ra.3,Block R1,Beds 306",20.0,cm,4,1.01,310 cell flats,1,30,312,314,2349,seeds/g,0.13,g,0.00,Organic,,,,,,,,,,Each,2.500 ea/row m,₪8.00/ea,80.0 Each,₪640.00,₪20.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celeriac,Celeriac,Generic Variety,Transplant from Purchased,,,,,,,,,,30/10/2018,,41,18/04/2019,29/05/2019,12 bed m,"Ramim,Ra.3,Block R2,Beds 319",20.0,cm,4,,,,0,240,240,2349,seeds/g,0.10,g,0.00,Organic,,,,,,,,,,Each,3.500 ea/row m,₪8.00/ea,168.0 Each,"₪1,344.00",₪28.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Celery,Celery,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,24/09/2018,,28,01/04/2019,29/04/2019,12 bed m,"Ramim,Ra.2,Block C1,Beds 210",20.0,cm,4,,,,0,240,240,2372,seeds/g,0.10,g,0.00,Organic,,,,,,,,,,Each,4.000 ea/row m,₪8.00/ea,192.0 Each,"₪1,536.00",₪32.00/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Chard,Chard,Bright Lights,Greenhouse Sow,Full-Size,24/06/2018,,,,,,,35,29/07/2018,,34,01/04/2019,05/05/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 124",40.0,cm,4,1.22,128 cell flats,2,30,156,313,66,seeds/g,4.74,g,0.00,Organic,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,240.0 Bunches,"₪1,920.00",₪40.00/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Chard,Chard,Fordhook Giant,Greenhouse Sow,Full-Size,21/08/2018,,,,,,,30,20/09/2018,,49,01/04/2019,20/05/2019,6 bed m,"Home,HH,Block B,Beds 7",40.0,cm,4,0.61,128 cell flats,2,30,78,156,66,seeds/g,2.36,g,0.00,,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,120.0 Bunches,₪960.00,₪40.00/row m,Annual,,,,,,,,,
Vegetables,Amaranthaceae,Chard,Chard,Fordhook Giant,Greenhouse Sow,Full-Size,01/11/2018,,,,,,,60,31/12/2018,,52,01/04/2019,23/05/2019,6 bed m,"Home,HH,Block A,Beds 5",40.0,cm,3,0.46,128 cell flats,2,30,58.5,118,66,seeds/g,1.79,g,0.00,,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,90.0 Bunches,₪720.00,₪40.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Cilantro,Cilantro,Santirini - נטע,Greenhouse Sow,Leaf,29/09/2018,,,,,,,46,14/11/2018,,3,01/04/2019,04/04/2019,6 bed m,"Ramim,Ra.3,Block R6m,Beds 302",5.0,cm,4,1.56,400 cell flats,6,30,624,3744,87,seeds/g,43.03,g,0.00,Organic,,,,,,,,,,Bunches,4.000 bn/row m,₪5.00/bn,96.0 Bunches,₪480.00,₪20.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Cilantro,Cilantro,Santirini - נטע,Greenhouse Sow,Leaf,10/11/2018,,,,,,,47,27/12/2018,,17,01/04/2019,18/04/2019,6 bed m,"Ramim,Ra.3,Block R6m,Beds 301",5.0,cm,4,1.56,400 cell flats,6,30,624,3744,87,seeds/g,43.03,g,0.00,Organic,,,,,,,,,,Bunches,4.000 bn/row m,₪5.00/bn,96.0 Bunches,₪480.00,₪20.00/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Generic Variety,Greenhouse Sow,Full-Size,11/10/2018,,,,,,,54,04/12/2018,,21,01/04/2019,22/04/2019,12 bed m,"Ramim,Ra.3,Block R2,Beds 328",20.0,cm,4,1.01,310 cell flats,1,30,312,314,195,seeds/g,1.61,g,0.00,,,,,,,,,,,Kilograms,1.500 kg/row m,₪9.00/kg,72.0 Kilograms,₪648.00,₪13.50/row m,Annual,,,,,,,,,
Vegetables,Apiaceae,Fennel,Fennel,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,25/12/2018,,29,01/04/2019,30/04/2019,6 bed m,"Ramim,Ra.2,Block C2,Beds 226",20.0,cm,4,,,,0,120,120,195,seeds/g,0.62,g,0.00,,,,,,,,,,,Kilograms,1.500 kg/row m,₪11.00/kg,36.0 Kilograms,₪396.00,₪16.50/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Garlic,Hardneck,שני - מהגינה,Direct Sow,Bulb,,,,,,,,,23/09/2018,,7,01/04/2019,08/04/2019,48 bed m,"Home,HH,Block B,Beds 9-12",10.0,cm,4,,,,,,2208,89,seed cloves/kg,24.81,kg,15.00,Organic,,,,,,,,,,Kilograms,0.550 kg/row m,₪70.00/kg,105.6 Kilograms,"₪7,392.00",₪38.50/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Lacinato (Dinosaur),Transplant from Purchased,Full-Size,,,,,,,,,18/01/2018,,130,01/04/2019,09/08/2019,6 bed m,"Home,HH,Block A,Beds 6",40.0,cm,4,,,,0,60,60,200,seeds/g,0.30,g,0.00,,,,,,,,,,,Bunches,5.000 bn/row m,₪8.00/bn,120.0 Bunches,₪960.00,₪40.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Lacinato (Dinosaur),Greenhouse Sow,Full-Size,05/07/2018,,,,,,,33,07/08/2018,,52,01/04/2019,23/05/2019,6 bed m,"Home,HH,Block A,Beds 5",30.0,cm,4,0.81,128 cell flats,3,30,104,311,200,seeds/g,1.56,g,0.00,,,,,,,,,,,Bunches,6.000 bn/row m,₪8.00/bn,144.0 Bunches,"₪1,152.00",₪48.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Lacinato (Dinosaur),Greenhouse Sow,Full-Size,19/08/2018,,,,,,,32,20/09/2018,,49,01/04/2019,20/05/2019,6 bed m,"Home,HH,Block B,Beds 7",40.0,cm,4,0.61,128 cell flats,3,30,78,234,200,seeds/g,1.17,g,0.00,,,,,,,,,,,Bunches,6.000 bn/row m,₪8.00/bn,144.0 Bunches,"₪1,152.00",₪48.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Lacinato (Dinosaur),Greenhouse Sow,Full-Size,01/11/2018,,,,,,,60,31/12/2018,,90,10/05/2019,08/08/2019,6 bed m,"Home,HH,Block A,Beds 6",40.0,cm,4,0.81,128 cell flats,3,30,104,311,200,seeds/g,1.56,g,0.00,,,,,,,,,,,Bunches,6.000 bn/row m,₪8.00/bn,144.0 Bunches,"₪1,152.00",₪48.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Kale,Kale,Red Russian,Direct Sow,Baby Leaf,,,,,,,,,21/11/2018,,28,01/04/2019,29/04/2019,3 bed m,"Ramim,Ra.1,Block L1,Beds 112",2.0,cm,6,,,,,,900,200,seeds/g,4.50,g,0.00,,,,,,,,,,,Kilograms,0.100 cs/row m,₪10.00/cs,1.8 Cases,₪18.00,₪1.00/row m,Annual,,,,,,Jang JP-1,14,9,
Vegetables,Brassicaceae,Kohlrabi,Kohlrabi,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,25/12/2018,,7,01/04/2019,08/04/2019,8 bed m,"Ramim,Ra.2,Block C2,Beds 217",18.0,cm,1,,,,0,44.44,45,210,seeds/g,0.21,g,0.00,,,,,,,,,,,Kilograms,0.744 kg/row m,₪8.00/kg,6.0 Kilograms,₪47.60,₪5.95/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Leeks,Leeks,Generic Variety,Greenhouse Sow,,19/09/2018,,,,,,,,27/11/2018,,28,30/05/2019,27/06/2019,12 bed m,"Ramim,Ra.3,Block R1,Beds 307",20.0,cm,4,2.44,128 cell flats,1,30,312,313,303,seeds/g,1.03,g,0.00,,,,,,,,,,,Bunches,3.000 bn/row m,₪14.00/bn,144.0 Bunches,"₪2,016.00",₪42.00/row m,Annual,,,,,,,,,
Vegetables,Asteraceae,Lettuce,Bibb,מסולסלת מעורב,Transplant from Purchased,Full-Size,,,,,,,,,18/11/2018,,0,12/02/2019,12/02/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 121",30.0,cm,3,,,,0,167.5,120,875,seeds/g,0.14,g,0.00,,,,,,,,,,,Heads,1.500 hd/row m,₪5.00/hd,54.0 Heads,₪270.00,₪7.50/row m,Annual,,,,,,,,,
Vegetables,Asteraceae,Lettuce,Romaine,Generic Variety,Transplant from Purchased,Full-Size,,,,,,,,,04/12/2018,,7,01/04/2019,08/04/2019,12 bed m,"Ramim,Ra.3,Block R1,Beds 310",30.0,cm,4,,,,0,160,160,875,seeds/g,0.18,g,0.00,,,,,,,,,,,Heads,2.800 hd/row m,₪5.00/hd,134.4 Heads,₪672.00,₪14.00/row m,Annual,,,,,,,,,
Vegetables,Asteraceae,Lettuce: Salad Mix,Lettuce: Salad Mix,Sativa L. 1836,Direct Sow,Full-Size,,,,,,,,,14/11/2018,,17,01/04/2019,18/04/2019,6 bed m,"Ramim,Ra.1,Block L6m,Beds 104",1.0,cm,6,,,,,,3961,796,seeds/g,4.98,g,10.00,Organic,,,,,,,,,,Kilograms,0.300 kg/row m,₪12.00/cs,10.8 Kilograms,₪589.09,₪16.36/row m,Annual,,,,,"שני זנים איטליה - צד בצד
Gentilina / Foglia liscia",Jang JP-1,13,10,FJ - 24
Vegetables,Asteraceae,Lettuce: Salad Mix,Lettuce: Salad Mix,Sativa L. 1836,Direct Sow,Full-Size,,,,,,,,,21/11/2018,,21,01/04/2019,22/04/2019,6 bed m,"Ramim,Ra.1,Block L1,Beds 112",1.0,cm,6,,,,,,3961,796,seeds/g,4.98,g,10.00,Organic,,,,,,,,,,Kilograms,0.300 kg/row m,₪12.00/cs,10.8 Kilograms,₪589.09,₪16.36/row m,Annual,,,,,,Jang JP-1,13,10,FJ - 24
Vegetables,Asteraceae,Lettuce: Salad Mix,Lettuce: Salad Mix,Generic Variety,Direct Sow,Full-Size,,,,,,,,,10/12/2018,,21,01/04/2019,22/04/2019,6 bed m,"Ramim,Ra.1,Block L1,Beds 115",1.0,cm,6,,,,,,3961,796,seeds/g,4.98,g,10.00,,,,,,,,,,,Kilograms,0.300 kg/row m,₪12.00/cs,10.8 Kilograms,₪589.09,₪16.36/row m,Annual,,,,,,Jang JP-1,14,9,FJ - 24
Vegetables,Brassicaceae,Mizuna,Mizuna,Generic Variety,Direct Sow,Baby Leaf,,,,,,,,,10/12/2018,,3,01/04/2019,04/04/2019,3 bed m,"Ramim,Ra.1,Block L1,Beds 115",1.0,cm,6,,,,,,1981,300,seeds/g,6.60,g,10.00,,,,,,,,,,,Kilograms,0.200 kg/row m,₪10.00/cs,3.6 Kilograms,₪144.00,₪8.00/row m,Annual,,,,,,,,,
Vegetables,Brassicaceae,Mustard,Mustard,Generic Variety,Direct Sow,Full-Size,,,,,,,,,10/12/2018,,28,01/04/2019,29/04/2019,3 bed m,"Ramim,Ra.1,Block L1,Beds 115",3.0,cm,6,,,,,,600,566,seeds/g,1.06,g,0.00,,,,,,,,,,,Kilograms,0.200 kg/row m,₪10.00/cs,3.6 Kilograms,₪180.00,₪10.00/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Greenhouse Sow,Full-Size,27/09/2018,,,,,,,68,04/12/2018,,17,01/04/2019,18/04/2019,4 bed m,"Ramim,Ra.1,Block L1,Beds 110",10.0,cm,4,0.67,310 cell flats,8,30,208,1662,359795,seeds/g,0.00,g,0.00,,,,,,,,,,,Bunches,3.281 bn/row m,₪6.00/bn,52.5 Bunches,₪315.00,₪19.69/row m,Annual,,,,,,,,,
Vegetables,Amaryllidaceae,Onions: Scallions,Onions: Scallions,Generic Variety,Greenhouse Sow,Full-Size,23/10/2018,,,,,,,63,25/12/2018,,21,04/04/2019,25/04/2019,4 bed m,"Ramim,Ra.2,Block C2,Beds 226",10.0,cm,4,0.67,310 cell flats,8,30,208,1662,359795,seeds/g,0.00,g,0.00,,,,,,,,,,,Bunches,8.000 bn/row m,₪6.00/bn,128.0 Bunches,₪768.00,₪48.00/row m,Annual,,,,,,,,,
Trees,Rutaceae,Oranges,Oranges,Valencia,Plant,,,,,,,,,,29/02/1960,,77,31/01/1966,18/04/1966,20 trees,,5.0,m,,,,,,,,,,,,,,,,,,,,,,,Kilograms,20.000 kg/tree,₪5.00/kg,400.0 Kilograms,"₪2,000.00",₪100.00/tree,Perennial,Vigorous (Standard),,1965,5 m,,,,,
Herbs,Apiaceae,Parsley,Parsley,Green Perle - מסולסלת,Transplant from Purchased,Full-Size,,,,,,,,,04/09/2018,,7,01/04/2019,08/04/2019,6 bed m,"Ramim,Ra.2,Block C6m,Beds 207",10.0,cm,4,,,,0,240,240,599,seeds/g,0.40,g,0.00,,,,,,,,,,,Bunches,7.000 bn/row m,₪5.00/bn,168.0 Bunches,₪840.00,₪35.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Parsley,Parsley,Italian Flat,Greenhouse Sow,Full-Size,12/11/2018,,,,,,,45,27/12/2018,,145,01/04/2019,24/08/2019,6 bed m,"Ramim,Ra.3,Block R6m,Beds 304",10.0,cm,4,0.78,400 cell flats,5,30,312,1560,599,seeds/g,2.60,g,0.00,,,,,,,,,,,Bunches,7.000 bn/row m,₪5.00/bn,168.0 Bunches,₪840.00,₪35.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Parsley Root,Parsley Root,Generic Variety,Direct Sow,,,,,,,,,,21/11/2018,,49,18/04/2019,06/06/2019,6 bed m,"Ramim,Ra.2,Block C6m,Beds 205",2.0,cm,6,,,,,,1981,879,seeds/g,2.25,g,10.00,,,,,,,,,,,Bunches,1.600 bn/row m,₪10.00/bn,57.6 Bunches,₪576.00,₪16.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Parsley Root,Parsley Root,Generic Variety,Direct Sow,,,,,,,,,,10/12/2018,,66,22/04/2019,27/06/2019,6 bed m,"Ramim,Ra.1,Block L1,Beds 118",2.0,cm,6,,,,,,1981,879,seeds/g,2.25,g,10.00,,,,,,,,,,,Bunches,1.600 bn/row m,₪10.00/bn,57.6 Bunches,₪576.00,₪16.00/row m,Annual,,,,,,,,,
Herbs,Apiaceae,Parsley Root,Parsley Root,Generic Variety,Direct Sow,,,,,,,,,,26/12/2018,,45,03/06/2019,18/07/2019,6 bed m,"Ramim,Ra.2,Block C6m,Beds 202",2.0,cm,6,,,,,,1981,879,seeds/g,2.25,g,10.00,,,,,,,,,,,Bunches,1.600 bn/row m,₪10.00/bn,57.6 Bunches,₪576.00,₪16.00/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Peas,Shelling,Tall Telephone,Direct Sow,Full-Size,,,,,,,,,18/10/2018,,17,01/04/2019,18/04/2019,24 bed m,"Home,HH,Block C,Beds 13,15",5.0,cm,1,,,,,,480,4,seeds/g,120.00,g,0.00,,,,,,,,,,,Kilograms,1.000 kg/row m,₪40.00/kg,24.0 Kilograms,₪960.00,₪40.00/row m,Annual,,,,,,,,,
Vegetables,Fabaceae,Peas,Shelling,Tall Telephone,Direct Sow,Full-Size,,,,,,,,,18/12/2018,,17,01/04/2019,18/04/2019,12 bed m,"Home,HH,Block C,Beds 18",5.0,cm,1,,,,,,264,4,seeds/g,66.00,g,10.00,Organic,,,,,,,,,,Kilograms,1.000 kg/row m,₪40.00/kg,12.0 Kilograms,₪480.00,₪40.00/row m,Annual,,,,,,,,,
Herbs,Lamiaceae,Sage,Sage,Generic Variety,Transplant from Purchased,,,,,,,,,,17/07/2018,,201,16/08/2018,05/03/2019,4 bed m,"Home,HH,Block A,Beds 4",23.0,cm,1,,,,0,17.39,17,256,seeds/g,0.07,g,0.00,,,,,,,,,,,Bunches,5.000 bn/row m,₪5.00/bn,20.0 Bunches,₪100.00,₪25.00/row m,Perennial,,,,,,,,,
Herbs,Lamiaceae,Sage,Sage,Common,Transplant from Purchased,,,,,,,,,,17/07/2018,,360,01/09/2018,27/08/2019,8 bed m,"Ramim,Ra.1,Block L1,Beds 109",30.0,cm,2,,,,0,26.67,53,256,seeds/g,0.21,g,0.00,,,,,,,,,,,Bunches,10.000 bn/row m,₪5.00/bn,160.0 Bunches,₪800.00,₪50.00/row m,Perennial,,,,,,,,,
Vegetables,Amaranthaceae,Spinach,Spinach,Generic Variety,Direct Sow,Full-Size,,,,,,,,,23/10/2018,,3,01/04/2019,04/04/2019,12 bed m,"Ramim,Ra.1,Block L2,Beds 122",13.0,cm,4,,,,,,407,83490,seeds/kg,0.00,kg,10.00,,,,,,,,,,,Kilograms,1.500 cs/row m,₪8.00/cs,72.0 Cases,₪576.00,₪12.00/row m,Annual,,,,,,Jang JP-1,,,
Vegetables,Amaranthaceae,Spinach,Spinach,Giant Winter,Direct Sow,Full-Size,,,,,,,,,26/12/2018,,17,01/04/2019,18/04/2019,12 bed m,"Ramim,Ra.2,Block C2,Beds 224",10.0,cm,4,,,,,,528,83490,seeds/kg,0.01,kg,10.00,,,,,,,,,,,Kilograms,1.500 kg/row m,₪8.00/kg,72.0 Kilograms,₪576.00,₪12.00/row m,Annual,,,,,,Jang JP-1,,,
