Date,Planting Name,Crop,Amount,Unit,Outlet Type,Outlet Name,Harvest Stage,Final Harvest
25/01/2022,Chives hyd. עירית שומית 28/08/2021 Hyd. N > NW > Bed 10 304 plants,Chives,5.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
25/01/2022,Cress hyd. גרגר הנחלים 19/10/2021 Hyd. N > NW > Bed 14 1.9 bed m,Cress,2.0,Cases,Farmers Market,הדוכן יום ב,Full-Size,No
25/01/2022,Mint Common Mint 01/01/2021 Ra.3 > R6m > Bed 301 6 bed m,Mint,9.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
25/01/2022,Sage Common 17/07/2018 Ra.1 > L1 > Bed 109 8 bed m,Sage,1.0,Bunches,Farmers Market,הדוכן יום ב,,No
26/01/2022,Parsley hyd. Borjo 08/12/2021 Hyd. S > SW > Bed 24 6 bed m,Parsley,10.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
27/01/2022,Carrots Nantes Half Long 12/10/2021 Ra.3 > R2 > Beds 321-324 48 bed m,Carrots,6.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
27/01/2022,New Zealand Spinach Tetragonia Specialty 13/10/2021 HH > C > Beds 13-16 48 bed m,New Zealand Spinach,4.2,Kilograms,Farmers Market,קטיף יום ה,,No
27/01/2022,Peas Norli 08/09/2021 Ra.1 > L1 > Beds 117-120 48 bed m,Peas,1.0,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
27/01/2022,Peas Norli 27/10/2021 Ra.1 > L2 > Beds 127-128 24 bed m,Peas,1.0,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
29/01/2022,Lettuce: Salad Mix טאטסוי בייבי 24/11/2021 Ra.3 > R2 > Bed 317 6 bed m,Lettuce: Salad Mix,,,Wholesale,B2B,Full-Size,Yes
29/01/2022,Lettuce: Salad Mix טאטסוי בייבי 24/11/2021 Ra.3 > R2 > Bed 317 6 bed m,Lettuce: Salad Mix,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
29/01/2022,Lettuce: Salad Mix טאטסוי בייבי 24/11/2021 Ra.3 > R2 > Bed 317 6 bed m,Lettuce: Salad Mix,,,,Unknown outlet,Full-Size,Yes
29/01/2022,Lettuce: Salad Mix טאטסוי בייבי 24/11/2021 Ra.3 > R2 > Bed 317 6 bed m,Lettuce: Salad Mix,,,Farmers Market,קטיף יום ה,Full-Size,Yes
29/01/2022,Lettuce: Salad Mix מיזונה מיקס 24/11/2021 Ra.3 > R2 > Bed 318 6 bed m,Lettuce: Salad Mix,,,Wholesale,B2B,Full-Size,Yes
29/01/2022,Lettuce: Salad Mix מיזונה מיקס 24/11/2021 Ra.3 > R2 > Bed 318 6 bed m,Lettuce: Salad Mix,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
29/01/2022,Lettuce: Salad Mix מיזונה מיקס 24/11/2021 Ra.3 > R2 > Bed 318 6 bed m,Lettuce: Salad Mix,,,,Unknown outlet,Full-Size,Yes
29/01/2022,Lettuce: Salad Mix מיזונה מיקס 24/11/2021 Ra.3 > R2 > Bed 318 6 bed m,Lettuce: Salad Mix,,,Farmers Market,קטיף יום ה,Full-Size,Yes
31/01/2022,Lettuce: Salad Mix נטע מיקס - Luna Nera+Cavalo 28/10/2021 Ra.3 > R2 > Bed 326 12 bed m,Lettuce: Salad Mix,,,Wholesale,B2B,Full-Size,Yes
31/01/2022,Lettuce: Salad Mix נטע מיקס - Luna Nera+Cavalo 28/10/2021 Ra.3 > R2 > Bed 326 12 bed m,Lettuce: Salad Mix,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
31/01/2022,Lettuce: Salad Mix נטע מיקס - Luna Nera+Cavalo 28/10/2021 Ra.3 > R2 > Bed 326 12 bed m,Lettuce: Salad Mix,,,,Unknown outlet,Full-Size,Yes
31/01/2022,Lettuce: Salad Mix נטע מיקס - Luna Nera+Cavalo 28/10/2021 Ra.3 > R2 > Bed 326 12 bed m,Lettuce: Salad Mix,,,Farmers Market,קטיף יום ה,Full-Size,Yes
03/02/2022,Hibiscus Generic Variety 13/04/2021 Ra.4 > Lo18 > Bed 406 8 bed m,Hibiscus,,,Wholesale,B2B,,Yes
03/02/2022,Hibiscus Generic Variety 13/04/2021 Ra.4 > Lo18 > Bed 406 8 bed m,Hibiscus,,,Farmers Market,הדוכן יום ב,,Yes
03/02/2022,Hibiscus Generic Variety 13/04/2021 Ra.4 > Lo18 > Bed 406 8 bed m,Hibiscus,,,,Unknown outlet,,Yes
03/02/2022,Hibiscus Generic Variety 13/04/2021 Ra.4 > Lo18 > Bed 406 8 bed m,Hibiscus,,,Farmers Market,קטיף יום ה,,Yes
07/02/2022,Broccoli Cavolo Broccolo 08/09/2021 Zvika > zA > Beds 507-509 36 bed m,Broccoli,5.0,Kilograms,Farmers Market,קטיף יום ה,Head,No
07/02/2022,Carrots Nantes Half Long 12/10/2021 Ra.3 > R2 > Beds 321-324 48 bed m,Carrots,5.0,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
07/02/2022,Dill hyd. Dukat 23/11/2021 Hyd. N > NW > Bed 11 480 plants,Dill,8.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
07/02/2022,Fennel Orion 10/08/2021 Zvika > zA > Beds 505-506 18 bed m,Fennel,1.0,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
07/02/2022,New Zealand Spinach Tetragonia Specialty 13/10/2021 HH > C > Beds 13-16 48 bed m,New Zealand Spinach,4.0,Kilograms,Farmers Market,קטיף יום ה,,No
07/02/2022,Spinach hyd. פולה f1 08/12/2021 Hyd. S > SW > Bed 28 336 plants,Spinach,6.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
07/02/2022,Strawberry פלס 14/09/2021 Hyd. S > SW > Beds 29-30 336 plants,Strawberry,0.85,Kilograms,Farmers Market,קטיף יום ה,,No
08/02/2022,Lettuce: Salad Mix קייל בייבי 24/11/2021 Ra.3 > R2 > Bed 317 6 bed m,Lettuce: Salad Mix,,,Wholesale,B2B,Full-Size,Yes
08/02/2022,Lettuce: Salad Mix קייל בייבי 24/11/2021 Ra.3 > R2 > Bed 317 6 bed m,Lettuce: Salad Mix,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
08/02/2022,Lettuce: Salad Mix קייל בייבי 24/11/2021 Ra.3 > R2 > Bed 317 6 bed m,Lettuce: Salad Mix,,,,Unknown outlet,Full-Size,Yes
08/02/2022,Lettuce: Salad Mix קייל בייבי 24/11/2021 Ra.3 > R2 > Bed 317 6 bed m,Lettuce: Salad Mix,,,Farmers Market,קטיף יום ה,Full-Size,Yes
10/02/2022,Radishes French Breakfast 13/12/2021 Ra.3 > R1 > Bed 311 6 bed m,Radishes,,,Wholesale,B2B,Full-Size,Yes
10/02/2022,Radishes French Breakfast 13/12/2021 Ra.3 > R1 > Bed 311 6 bed m,Radishes,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
10/02/2022,Radishes French Breakfast 13/12/2021 Ra.3 > R1 > Bed 311 6 bed m,Radishes,,,,Unknown outlet,Full-Size,Yes
10/02/2022,Radishes French Breakfast 13/12/2021 Ra.3 > R1 > Bed 311 6 bed m,Radishes,,,Farmers Market,קטיף יום ה,Full-Size,Yes
11/02/2022,Radishes Nero Tondo 13/12/2021 Ra.3 > R3 > Bed 333 4 bed m,Radishes,,,Wholesale,B2B,Full-Size,Yes
11/02/2022,Radishes Nero Tondo 13/12/2021 Ra.3 > R3 > Bed 333 4 bed m,Radishes,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
11/02/2022,Radishes Nero Tondo 13/12/2021 Ra.3 > R3 > Bed 333 4 bed m,Radishes,,,,Unknown outlet,Full-Size,Yes
11/02/2022,Radishes Nero Tondo 13/12/2021 Ra.3 > R3 > Bed 333 4 bed m,Radishes,,,Farmers Market,קטיף יום ה,Full-Size,Yes
14/02/2022,Kale Lacinato (Dinosaur) 12/01/2021 Zvika > zA > Beds 501-502 24 bed m,Kale,,,Wholesale,B2B,Full-Size,Yes
14/02/2022,Kale Lacinato (Dinosaur) 12/01/2021 Zvika > zA > Beds 501-502 24 bed m,Kale,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
14/02/2022,Kale Lacinato (Dinosaur) 12/01/2021 Zvika > zA > Beds 501-502 24 bed m,Kale,,,,Unknown outlet,Full-Size,Yes
14/02/2022,Kale Lacinato (Dinosaur) 12/01/2021 Zvika > zA > Beds 501-502 24 bed m,Kale,,,Farmers Market,קטיף יום ה,Full-Size,Yes
16/02/2022,Radishes Nero Tondo 19/10/2021 Ra.3 > R3 > Bed 333 6 bed m,Radishes,,,Wholesale,B2B,Full-Size,Yes
16/02/2022,Radishes Nero Tondo 19/10/2021 Ra.3 > R3 > Bed 333 6 bed m,Radishes,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
16/02/2022,Radishes Nero Tondo 19/10/2021 Ra.3 > R3 > Bed 333 6 bed m,Radishes,,,,Unknown outlet,Full-Size,Yes
16/02/2022,Radishes Nero Tondo 19/10/2021 Ra.3 > R3 > Bed 333 6 bed m,Radishes,,,Farmers Market,קטיף יום ה,Full-Size,Yes
17/02/2022,Broccoli Cavolo Broccolo 08/09/2021 Zvika > zA > Beds 507-509 36 bed m,Broccoli,2.2,Kilograms,Farmers Market,קטיף יום ה,Head,No
17/02/2022,Broccoli Partenon 05/09/2021 Zvika > zB > Beds 514-516 180 plants,Broccoli,2.2,Kilograms,Farmers Market,קטיף יום ה,Head,No
17/02/2022,Celery Generic Variety 01/12/2021  400 plants,Celery,100.0,plants,Farmers Market,קטיף יום ה,Plant sale,Yes
17/02/2022,Celery hyd. Giant Dorato 23/11/2021 Hyd. N > NE > Bed 8 + 1 more Block 180 plants,Celery,16.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
17/02/2022,Chard Bright Lights 07/10/2021 Ra.3 > R1 > Beds 309-310 24 bed m,Chard,9.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
17/02/2022,Lettuce hyd. חמאה אדומה 08/12/2021 Hyd. N > NE > Bed 4 192 plants,Lettuce,10.0,Cases,Farmers Market,קטיף יום ה,Full-Size,No
17/02/2022,Pac Choi (Bok Choy) Hyd. Neta 04/12/2021 Hyd. N > NW > Bed 12 198 plants,Pac Choi (Bok Choy),25.0,Cases,Farmers Market,קטיף יום ה,Full-Size,No
17/02/2022,Strawberry פלס 14/09/2021 Hyd. S > SW > Beds 29-30 336 plants,Strawberry,0.6,Kilograms,Farmers Market,קטיף יום ה,,No
18/02/2022,Lettuce Generic Variety 19/01/2022  350 plants,Lettuce,100.0,plants,Farmers Market,קטיף יום ה,Plant sale,Yes
18/02/2022,Lettuce hyd. סלנובה 15/12/2021 Hyd. S > SE > Bed 18 403 plants,Lettuce,6.0,Cases,Farmers Market,קטיף יום ה,Full-Size,No
18/02/2022,Lettuce hyd. רומית 15/12/2021 Hyd. S > SE > Bed 17 193 plants,Lettuce,18.0,Heads,Farmers Market,קטיף יום ה,Full-Size,No
18/02/2022,Onions: Scallions hyd. Aldorado 21/10/2021 Hyd. N > NW > Bed 15 396 plants,Onions: Scallions,9.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
18/02/2022,Pac Choi (Bok Choy) Hyd. Neta 04/12/2021 Hyd. N > NW > Bed 12 198 plants,Pac Choi (Bok Choy),8.0,Heads,Farmers Market,קטיף יום ה,Full-Size,No
21/02/2022,Cabbage בלאדי שטוח 19/10/2021 Zvika > zA > Bed 511 12 bed m,Cabbage,1.0,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Cabbage פרוקטור 05/10/2021 Ra.4 > Lo24 > Bed 402 24 bed m,Cabbage,3.0,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Carrots Nantes Half Long 12/10/2021 Ra.3 > R2 > Beds 321-324 48 bed m,Carrots,5.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Cilantro hyd. Santoriny 21/10/2021 Hyd. S > SE > Bed 23 6 bed m,Cilantro,15.0,Bunches,Farmers Market,הדוכן יום ב,Leaf,No
21/02/2022,Cress hyd. גרגר הנחלים 19/10/2021 Hyd. N > NW > Bed 14 1.9 bed m,Cress,6.0,Cases,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Fennel Orion 10/08/2021 Zvika > zA > Beds 505-506 18 bed m,Fennel,4.0,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Jicama Yucca 02/02/2021 Ra.4 > Lo18 > Bed 406 10 bed m,Jicama,,,Wholesale,B2B,,Yes
21/02/2022,Jicama Yucca 02/02/2021 Ra.4 > Lo18 > Bed 406 10 bed m,Jicama,,,Farmers Market,הדוכן יום ב,,Yes
21/02/2022,Jicama Yucca 02/02/2021 Ra.4 > Lo18 > Bed 406 10 bed m,Jicama,,,,Unknown outlet,,Yes
21/02/2022,Jicama Yucca 02/02/2021 Ra.4 > Lo18 > Bed 406 10 bed m,Jicama,,,Farmers Market,קטיף יום ה,,Yes
21/02/2022,Kale Lacinato (Dinosaur) 10/08/2021 HH > B > Beds 8-9 12 bed m,Kale,3.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Lettuce hyd. אייסברג 15/12/2021 Hyd. S > SE > Bed 16 192 plants,Lettuce,10.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Lettuce hyd. סלנובה 15/12/2021 Hyd. S > SE > Bed 18 403 plants,Lettuce,10.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Lettuce hyd. רומית 15/12/2021 Hyd. S > SE > Bed 17 193 plants,Lettuce,21.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Mint Common Mint 01/01/2021 Ra.3 > R6m > Bed 301 6 bed m,Mint,2.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,New Zealand Spinach Tetragonia Specialty 13/10/2021 HH > C > Beds 13-16 48 bed m,New Zealand Spinach,5.0,Kilograms,Farmers Market,הדוכן יום ב,,No
21/02/2022,Onions: Scallions hyd. Aldorado 21/10/2021 Hyd. N > NW > Bed 15 396 plants,Onions: Scallions,11.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Parsley hyd. Borjo 22/08/2021 Hyd. N > NW > Bed 13 6 bed m,Parsley,10.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Peas Norli 08/09/2021 Ra.1 > L1 > Beds 117-120 48 bed m,Peas,1.0,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Peas Norli 27/10/2021 Ra.1 > L2 > Beds 127-128 24 bed m,Peas,0.5,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Radishes French Breakfast 18/01/2022 Ra.3 > R1 > Bed 312 6 bed m,Radishes,2.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Radishes Nero Tondo 13/12/2021 Ra.3 > R3 > Bed 333 4 bed m,Radishes,3.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
21/02/2022,Tarragon שיבה 17/07/2018 Ra.1 > L1 > Bed 109 2 bed m,Tarragon,2.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Anise Hyssop אזוב מצוי 17/07/2018 HH > A > Bed 4 4 bed m,Anise Hyssop,2.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Cabbage פרוקטור 05/10/2021 Ra.4 > Lo24 > Bed 402 24 bed m,Cabbage,2.0,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Carrots Nantes Half Long 12/10/2021 Ra.3 > R2 > Beds 321-324 48 bed m,Carrots,5.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Cilantro hyd. Santoriny 21/10/2021 Hyd. S > SE > Bed 23 6 bed m,Cilantro,15.0,Bunches,Farmers Market,הדוכן יום ב,Leaf,No
22/02/2022,Cress hyd. גרגר הנחלים 19/10/2021 Hyd. N > NW > Bed 14 1.9 bed m,Cress,6.0,Cases,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Dill hyd. Dukat 23/11/2021 Hyd. N > NW > Bed 11 480 plants,Dill,4.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Fennel Orion 10/08/2021 Zvika > zA > Beds 505-506 18 bed m,Fennel,2.0,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Kale Lacinato (Dinosaur) 10/08/2021 HH > B > Beds 8-9 12 bed m,Kale,5.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Lettuce hyd. אייסברג 15/12/2021 Hyd. S > SE > Bed 16 192 plants,Lettuce,25.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Lettuce hyd. חמאה אדומה 08/12/2021 Hyd. N > NE > Bed 4 192 plants,Lettuce,16.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Lettuce hyd. סלנובה 15/12/2021 Hyd. S > SE > Bed 18 403 plants,Lettuce,20.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Lettuce hyd. פלנדריה - חמאה 30/12/2021  350 plants,Lettuce,100.0,plants,Farmers Market,הדוכן יום ב,Plant sale,Yes
22/02/2022,Lettuce hyd. רומית 15/12/2021 Hyd. S > SE > Bed 17 193 plants,Lettuce,24.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Lettuce: Salad Mix Mesclun Mix 13/12/2021 Ra.3 > R3 > Bed 334 12 bed m,Lettuce: Salad Mix,15.0,Cases,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Lettuce: Salad Mix נטע מיקס - Luna Nera+Cavalo 10/11/2021 Ra.2 > C1 > Bed 213 12 bed m,Lettuce: Salad Mix,6.0,Cases,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Mint Common Mint 01/01/2021 Ra.3 > R6m > Bed 301 6 bed m,Mint,2.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,New Zealand Spinach Tetragonia Specialty 13/10/2021 HH > C > Beds 13-16 48 bed m,New Zealand Spinach,20.0,Cases,Farmers Market,הדוכן יום ב,,No
22/02/2022,Parsley hyd. Borjo 22/08/2021 Hyd. N > NW > Bed 13 6 bed m,Parsley,10.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Radishes French Breakfast 18/01/2022 Ra.3 > R1 > Bed 312 6 bed m,Radishes,10.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
22/02/2022,Sage Common 17/07/2018 Ra.1 > L1 > Bed 109 8 bed m,Sage,2.0,Bunches,Farmers Market,הדוכן יום ב,,No
22/02/2022,Tarragon שיבה 17/07/2018 Ra.1 > L1 > Bed 109 2 bed m,Tarragon,2.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
24/02/2022,Pac Choi (Bok Choy) Hyd. Neta 04/12/2021 Hyd. N > NW > Bed 12 198 plants,Pac Choi (Bok Choy),20.0,Cases,Farmers Market,קטיף יום ה,Full-Size,No
24/02/2022,Radishes Nero Tondo 13/12/2021 Ra.3 > R3 > Bed 333 4 bed m,Radishes,4.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
24/02/2022,Spinach hyd. פולה f1 08/12/2021 Hyd. S > SW > Bed 28 336 plants,Spinach,,,Wholesale,B2B,Full-Size,Yes
24/02/2022,Spinach hyd. פולה f1 08/12/2021 Hyd. S > SW > Bed 28 336 plants,Spinach,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
24/02/2022,Spinach hyd. פולה f1 08/12/2021 Hyd. S > SW > Bed 28 336 plants,Spinach,,,,Unknown outlet,Full-Size,Yes
24/02/2022,Spinach hyd. פולה f1 08/12/2021 Hyd. S > SW > Bed 28 336 plants,Spinach,,,Farmers Market,קטיף יום ה,Full-Size,Yes
24/02/2022,Strawberry פלס 14/09/2021 Hyd. S > SW > Beds 29-30 336 plants,Strawberry,1.2,Kilograms,Farmers Market,קטיף יום ה,,No
25/02/2022,Broccoli Partenon 05/09/2021 Zvika > zB > Beds 514-516 180 plants,Broccoli,0.0,Kilograms,Wholesale,B2B,Head,Yes
25/02/2022,Broccoli Partenon 05/09/2021 Zvika > zB > Beds 514-516 180 plants,Broccoli,0.0,Kilograms,Farmers Market,הדוכן יום ב,Head,Yes
25/02/2022,Broccoli Partenon 05/09/2021 Zvika > zB > Beds 514-516 180 plants,Broccoli,0.0,Kilograms,,Unknown outlet,Head,Yes
25/02/2022,Broccoli Partenon 05/09/2021 Zvika > zB > Beds 514-516 180 plants,Broccoli,0.0,Kilograms,Farmers Market,קטיף יום ה,Head,Yes
01/03/2022,Arugula Arugula 13/12/2021 Ra.3 > R3 > Bed 335 12 bed m,Arugula,,,Wholesale,B2B,Baby Leaf,Yes
