Parents Crop,Variety,Year,Total Seeds Needed,Total Weight Needed,Total Seed Weight Needed Unit,Planting,Planting Seed Needed,Planting Seed Weight Needed,Planting Seed Weight Needed Unit,Planting Extra Seed Order %,Planting Seed Spec
Beans: Bush & Pole,שחורה אדונית התבלינים,2018,528,0.14,g,"8/7/2019,  12 bed m, Ra.2 > C2 > Bed 228",528,0.14,g,10.0,Organic
Beets,Boldor,2018,264,0.0,kg,"4/3/2019,  6 bed m, Ra.2 > C2 > Bed 223",264,0.0,kg,10.0,Organic
Beets,Bull's Blood,2019,252,5.04,kg,"14/11/2019,  12 bed m, Ra.2 > C2 > Bed 221",252,5.04,kg,0.0,Organic
Beets,Chioggia Guardsmark,2018,736,0.0,kg,"21/2/2019,  12 bed m, Ra.2 > C1 > Bed 209",0,0.0,kg,0.0,Organic
,,,,,,"29/5/2019,  12 bed m, Ra.2 > C2 > Bed 225",236,0.0,kg,0.0,Organic
,,,,,,"1/5/2019,  6 bed m, Ra.1 > L1 > Bed 115",264,0.0,kg,10.0,Organic
,,,,,,"19/6/2019,  10 bed m, Ra.1 > L1 > Bed 110",236,0.0,kg,0.0,Organic
Beets,Chioggia Guardsmark,2019,1369,27.38,kg,"23/12/2019,  6 bed m, Field not assigned",626,12.52,kg,0.0,Organic
,,,,,,"10/2/2020,  12 bed m, Ra.3 > R6m > Beds 301-302",743,14.86,kg,0.0,Organic
Beets,Generic Variety,2018,1429,23.3,g,"4/3/2019,  6 bed m, Ra.2 > C2 > Bed 223",264,0.0,kg,10.0,Organic
,,,,,,"8/7/2019,  12 bed m, Ra.1 > L2 > Bed 127",233,4.66,g,0.0,Organic
,,,,,,"15/8/2019,  6 bed m, Ra.1 > L2 > Bed 127",233,4.66,g,0.0,Organic
,,,,,,"21/8/2019,  6 bed m, Ra.1 > L2 > Bed 127",233,4.66,g,0.0,Organic
,,,,,,"18/9/2019,  12 bed m, Ra.1 > L2 > Bed 132",233,4.66,g,0.0,Organic
,,,,,,"10/10/2019,  6 bed m, Ra.1 > L2 > Bed 132",233,4.66,g,0.0,Organic
Beets,Generic Variety,2019,504,5.04,kg,"4/9/2019,  6 bed m, Ra.1 > L2 > Bed 132",252,0.0,kg,0.0,Organic
,,,,,,"11/12/2019,  12 bed m, Ra.2 > C1 > Bed 209",252,5.04,kg,0.0,Organic
Beets,MIX עלי ביבי,2018,18481,0.28,kg,"19/2/2019,  6 bed m, Ra.1 > L1 > Bed 113",1981,0.03,kg,10.0,Organic
,,,,,,"8/5/2019,  6 bed m, Ra.1 > L6m > Bed 106",1980,0.03,kg,10.0,Organic
,,,,,,"10/7/2019,  6 bed m, Ra.2 > C6m > Bed 203",1980,0.03,kg,10.0,Organic
,,,,,,"28/8/2019,  6 bed m, Ra.2 > C6m > Bed 208",7920,0.12,kg,10.0,Organic
,,,,,,"15/4/2019,  6 bed m, HH > C > Bed 17",1980,0.03,kg,10.0,Organic
,,,,,,"4/6/2019,  6 bed m, Ra.2 > C6m > Bed 201",2640,0.04,kg,10.0,Organic
Beets,MIX עלי ביבי,2019,23760,0.36,kg,"2/10/2019,  8 bed m, HH > C > Bed 14",10560,0.16,kg,10.0,Organic
,,,,,,"25/10/2019,  10 bed m, Ra.1 > L1 > Bed 110",13200,0.2,kg,10.0,Organic
Beets,Ruby Queen,2018,270,0.0,kg,"5/2/2019,  9 bed m, Ra.2 > C1 > Bed 216",270,0.0,kg,0.0,Organic
Broccoli,Cavolo Broccolo,2019,246,1.01,g,"11/12/2019,  18 bed m, Field not assigned",156,0.64,g,0.0,Organic
,,,,,,"13/1/2020,  12 bed m, Field not assigned",90,0.37,g,0.0,Organic
Broccoli,Generic Variety,2019,60,0.24,g,"17/10/2019,  12 bed m, Ra.3 > R1 > Bed 315",60,0.24,g,0.0,Organic
Broccoli,עידן - לבדוק,2019,60,0.24,g,"19/9/2019,  12 bed m, Ra.3 > R1 > Bed 311",60,0.24,g,0.0,Organic
Cabbage,Generic Variety,2018,116,0.46,g,"19/9/2019,  6 bed m, Ra.3 > R6m > Bed 304",116,0.46,g,0.0,Organic
Cabbage,Savoy Blue,2019,59,0.24,g,"23/12/2019,  12 bed m, Ra.2 > C2 > Bed 217",59,0.24,g,0.0,Organic
Cabbage,ירוק,2019,190,0.76,g,"4/9/2019,  12 bed m, Ra.3 > R1 > Bed 309",95,0.38,g,0.0,
,,,,,,"17/10/2019,  12 bed m, Ra.3 > R1 > Bed 314",95,0.38,g,0.0,
Cabbage,ירוק חישתיל,2019,120,0.48,g,"30/9/2019,  12 bed m, Ra.3 > R1 > Beds 306, 308",120,0.48,g,0.0,
Cabbage,סגול חישתיל,2019,120,0.48,g,"30/9/2019,  12 bed m, Ra.3 > R1 > Beds 306, 308",120,0.48,g,0.0,
Carrots,Mix - מעורב צבעוני,2018,7041,9.22,g,"6/2/2019,  12 bed m, Ra.3 > R1 > Bed 308",7041,9.22,g,10.0,Organic
Carrots,Nantes Half Long,2018,28691,37.54,g,"13/1/2019,  12 bed m, Ra.1 > L1 > Bed 120",6161,8.06,g,10.0,Organic
,,,,,,"19/2/2019,  12 bed m, Ra.1 > L2 > Bed 125",6161,8.06,g,10.0,Organic
,,,,,,"13/3/2019,  12 bed m, Ra.1 > L2 > Bed 127",6161,8.06,g,10.0,Organic
,,,,,,"10/4/2019,  12 bed m, HH > B > Bed 10",7040,9.21,g,10.0,Organic
,,,,,,"8/8/2019,  12 bed m, Ra.2 > C2 > Bed 223",3168,4.15,g,10.0,Organic
Carrots,Nantes Half Long,2019,22528,29.49,g,"16/9/2019,  12 bed m, Ra.2 > C2 > Bed 224",4224,5.53,g,10.0,Organic
,,,,,,"16/10/2019,  24 bed m, Ra.2 > C1 > Beds 215-216",8448,11.06,g,10.0,Organic
,,,,,,"28/10/2019,  12 bed m, Ra.2 > C2 > Bed 219",4224,5.53,g,10.0,Organic
,,,,,,"27/11/2019,  16 bed m, Ra.2 > C2 > Beds 225-226",5632,7.37,g,10.0,Organic
Carrots,Parisian,2019,1760,2.3,g,"27/11/2019,  5 bed m, Ra.2 > C2 > Bed 226",1760,2.3,g,10.0,Organic
Carrots,Purple Haze,2019,1056,1.38,g,"27/11/2019,  3 bed m, Ra.2 > C2 > Bed 226",1056,1.38,g,10.0,Organic
Celeriac,Generic Variety,2018,314,0.13,g,"27/3/2019,  6 bed m, Ra.2 > C2 > Bed 222",314,0.13,g,0.0,Organic
Celery,Generic Variety,2018,939,0.39,g,"27/3/2019,  6 bed m, Ra.2 > C2 > Bed 222",627,0.26,g,0.0,Organic
,,,,,,"22/5/2019,  12 bed m, Ra.2 > C2 > Bed 221",312,0.13,g,0.0,Organic
Celery,Generic Variety,2019,1362,0.58,g,"30/12/2019,  12 bed m, Field not assigned",690,0.29,g,0.0,Organic
,,,,,,"30/9/2019,  12 bed m, Ra.3 > R1 > Bed 307",252,0.11,g,0.0,Organic
,,,,,,"13/11/2019,  12 bed m, Ra.3 > R2 > Bed 318",252,0.11,g,0.0,Organic
,,,,,,"4/9/2019,  8 bed m, Ra.3 > R1 > Bed 310",168,0.07,g,0.0,Organic
Celery,Gigante Dorato,2019,626,0.26,g,"19/2/2020,  12 bed m, Ra.3 > R1 > Bed 314",626,0.26,g,0.0,Organic
Chard,Bright Lights,2018,545,8.26,g,"10/4/2019,  12 bed m, HH > B > Bed 12",233,3.53,g,0.0,Organic
,,,,,,"22/7/2019,  12 bed m, HH > B > Bed 12",312,4.73,g,0.0,Organic
Chard,Bright Lights,2019,172,2.61,g,"18/11/2019,  120 plants, Ra.3 > R2 > Bed 317",172,2.61,g,0.0,Organic
Chard,Fordhook Giant,2018,233,3.53,g,"26/8/2019,  12 bed m, HH > A > Bed 5",233,3.53,g,0.0,
Chard,Fordhook Giant,2019,99,1.5,g,"10/10/2019,  12 bed m, Ra.3 > R1 > Bed 316",99,1.5,g,0.0,
Chard,Generic Variety,2018,233,3.53,g,"10/10/2019,  12 bed m, HH > A > Bed 5",233,3.53,g,0.0,
Chard,Silverado,2019,313,4.74,g,"18/11/2019,  12 bed m, Ra.3 > R2 > Bed 320",313,4.74,g,0.0,
Chives,Generic Variety,2018,5820,7.93,g,"29/4/2019,  3 bed m, Ra.1 > L6m > Bed 104",1879,2.56,g,0.0,
,,,,,,"3/7/2019,  4 bed m, Ra.1 > L6m > Bed 106",1872,2.55,g,0.0,
,,,,,,"23/9/2019,  6 bed m, Ra.2 > C6m > Bed 206",2069,2.82,g,0.0,
Cilantro,Coriander Leisure,2018,800,9.2,g,"16/5/2019,  4 bed m, Ra.1 > L1 > Bed 112",320,3.68,g,0.0,
,,,,,,"16/5/2019,  6 bed m, Ra.2 > C1 > Bed 210",480,5.52,g,0.0,
Cilantro,Generic Variety,2018,480,5.52,g,"22/5/2019,  6 bed m, Ra.3 > R6m > Bed 303",480,5.52,g,0.0,
Cilantro,Generic Variety,2019,1640,18.85,g,"17/10/2019,  13 bed m, Ra.1 > L2 > Beds 122-123",1040,11.95,g,0.0,
,,,,,,"27/11/2019,  12 bed m, Ra.1 > L2 > Bed 121",600,6.9,g,0.0,
Cilantro,Santirini - נטע,2018,33247,382.13,g,"27/3/2019,  6 bed m, Ra.2 > C6m > Bed 203",3744,43.03,g,0.0,Organic
,,,,,,"25/4/2019,  6 bed m, Ra.1 > L1 > Bed 112",2902,33.36,g,0.0,Organic
,,,,,,"19/6/2019,  6 bed m, Ra.2 > C1 > Bed 210",3744,43.03,g,0.0,Organic
,,,,,,"7/8/2019,  6 bed m, Ra.1 > L1 > Bed 118",3744,43.03,g,0.0,Organic
,,,,,,"12/8/2019,  8 bed m, Ra.1 > L1 > Bed 120",7488,86.07,g,0.0,Organic
,,,,,,"26/8/2019,  10 bed m, Ra.1 > L1 > Bed 110",3744,43.03,g,0.0,Organic
,,,,,,"2/10/2019,  12 bed m, Ra.1 > L1 > Bed 114",4137,47.55,g,0.0,Organic
,,,,,,"12/6/2019,  6 bed m, Ra.2 > C6m > Bed 205",3744,43.03,g,0.0,Organic
Cilantro,Santirini - נטע,2019,15513,178.32,g,"7/11/2019,  12 bed m, Ra.1 > L2 > Bed 130",5171,59.44,g,0.0,Organic
,,,,,,"4/12/2019,  6 bed m, Ra.1 > L1 > Bed 112",5171,59.44,g,0.0,Organic
,,,,,,"6/1/2020,  12 bed m, Ra.1 > L1 > Bed 115",5171,59.44,g,0.0,Organic
Corn,Vanila,2018,2050,341.68,g,"13/3/2019,  12 bed m, Ra.3 > R1 > Bed 311",199,33.17,g,10.0,
,,,,,,"21/2/2019,  12 bed m, Ra.3 > R1 > Bed 312",199,33.17,g,10.0,
,,,,,,"10/4/2019,  12 bed m, Ra.3 > R1 > Bed 310",199,33.17,g,10.0,
,,,,,,"29/4/2019,  12 bed m, Ra.3 > R2 > Bed 326",199,33.17,g,10.0,
,,,,,,"6/5/2019,  12 bed m, Ra.3 > R2 > Bed 324",198,33.0,g,10.0,
,,,,,,"15/5/2019,  12 bed m, Ra.3 > R2 > Bed 323",198,33.0,g,10.0,
,,,,,,"29/5/2019,  12 bed m, Ra.3 > R2 > Bed 322",264,44.0,g,10.0,
,,,,,,"3/6/2019,  12 bed m, Ra.3 > R2 > Bed 319",198,33.0,g,10.0,
,,,,,,"12/6/2019,  12 bed m, Ra.3 > R2 > Bed 327",198,33.0,g,10.0,
,,,,,,"24/6/2019,  12 bed m, Ra.3 > R2 > Bed 328",198,33.0,g,10.0,
Cress,Garden Broadleaf,2018,7920,22.89,g,"28/3/2019,  6 bed m, HH > C > Bed 17",5280,15.26,g,10.0,Organic
,,,,,,"4/6/2019,  3 bed m, Ra.1 > L2 > Bed 132",2640,7.63,g,10.0,Organic
Cress,Garden Broadleaf,2019,31680,91.56,g,"2/10/2019,  12 bed m, HH > C > Bed 14",21120,61.04,g,10.0,Organic
,,,,,,"28/10/2019,  6 bed m, Ra.2 > C1 > Bed 214",10560,30.52,g,10.0,Organic
Cress,Watercress,2019,31680,91.56,g,"28/11/2019,  6 bed m, HH > C > Bed 14",21120,61.04,g,10.0,Organic
,,,,,,"4/12/2019,  6 bed m, Ra.1 > L6m > Bed 106",10560,30.52,g,10.0,Organic
Cucumbers,Facus - פאקוס,2018,167,0.0,g,"25/4/2019,  12 bed m, Ra.2 > C2 > Bed 224",39,0.0,g,0.0,
,,,,,,"30/5/2019,  12 bed m, Ra.3 > R1 > Bed 313",38,0.0,g,0.0,
,,,,,,"8/5/2019,  12 bed m, Ra.3 > R1 > Bed 314",38,0.0,g,0.0,
,,,,,,"12/6/2019,  12 bed m, Ra.3 > R2 > Bed 322",52,0.0,g,0.0,
Dill,Generic Variety,2018,10297,16.97,g,"25/4/2019,  6 bed m, Ra.3 > R6m > Bed 301",2493,4.11,g,0.0,
,,,,,,"29/5/2019,  6 bed m, Ra.2 > C6m > Bed 203",2492,4.11,g,0.0,
,,,,,,"26/6/2019,  6 bed m, Ra.2 > C6m > Bed 203",1568,2.58,g,0.0,
,,,,,,"7/8/2019,  4 bed m, Ra.1 > L1 > Beds 118, 120",2492,4.11,g,0.0,
,,,,,,"7/10/2019,  4 bed m, Ra.1 > L1 > Bed 115",1252,2.06,g,0.0,
Dill,Generic Variety,2019,1357,2.24,g,"17/10/2019,  5 bed m, Ra.1 > L2 > Bed 123",1042,1.72,g,0.0,
,,,,,,"11/12/2019,  6 bed m, Ra.1 > L6m > Bed 108",315,0.52,g,0.0,
Dill,אמליה,2019,3675,6.06,g,"18/11/2019,  4 bed m, Ra.1 > L2 > Bed 124",210,0.35,g,0.0,
,,,,,,"6/1/2020,  6 bed m, Ra.2 > C6m > Bed 207",3465,5.71,g,0.0,
Eggplant,Generic Variety,2018,0,0.0,g,"19/6/2019,  12 bed m, Ra.2 > C1 > Bed 214",0,0.0,g,0.0,
Eggplant,Little Sailor,2018,62,0.26,g,"29/4/2019,  12 bed m, Ra.1 > L1 > Bed 116",62,0.26,g,0.0,
Eggplant,Meatball,2018,48,0.2,g,"25/2/2019,  12 bed m, Ra.1 > L1 > Bed 117",24,0.1,g,0.0,
,,,,,,"6/5/2019,  12 bed m, Ra.1 > L1 > Bed 119",24,0.1,g,0.0,
Fennel,Generic Variety,2018,793,4.07,g,"20/3/2019,  12 bed m, Ra.1 > L2 > Bed 129",240,1.23,g,0.0,
,,,,,,"11/9/2019,  8 bed m, Ra.1 > L2 > Bed 125",313,1.61,g,0.0,
,,,,,,"26/8/2019,  12 bed m, Ra.2 > C2 > Bed 227",240,1.23,g,0.0,
Fennel,Generic Variety,2019,626,3.22,g,"10/10/2019,  12 bed m, Ra.2 > C2 > Bed 218",313,1.61,g,0.0,
,,,,,,"15/1/2020,  12 bed m, Ra.3 > R1 > Bed 306",313,1.61,g,0.0,
Garlic,שני - מהגינה,2019,2208,11.04,kg,"17/10/2019,  48 bed m, Ra.3 > R2 > Beds 325-328",2208,11.04,kg,15.0,Organic
Gourds,Generic Variety,2018,16,0.0,g,"3/4/2019,  12 bed m, Ra.3 > R1 > Bed 312",16,0.0,g,0.0,
Jerusalem Artichokes,Generic Variety,2019,160,8.0,kg,"4/12/2019,  18 bed m, HH > A > Beds 1-3",160,8.0,kg,0.0,
Jicama,Generic Variety,2018,78,0.0,,"12/6/2019,  12 bed m, Ra.1 > L2 > Bed 129",78,0.0,,0.0,
Kale,Lacinato (Dinosaur),2018,1257,6.3,g,"29/5/2019,  12 bed m, HH > A > Bed 5",349,1.75,g,0.0,
,,,,,,"2/9/2019,  12 bed m, Field not assigned",469,2.35,g,0.0,
,,,,,,"12/8/2019,  12 bed m, HH > B > Bed 11",90,0.45,g,0.0,
,,,,,,"2/10/2019,  12 bed m, Ra.2 > C2 > Bed 228",349,1.75,g,0.0,
Kale,Lacinato (Dinosaur),2019,935,4.68,g,"11/12/2019,  12 bed m, Field not assigned",465,2.33,g,0.0,
,,,,,,"15/1/2020,  12 bed m, Ra.2 > C2 > Bed 227",470,2.35,g,0.0,
Kale,Red Russian,2018,15348,76.74,g,"10/4/2019,  3 bed m, Ra.2 > C6m > Bed 207",5280,26.4,g,10.0,
,,,,,,"19/6/2019,  6 bed m, Ra.1 > L6m > Bed 103",9600,48.0,g,0.0,
,,,,,,"25/4/2019,  12 bed m, HH > B > Bed 11",468,2.34,g,0.0,
Kale,Red Russian,2019,10560,52.8,g,"25/10/2019,  6 bed m, Ra.1 > L1 > Bed 111",10560,52.8,g,10.0,
Kale,גומן,2018,349,1.75,g,"3/10/2019,  12 bed m, Ra.1 > L2 > Bed 131",349,1.75,g,0.0,
Kohlrabi,Generic Variety,2018,553,2.63,g,"21/2/2019,  8 bed m, Ra.2 > C2 > Bed 218",313,1.49,g,0.0,
,,,,,,"26/8/2019,  12 bed m, Ra.2 > C2 > Bed 225",240,1.14,g,0.0,
Kohlrabi,Generic Variety,2019,312,1.49,g,"11/1/2020,  12 bed m, Ra.3 > R2 > Bed 323",312,1.49,g,0.0,
Kohlrabi,קרף - נטע,2018,940,4.48,g,"5/8/2019,  12 bed m, Field not assigned",313,1.49,g,0.0,
,,,,,,"10/10/2019,  12 bed m, Ra.2 > C2 > Bed 217",313,1.49,g,0.0,
,,,,,,"21/8/2019,  12 bed m, Field not assigned",314,1.5,g,0.0,
Kohlrabi,קרף - נטע,2019,626,2.98,g,"20/10/2019,  12 bed m, Ra.3 > R1 > Bed 305",313,1.49,g,0.0,
,,,,,,"15/1/2020,  9 bed m, Ra.3 > R1 > Bed 305",313,1.49,g,0.0,
Leeks,Generic Variety,2018,312,1.03,g,"20/5/2019,  12 bed m, Field not assigned",312,1.03,g,0.0,
Lettuce,Firecracker,2018,60,0.07,g,"15/5/2019,  6 bed m, Ra.1 > L1 > Bed 118",60,0.07,g,0.0,
Lettuce,Generic Variety,2018,2520,2.9,g,"27/3/2019,  8 bed m, Ra.1 > L2 > Bed 126",208,0.24,g,0.0,
,,,,,,"10/4/2019,  12 bed m, Ra.1 > L2 > Bed 121",208,0.24,g,0.0,
,,,,,,"26/4/2019,  8 bed m, Ra.3 > R2 > Bed 328",208,0.24,g,0.0,
,,,,,,"20/5/2019,  6 bed m, Ra.2 > C1 > Bed 210",160,0.18,g,0.0,
,,,,,,"5/6/2019,  12 bed m, Ra.2 > C2 > Bed 227",208,0.24,g,0.0,
,,,,,,"26/6/2019,  12 bed m, Ra.2 > C1 > Bed 209",208,0.24,g,0.0,
,,,,,,"15/7/2019,  12 bed m, HH > C > Bed 13",208,0.24,g,0.0,
,,,,,,"29/7/2019,  12 bed m, Field not assigned",208,0.24,g,0.0,
,,,,,,"12/8/2019,  12 bed m, HH > C > Bed 15",208,0.24,g,0.0,
,,,,,,"26/8/2019,  12 bed m, HH > B > Bed 10",208,0.24,g,0.0,
,,,,,,"25/9/2019,  12 bed m, Field not assigned",208,0.24,g,0.0,
,,,,,,"19/6/2019,  12 bed m, Ra.2 > C1 > Bed 216",160,0.18,g,0.0,
,,,,,,"7/8/2019,  8 bed m, HH > C > Bed 14",120,0.14,g,0.0,
Lettuce,hyd. ערבית - נהורה נטע,2019,1186,1.37,g,"18/11/2019,  12 bed m, Ra.3 > R2 > Bed 319",208,0.24,g,0.0,
,,,,,,"16/12/2019,  12 bed m, Ra.2 > C1 > Bed 213",199,0.23,g,0.0,
,,,,,,"23/12/2019,  18 bed m, Ra.3 > R3 > Beds 333, 335",208,0.24,g,0.0,
,,,,,,"15/1/2020,  12 bed m, Ra.2 > C1 > Bed 210",230,0.26,g,0.0,
,,,,,,"10/2/2020,  12 bed m, Ra.2 > C2 > Bed 224",208,0.24,g,0.0,
,,,,,,"15/1/2020,  3 bed m, Ra.3 > R1 > Bed 305",40,0.05,g,0.0,
,,,,,,"27/1/2020,  12 bed m, Ra.1 > L2 > Bed 132",93,0.11,g,0.0,
Lettuce,מסולסלת מעורב,2018,315,0.36,g,"13/3/2019,  6 bed m, Ra.2 > C2 > Bed 219",35,0.04,g,0.0,
,,,,,,"24/1/2019,  12 bed m, Ra.3 > R1 > Bed 316",120,0.14,g,0.0,
,,,,,,"29/4/2019,  12 bed m, HH > C > Bed 14",160,0.18,g,0.0,
Lettuce,מסולסלת מעורב,2019,1312,1.5,g,"17/10/2019,  12 bed m, Ra.2 > C1 > Bed 213",120,0.14,g,0.0,
,,,,,,"28/11/2019,  12 bed m, Ra.3 > R2 > Bed 322",168,0.19,g,0.0,
,,,,,,"15/1/2020,  12 bed m, Ra.1 > L1 > Bed 118",133,0.15,g,0.0,
,,,,,,"31/10/2019,  12 bed m, Ra.1 > L1 > Bed 120",120,0.14,g,0.0,
,,,,,,"13/11/2019,  12 bed m, Ra.1 > L1 > Bed 116",120,0.14,g,0.0,
,,,,,,"16/12/2019,  12 bed m, Ra.2 > C1 > Bed 211",186,0.21,g,0.0,
,,,,,,"27/1/2020,  12 bed m, Ra.1 > L1 > Bed 117",93,0.11,g,0.0,
,,,,,,"10/2/2020,  12 bed m, Ra.3 > R2 > Bed 319",186,0.21,g,0.0,
,,,,,,"23/12/2019,  18 bed m, Ra.3 > R3 > Beds 334-335",186,0.21,g,0.0,
Lettuce,ערבית - רם שחר,2019,690,0.8,g,"7/10/2019,  12 bed m, Ra.2 > C1 > Bed 211",180,0.21,g,0.0,
,,,,,,"12/9/2019,  12 bed m, Ra.2 > C2 > Bed 221",180,0.21,g,0.0,
,,,,,,"17/10/2019,  6 bed m, Ra.1 > L1 > Bed 118",90,0.1,g,0.0,
,,,,,,"31/10/2019,  12 bed m, Ra.2 > C1 > Bed 210",120,0.14,g,0.0,
,,,,,,"13/11/2019,  12 bed m, Ra.1 > L1 > Bed 117",120,0.14,g,0.0,
Lettuce: Salad Mix,Encore Lettuce Mix,2018,3961,4.98,g,"3/4/2019,  6 bed m, Ra.1 > L6m > Bed 103",3961,4.98,g,10.0,Organic
Lettuce: Salad Mix,Generic Variety,2018,28160,35.37,g,"16/5/2019,  6 bed m, HH > C > Bed 17",1760,2.21,g,10.0,
,,,,,,"3/6/2019,  6 bed m, Ra.1 > L2 > Bed 126",5280,6.63,g,10.0,
,,,,,,"24/6/2019,  12 bed m, HH > C > Bed 14",21120,26.53,g,10.0,
Lettuce: Salad Mix,Mesclun Mix,2018,22880,28.74,g,"12/8/2019,  6 bed m, Ra.1 > L6m > Bed 103",1760,2.21,g,10.0,
,,,,,,"12/8/2019,  6 bed m, Ra.1 > L6m > Bed 108",1760,2.21,g,10.0,
,,,,,,"10/7/2019,  6 bed m, Ra.2 > C6m > Bed 201",5280,6.63,g,10.0,
,,,,,,"28/8/2019,  12 bed m, Ra.2 > C1 > Bed 212",10560,13.27,g,10.0,
,,,,,,"29/7/2019,  12 bed m, HH > C > Bed 17",3520,4.42,g,10.0,
Lettuce: Salad Mix,Mesclun Mix,2019,95040,119.41,g,"28/10/2019,  12 bed m, HH > C > Bed 17",21120,26.53,g,10.0,
,,,,,,"13/10/2019,  12 bed m, HH > B > Bed 12",10560,13.27,g,5.0,
,,,,,,"2/10/2019,  12 bed m, HH > C > Bed 15",10560,13.27,g,10.0,
,,,,,,"28/11/2019,  12 bed m, HH > C > Bed 16",10560,13.27,g,10.0,
,,,,,,"6/11/2019,  24 bed m, HH > B > Beds 8-9",42240,53.07,g,10.0,
Lettuce: Salad Mix,Salanova® Foundation Collection,2019,360,0.46,g,"5/10/2019,  12 bed m, HH > C > Bed 13",180,0.23,g,0.0,
,,,,,,"17/10/2019,  12 bed m, HH > B > Bed 10",180,0.23,g,0.0,
Lettuce: Salad Mix,Sativa L. 1836,2018,3961,4.98,g,"19/2/2019,  6 bed m, Ra.1 > L1 > Bed 113",3961,4.98,g,10.0,Organic
Lettuce: Salad Mix,"מיקס שלנו, דמוי בן שחר",2018,51481,64.67,g,"1/1/2019,  6 bed m, HH > C > Bed 16",3960,4.97,g,10.0,Organic
,,,,,,"28/3/2019,  6 bed m, HH > C > Bed 16",3960,4.97,g,10.0,Organic
,,,,,,"19/2/2019,  6 bed m, Ra.1 > L6m > Bed 106",3961,4.98,g,10.0,Organic
,,,,,,"19/6/2019,  12 bed m, Ra.1 > L1 > Bed 114",21120,26.53,g,10.0,Organic
,,,,,,"15/5/2019,  6 bed m, Ra.1 > L6m > Bed 108",2640,3.32,g,10.0,Organic
,,,,,,"3/6/2019,  6 bed m, Ra.1 > L2 > Bed 126",5280,6.63,g,10.0,Organic
