Date,Planting Name,Crop,Amount,Unit,Outlet Type,Outlet Name,Harvest Stage,Final Harvest
07/01/2021,Lettuce מסולסלת מעורב 02/11/2020 Ra.3 > R2 > Bed 322 12 bed m,Lettuce,,,Farmers Market,קטיף יום ה,Full-Size,Yes
07/01/2021,Lettuce: Salad Mix Mesclun Mix 02/11/2020 Ra.3 > R2 > Bed 320 12 bed m,Lettuce: Salad Mix,1.8,Kilograms,Farmers Market,קטיף יום ה,Full-Size,Yes
07/01/2021,Lettuce: Salad Mix נטע מיקס - Luna Nera+Cavalo 02/11/2020 Ra.3 > R1 > Bed 315 12 bed m,Lettuce: Salad Mix,2.1,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
07/01/2021,New Zealand Spinach Tetragonia Specialty 14/09/2020 Ra.1 > L2 > Bed 131 12 bed m,New Zealand Spinach,2.7,Kilograms,Farmers Market,קטיף יום ה,,No
07/01/2021,Onions: Scallions Summer Time 30/09/2020 Ra.3 > R3 > Bed 331 480 plants,Onions: Scallions,10.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
07/01/2021,Peas Taccola gigante 01/10/2020 Zvika > zB > Beds 524-525 18 bed m,Peas,0.48,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
07/01/2021,Peas ורדה 16/09/2020 Ra.3 > R1 > Bed 306 12 bed m,Peas,0.35,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
07/01/2021,Radishes French Breakfast 09/12/2020 Ra.2 > C1 > Bed 213 6 bed m,Radishes,12.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
07/01/2021,Radishes sakora - נבטים 17/12/2020  0 ,Radishes,13.0,Cases,Farmers Market,קטיף יום ה,Microgreen,No
07/01/2021,Sage Common 17/07/2018 Ra.1 > L1 > Bed 109 8 bed m,Sage,3.0,Bunches,Farmers Market,קטיף יום ה,,No
07/01/2021,Spinach Regata ריגאטה 05/10/2020 Ra.2 > C2 > Bed 225 12 bed m,Spinach,4.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
07/01/2021,Spinach Regata ריגאטה 29/10/2020 Ra.2 > C2 > Bed 226 12 bed m,Spinach,6.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
07/01/2021,Turnips Generic Variety 07/10/2020 Ra.2 > C6m > Bed 205 6 bed m,Turnips,9.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
11/01/2021,Arugula Arugula 24/09/2020 Ra.3 > R2 > Bed 328 12 bed m,Arugula,1.2,Kilograms,Farmers Market,הדוכן יום ב,Baby Leaf,No
11/01/2021,Beets Forono - מוערך נטע 24/09/2020 Ra.1 > L2 > Bed 132 12 bed m,Beets,2.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size Root,No
11/01/2021,Broccoli Marathon 10/09/2020 Zvika > zB > Bed 514 12 bed m,Broccoli,0.8,Kilograms,Farmers Market,הדוכן יום ב,Head,No
11/01/2021,Broccoli Partenon 01/10/2020 Ra.4 > Lo18 > Bed 403 18 bed m,Broccoli,5.8,Kilograms,Farmers Market,הדוכן יום ב,Head,No
11/01/2021,Cabbage סגול חישתיל 10/09/2020 Ra.4 > Lo18 > Bed 406 16 bed m,Cabbage,25.0,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,Yes
11/01/2021,Chard Bright Lights 10/09/2020 Ra.1 > L2 > Bed 129 12 bed m,Chard,1.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
11/01/2021,Fennel Orion 30/09/2020 Ra.3 > R1 > Bed 308 12 bed m,Fennel,7.5,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,Yes
11/01/2021,Leeks Alto 08/06/2020 Zvika > zB > Bed 519 12 bed m,Leeks,8.0,Bunches,Farmers Market,הדוכן יום ב,,Yes
11/01/2021,Onions: Scallions Summer Time 30/09/2020 Ra.3 > R3 > Bed 331 480 plants,Onions: Scallions,10.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
11/01/2021,Parsley Green Perle - מסולסלת 04/05/2020 Ra.2 > C2 > Bed 224 6 bed m,Parsley,2.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,Yes
11/01/2021,Parsley בורג'ו - נטע 04/05/2020 Ra.2 > C2 > Bed 224 6 bed m,Parsley,5.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,Yes
11/01/2021,Peas Taccola gigante 01/10/2020 Zvika > zB > Beds 524-525 18 bed m,Peas,1.2,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
11/01/2021,Peas ורדה 16/09/2020 Ra.3 > R1 > Bed 306 12 bed m,Peas,1.2,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
11/01/2021,Radishes French Breakfast 02/12/2020 Ra.1 > L6m > Bed 102 3 bed m,Radishes,5.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
11/01/2021,Radishes ice candle 02/12/2020 Ra.1 > L6m > Bed 102 3 bed m,Radishes,5.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
11/01/2021,Spinach Regata ריגאטה 05/10/2020 Ra.2 > C2 > Bed 225 12 bed m,Spinach,4.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
11/01/2021,Spinach Regata ריגאטה 29/10/2020 Ra.2 > C2 > Bed 226 12 bed m,Spinach,4.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
11/01/2021,Turnips Generic Variety 07/10/2020 Ra.2 > C6m > Bed 205 6 bed m,Turnips,15.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,Yes
13/01/2021,Anise Hyssop אזוב מצוי 17/07/2018 HH > A > Bed 4 4 bed m,Anise Hyssop,3.0,Bunches,Wholesale,B2B,Full-Size,No
13/01/2021,Arugula Arugula 24/09/2020 Ra.3 > R2 > Bed 328 12 bed m,Arugula,1.2,Kilograms,Wholesale,B2B,Baby Leaf,No
13/01/2021,Leeks Alto 19/08/2020 Zvika > zB > Beds 520-521 20 bed m,Leeks,15.0,Bunches,Wholesale,B2B,,No
13/01/2021,Onions: Scallions Summer Time 30/09/2020 Ra.3 > R3 > Bed 331 480 plants,Onions: Scallions,4.0,Bunches,Wholesale,B2B,Full-Size,No
14/01/2021,Arugula Arugula 24/09/2020 Ra.3 > R2 > Bed 328 12 bed m,Arugula,2.0,Kilograms,Farmers Market,קטיף יום ה,Baby Leaf,No
14/01/2021,Beets Forono - מוערך נטע 24/09/2020 Ra.1 > L2 > Bed 132 12 bed m,Beets,2.0,Bunches,Farmers Market,קטיף יום ה,Full-Size Root,No
14/01/2021,Broccoli Marathon 10/09/2020 Zvika > zB > Bed 514 12 bed m,Broccoli,1.0,Kilograms,Farmers Market,קטיף יום ה,Head,No
14/01/2021,Broccoli Partenon 01/10/2020 Ra.4 > Lo18 > Bed 403 18 bed m,Broccoli,4.0,Kilograms,Farmers Market,קטיף יום ה,Head,No
14/01/2021,Chard Bright Lights 10/09/2020 Ra.1 > L2 > Bed 129 12 bed m,Chard,4.0,Heads,Farmers Market,קטיף יום ה,Full-Size,No
14/01/2021,Cilantro Santirini - נטע 24/09/2020 Ra.3 > R2 > Bed 317 12 bed m,Cilantro,25.0,Bunches,Farmers Market,קטיף יום ה,Leaf,No
14/01/2021,Garlic שני - מהגינה 22/10/2020 Ra.4 > Lo24 > Beds 401-402 36 bed m,Garlic,40.0,Bunches,Farmers Market,קטיף יום ה,Bulb,No
14/01/2021,Kohlrabi Generic Variety 02/11/2020 Ra.2 > C2 > Bed 220 12 bed m,Kohlrabi,0.7,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
14/01/2021,Leeks Alto 19/08/2020 Zvika > zB > Beds 520-521 20 bed m,Leeks,25.0,Bunches,Farmers Market,קטיף יום ה,,No
14/01/2021,Lettuce hyd. ערבית - נהורה נטע 14/10/2020 Ra.1 > L1 > Bed 117 12 bed m,Lettuce,4.0,Heads,Farmers Market,קטיף יום ה,Full-Size,No
14/01/2021,New Zealand Spinach Tetragonia Specialty 14/09/2020 Ra.1 > L2 > Bed 131 12 bed m,New Zealand Spinach,10.0,Kilograms,Farmers Market,קטיף יום ה,,No
14/01/2021,Onions: Scallions Summer Time 30/09/2020 Ra.3 > R3 > Bed 331 480 plants,Onions: Scallions,20.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
14/01/2021,Peas Taccola gigante 01/10/2020 Zvika > zB > Beds 524-525 18 bed m,Peas,1.2,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
14/01/2021,Peas ורדה 16/09/2020 Ra.3 > R1 > Bed 306 12 bed m,Peas,1.2,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
16/01/2021,Onions: Scallions אלדורדו 13/09/2020 Ra.3 > R1 > Bed 311 4 bed m,Onions: Scallions,,,Wholesale,B2B,Full-Size,Yes
16/01/2021,Onions: Scallions אלדורדו 13/09/2020 Ra.3 > R1 > Bed 311 4 bed m,Onions: Scallions,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
16/01/2021,Onions: Scallions אלדורדו 13/09/2020 Ra.3 > R1 > Bed 311 4 bed m,Onions: Scallions,,,,Unknown outlet,Full-Size,Yes
16/01/2021,Onions: Scallions אלדורדו 13/09/2020 Ra.3 > R1 > Bed 311 4 bed m,Onions: Scallions,,,Farmers Market,קטיף יום ה,Full-Size,Yes
18/01/2021,Arugula Arugula 29/10/2020 Ra.3 > R1 > Bed 316 12 bed m,Arugula,2.0,Kilograms,Farmers Market,הדוכן יום ב,Baby Leaf,No
18/01/2021,Cilantro Santirini - נטע 05/11/2020 Ra.3 > R2 > Bed 319 12 bed m,Cilantro,6.0,Bunches,Farmers Market,הדוכן יום ב,Leaf,No
18/01/2021,Dill אמליה 14/10/2020 Ra.2 > C6m > Bed 202 6 bed m,Dill,10.0,Bunches,Farmers Market,הדוכן יום ב,Leaf,No
18/01/2021,Fennel Orion 24/09/2020 Ra.2 > C1 > Bed 209 12 bed m,Fennel,5.0,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
18/01/2021,Lettuce hyd. ערבית - נהורה נטע 14/10/2020 Ra.1 > L1 > Bed 117 12 bed m,Lettuce,8.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
18/01/2021,Lettuce IceBerg - לימור 12/11/2020 Ra.3 > R3 > Bed 333 12 bed m,Lettuce,20.0,Heads,Farmers Market,הדוכן יום ב,Full-Size,No
18/01/2021,Lettuce: Salad Mix נטע מיקס - Luna Nera+Cavalo 02/11/2020 Ra.3 > R1 > Bed 315 12 bed m,Lettuce: Salad Mix,2.4,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
18/01/2021,Mint Common Mint 09/04/2020 side > 200 > Bed 3 6 bed m,Mint,5.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
18/01/2021,Onions: Scallions Summer Time 30/09/2020 Ra.3 > R3 > Bed 331 480 plants,Onions: Scallions,10.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
18/01/2021,Parsley בורג'ו - נטע 13/08/2020 Ra.1 > L1 > Bed 119 + 1 more Block 20 bed m,Parsley,12.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
18/01/2021,Parsley בורג'ו - נטע 30/07/2020 Ra.1 > L6m > Bed 103 6 bed m,Parsley,12.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
18/01/2021,Radishes ice candle 02/12/2020 Ra.1 > L6m > Bed 102 3 bed m,Radishes,5.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
18/01/2021,Spinach Regata ריגאטה 05/10/2020 Ra.2 > C2 > Bed 225 12 bed m,Spinach,2.8,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
20/01/2021,Anise Hyssop אזוב מצוי 17/07/2018 HH > A > Bed 4 4 bed m,Anise Hyssop,3.0,Bunches,Wholesale,B2B,Full-Size,No
20/01/2021,Parsley בורג'ו - נטע 01/09/2020 Ra.2 > C2 > Bed 219 12 bed m,Parsley,4.0,Bunches,Wholesale,B2B,Full-Size,Yes
20/01/2021,Radishes French Breakfast 09/12/2020 Ra.2 > C1 > Bed 213 6 bed m,Radishes,7.0,Bunches,Wholesale,B2B,Full-Size,No
21/01/2021,Arugula Arugula 24/09/2020 Ra.3 > R2 > Bed 328 12 bed m,Arugula,2.1,Kilograms,Farmers Market,קטיף יום ה,Baby Leaf,No
21/01/2021,Beets MIX עלי ביבי 07/10/2020 Ra.2 > C6m > Bed 201 6 bed m,Beets,1.0,Kilograms,Farmers Market,קטיף יום ה,Baby Leaf Greens,No
21/01/2021,Broccoli Marathon 10/09/2020 Zvika > zB > Bed 514 12 bed m,Broccoli,0.4,Kilograms,Farmers Market,קטיף יום ה,Head,No
21/01/2021,Broccoli Partenon 01/10/2020 Ra.4 > Lo18 > Bed 403 18 bed m,Broccoli,4.7,Kilograms,Farmers Market,קטיף יום ה,Head,No
21/01/2021,Cress Watercress 23/09/2020 Ra.2 > C6m > Bed 207 6 bed m,Cress,1.14,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
21/01/2021,Dill אמליה 14/10/2020 Ra.2 > C6m > Bed 202 6 bed m,Dill,10.0,Bunches,Farmers Market,קטיף יום ה,Leaf,No
21/01/2021,Kale גומן 14/09/2020 Zvika > zB > Bed 518 12 bed m,Kale,4.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
21/01/2021,Leeks Alto 19/08/2020 Zvika > zB > Beds 520-521 20 bed m,Leeks,5.0,Bunches,Farmers Market,קטיף יום ה,,No
21/01/2021,Lettuce IceBerg - לימור 12/11/2020 Ra.3 > R3 > Bed 333 12 bed m,Lettuce,20.0,Heads,Farmers Market,קטיף יום ה,Full-Size,No
21/01/2021,Lettuce: Salad Mix Salanova® Home Garden Mix 07/10/2020 Ra.3 > R3 > Bed 336 12 bed m,Lettuce: Salad Mix,0.8,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
21/01/2021,Lettuce: Salad Mix נטע מיקס - Luna Nera+Cavalo 02/11/2020 Ra.3 > R1 > Bed 315 12 bed m,Lettuce: Salad Mix,1.1,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
21/01/2021,New Zealand Spinach Tetragonia Specialty 02/09/2020 HH > C > Bed 13 12 bed m,New Zealand Spinach,6.9,Kilograms,Farmers Market,קטיף יום ה,,No
21/01/2021,Onions: Scallions Summer Time 30/09/2020 Ra.3 > R3 > Bed 331 480 plants,Onions: Scallions,10.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
21/01/2021,Peas Taccola gigante 01/10/2020 Zvika > zB > Beds 524-525 18 bed m,Peas,0.5,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
21/01/2021,Peas ורדה 16/09/2020 Ra.3 > R1 > Bed 306 12 bed m,Peas,0.4,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
21/01/2021,Radishes French Breakfast 09/12/2020 Ra.2 > C1 > Bed 213 6 bed m,Radishes,10.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
21/01/2021,Radishes ice candle 02/12/2020 Ra.1 > L6m > Bed 102 3 bed m,Radishes,25.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
21/01/2021,Radishes sakora - נבטים 17/12/2020  0 ,Radishes,7.0,Kilograms,Farmers Market,קטיף יום ה,Microgreen,No
21/01/2021,Spinach Regata ריגאטה 05/10/2020 Ra.2 > C2 > Bed 225 12 bed m,Spinach,4.4,Kilograms,Farmers Market,קטיף יום ה,Full-Size,No
22/01/2021,Kale גומן 14/09/2020 Zvika > zB > Bed 518 12 bed m,Kale,,,Wholesale,B2B,Full-Size,Yes
22/01/2021,Kale גומן 14/09/2020 Zvika > zB > Bed 518 12 bed m,Kale,,,Farmers Market,הדוכן יום ב,Full-Size,Yes
22/01/2021,Kale גומן 14/09/2020 Zvika > zB > Bed 518 12 bed m,Kale,,,,Unknown outlet,Full-Size,Yes
22/01/2021,Kale גומן 14/09/2020 Zvika > zB > Bed 518 12 bed m,Kale,,,Farmers Market,קטיף יום ה,Full-Size,Yes
25/01/2021,Arugula Arugula 29/10/2020 Ra.3 > R1 > Bed 316 12 bed m,Arugula,1.6,Kilograms,Farmers Market,הדוכן יום ב,Baby Leaf,No
25/01/2021,Broccoli Partenon 01/10/2020 Ra.4 > Lo18 > Bed 403 18 bed m,Broccoli,1.9,Kilograms,Farmers Market,הדוכן יום ב,Head,No
25/01/2021,Cress Watercress 23/09/2020 Ra.2 > C6m > Bed 207 6 bed m,Cress,0.5,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
25/01/2021,Dill אמליה 14/10/2020 Ra.2 > C6m > Bed 202 6 bed m,Dill,10.0,Bunches,Farmers Market,הדוכן יום ב,Leaf,No
25/01/2021,Lettuce: Salad Mix Salanova® Home Garden Mix 07/10/2020 Ra.3 > R3 > Bed 336 12 bed m,Lettuce: Salad Mix,0.5,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
25/01/2021,Lettuce: Salad Mix נטע מיקס - Luna Nera+Cavalo 02/11/2020 Ra.3 > R1 > Bed 315 12 bed m,Lettuce: Salad Mix,2.3,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
25/01/2021,"Peas Sugar Snap 02/11/2020 Ra.3 > R6m > Beds 301, 304 12 bed m",Peas,0.6,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
25/01/2021,Peas Taccola gigante 01/10/2020 Zvika > zB > Beds 524-525 18 bed m,Peas,0.6,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
25/01/2021,Peas ורדה 16/09/2020 Ra.3 > R1 > Bed 306 12 bed m,Peas,1.5,Kilograms,Farmers Market,הדוכן יום ב,Full-Size,No
25/01/2021,Radishes French Breakfast 09/12/2020 Ra.2 > C1 > Bed 213 6 bed m,Radishes,5.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
25/01/2021,Radishes ice candle 02/12/2020 Ra.1 > L6m > Bed 102 3 bed m,Radishes,5.0,Bunches,Farmers Market,הדוכן יום ב,Full-Size,No
27/01/2021,Anise Hyssop אזוב מצוי 17/07/2018 HH > A > Bed 4 4 bed m,Anise Hyssop,5.0,Bunches,Wholesale,B2B,Full-Size,No
27/01/2021,Arugula Arugula 24/09/2020 Ra.3 > R2 > Bed 328 12 bed m,Arugula,1.1,Kilograms,Wholesale,B2B,Baby Leaf,No
27/01/2021,Lettuce IceBerg - לימור 12/11/2020 Ra.3 > R3 > Bed 333 12 bed m,Lettuce,14.0,Heads,Wholesale,B2B,Full-Size,No
27/01/2021,Radishes French Breakfast 09/12/2020 Ra.2 > C1 > Bed 213 6 bed m,Radishes,5.0,Bunches,Wholesale,B2B,Full-Size,No
27/01/2021,Sage Common 17/07/2018 Ra.1 > L1 > Bed 109 8 bed m,Sage,3.0,Bunches,Wholesale,B2B,,No
27/01/2021,Spinach Regata ריגאטה 05/10/2020 Ra.2 > C2 > Bed 225 12 bed m,Spinach,1.2,Kilograms,Wholesale,B2B,Full-Size,No
28/01/2021,Arugula Arugula 24/09/2020 Ra.3 > R2 > Bed 328 12 bed m,Arugula,2.0,Kilograms,Farmers Market,קטיף יום ה,Baby Leaf,No
28/01/2021,Arugula Arugula 29/10/2020 Ra.3 > R1 > Bed 316 12 bed m,Arugula,1.0,Kilograms,Farmers Market,קטיף יום ה,Baby Leaf,No
28/01/2021,Beets Forono - מוערך נטע 24/09/2020 Ra.1 > L2 > Bed 132 12 bed m,Beets,1.0,Bunches,Farmers Market,קטיף יום ה,Full-Size Root,No
28/01/2021,Beets MIX עלי ביבי 07/10/2020 Ra.2 > C6m > Bed 201 6 bed m,Beets,0.44,Kilograms,Farmers Market,קטיף יום ה,Baby Leaf Greens,No
28/01/2021,Carrots Nantes Half Long 24/09/2020 Ra.1 > L1 > Beds 111-112 24 bed m,Carrots,24.0,Bunches,Farmers Market,קטיף יום ה,Full-Size,No
28/01/2021,Garlic שני - מהגינה 22/10/2020 Ra.4 > Lo24 > Beds 401-402 36 bed m,Garlic,25.0,Bunches,Farmers Market,קטיף יום ה,Bulb,No
28/01/2021,Leeks Alto 19/08/2020 Zvika > zB > Beds 520-521 20 bed m,Leeks,7.0,Bunches,Farmers Market,קטיף יום ה,,Yes
28/01/2021,Lettuce 936 רומית 02/11/2020 Zvika > zB > Bed 522 12 bed m,Lettuce,22.0,Heads,Farmers Market,קטיף יום ה,Full-Size,No
28/01/2021,Lettuce Samba - אדומה 19/10/2020 Ra.2 > C2 > Bed 228 9 bed m,Lettuce,10.0,Heads,Farmers Market,קטיף יום ה,Full-Size,No
