Pack List,Item,Pick date,Pick From,Outlets,Total Outlets Need,From Storage,Additional,Planned Pick,Actual Pick,Pick by Variety,Unit,Pick Instruction,Assignee,Labor Time (hr)
Thursday 29/12/2022,"(ירק) פטרוזיליה
Full-Size",29/12/2022,"Parsley, hyd. מסולסלת
Hyd. N > NW > Bed 11
4 of 10
Parsley, hyd. מסולסלת
Hyd. N > NW > Bed 9
2 of 10
Parsley, hyd. Borjo
Hyd. S > SW > Bed 28
8 of 8
Parsley, בורג'ו - נטע
Ra.2 > C2 > Bed 221
3 of 10
Parsley, בורג'ו - נטע
Zvika > zB > Beds 523-524
1 of 10",חנות הגינה: 20,20,0,0,20,20,,bn,,Nimrod Wald,0
Thursday 29/12/2022,"(ירק) עירית בצלית
Full-Size",29/12/2022,,חנות הגינה: 3,3,0,0,3,3,Common: 3,bn,,Nimrod Wald,0
Thursday 29/12/2022,"בייבי - רוקט
Baby Leaf",29/12/2022,"Arugula, Arugula
Ra.1 > L2 > Bed 122
6 of 25
Arugula, Arugula
Ra.1 > L2 > Bed 130
4 of 25",חנות הגינה: 3,3,0,0,3,1.3,,kg,לתעד כאן רק מה שנקטף קטן לשקיות או למיקס,Nimrod Wald,0
Thursday 29/12/2022,"(ירק) עירית שומית
Full-Size",29/12/2022,,חנות הגינה: 4,4,0,0,4,4,hyd. עירית שומית: 4,bn,,Nimrod Wald,0
Thursday 29/12/2022,תרד ניוזילנדי,29/12/2022,"New Zealand Spinach, Tetragonia Specialty
HH > C > Beds 13-14, 17-18
2 of 2",חנות הגינה: 4,4,0,0,4,5.4,,kg,"לשים לב לקטוף נקי - רק עלים יפים
ולהשאיר בסוף מסודר - בלי ענפים ארוכים להתחדשות טובה",Nimrod Wald,0
Thursday 29/12/2022,תפוז,29/12/2022,,חנות הגינה: 40,40,0,0,40,55,,kg,,Nimrod Wald,0
Thursday 29/12/2022,"תבלין - נענע
Full-Size",29/12/2022,,חנות הגינה: 5,5,0,0,5,5,,bn,,Nimrod Wald,0
Thursday 29/12/2022,"קייל
Full-Size",29/12/2022,,חנות הגינה: 6,6,0,0,6,6,"Lacinato (Dinosaur): 3.5,
Scarlet: 2.5",bn,,Nimrod Wald,0
Thursday 29/12/2022,"לאושטיאן
Full-Size",29/12/2022,"Lovage, hyd. Lovage
Hyd. N > NE > Bed 6
1 of 1",חנות הגינה: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Thursday 29/12/2022,"בייבי מיקס
Full-Size",29/12/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 127
4 of 48
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 129
7 of 48
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 131
9 of 48
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L3 > Bed 133
11 of 48",חנות הגינה: 6,6,0,0,6,6,,kg,,Nimrod Wald,0
Thursday 29/12/2022,"ברוקולי
Full-Size",29/12/2022,,חנות הגינה: 6,6,0,0,6,0.6,,kg,,Nimrod Wald,0
Thursday 29/12/2022,"כרוב
Full-Size",29/12/2022,"Cabbage, ירוק
Ra.4 > Lo18 > Beds 403-404
1 of 7
Cabbage, ירוק
Ra.4 > Lo18 > Beds 405-406
3 of 7",חנות הגינה: 6,6,0,0,6,15,,kg,"-לבן וסגול -סלקטיבי לייצר מקום - קטיף דומינו
אפשר לשקול הכול ביחד
**לעשב מפלצות בזמן הקטיף בכל הערוגה",Nimrod Wald,0
Thursday 29/12/2022,"סלק
Full-Size Root",29/12/2022,"Beets, Chioggia Guardsmark
Ra.3 > R2 > Bed 317
6 of 10",חנות הגינה: 8,8,0,0,8,6,,bn,,Nimrod Wald,0
Wednesday 28/12/2022,"פאק צוי
Full-Size",28/12/2022,,,6,0,0,6,6,Hyd. Neta: 6,cs,,Nimrod Wald,0
Wednesday 28/12/2022,כרישה,28/12/2022,"Leeks, Alto
Ra.2 > C2 > Beds 225-226
1 of 6
Leeks, Alto
Ra.4 > Lo24 > Bed 402
5 of 5",,10,0,0,10,3,,bn,סלקטיבי גדולים בלבד,Nimrod Wald,0
Wednesday 28/12/2022,כורכום,28/12/2022,"Turmeric, Elad
Ra.1 > L1 > Beds 115-116
1 of 2",,50,0,0,50,31.5,,kg,כמה שיותר ב100,Nimrod Wald,0
Tuesday 27/12/2022,"(ירק) פטרוזיליה
Full-Size",27/12/2022,"Parsley, hyd. מסולסלת
Hyd. N > NW > Bed 9
2 of 10
Parsley, hyd. Borjo
Hyd. S > SW > Bed 28
8 of 8
Parsley, בורג'ו - נטע
Zvika > zB > Beds 523-524
1 of 10",b2b: 15,15,0,0,15,15,,bn,,Nimrod Wald,0
Tuesday 27/12/2022,"צנון
Full-Size",27/12/2022,"Radishes, Nero Tondo
Ra.1 > L1 > Bed 113
3 of 32
Radishes, Daikon Long
Ra.1 > L1 > Bed 113
2 of 32
Radishes, Nero Tondo
Ra.1 > L1 > Bed 120
9 of 32
Radishes, Daikon Long
Ra.1 > L1 > Bed 120
8 of 32",Online Store: 10,10,0,0,10,40,,bn,דייקון קטן!!!,Nimrod Wald,0
Tuesday 27/12/2022,"צנונית
Full-Size",27/12/2022,"Radishes, French Breakfast
Ra.1 > L6m > Bed 103
11 of 32",Online Store: 20,20,0,0,20,18,,bn,"3 פרנץ 
השאר צבעוני",Nimrod Wald,0
Tuesday 27/12/2022,"שומר
Full-Size",27/12/2022,"Fennel, Orion
Ra.3 > R2 > Bed 327
2 of 6",Online Store: 30,30,0,0,30,33,,kg,,Nimrod Wald,0
Monday 26/12/2022,תות שדה,26/12/2022,,Online Store: 1,1,0,0,1,1,,kg,,Nimrod Wald,0
Monday 26/12/2022,"(ירק) פטרוזיליה
Full-Size",26/12/2022,"Parsley, hyd. מסולסלת
Hyd. N > NW > Bed 9
2 of 10
Parsley, hyd. Borjo
Hyd. S > SW > Bed 28
8 of 8
Parsley, בורג'ו - נטע
Zvika > zB > Beds 523-524
1 of 10",Online Store: 10,10,0,0,10,10,,bn,,Nimrod Wald,0
Monday 26/12/2022,"(ירק) בצל ירוק
Full-Size",26/12/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
2 of 10",Online Store: 10,10,0,0,10,11,,bn,לסיים לפי שורות,Nimrod Wald,0
Monday 26/12/2022,"ברוקולי
Full-Size",26/12/2022,,Online Store: 10,10,0,0,10,15,,kg,,Nimrod Wald,0
Monday 26/12/2022,"שומר
Full-Size",26/12/2022,"Fennel, Orion
Ra.3 > R2 > Bed 327
2 of 6",Online Store: 10,10,0,0,10,12.1,,kg,,Nimrod Wald,0
Monday 26/12/2022,"קולרבי
Full-Size",26/12/2022,"Kohlrabi, קרף - נטע
Ra.2 > C2 > Bed 227
3 of 6
Kohlrabi, Korist
Ra.3 > R1 > Beds 313-314
2 of 6",Online Store: 10,10,0,0,10,9,,kg,,Nimrod Wald,0
Monday 26/12/2022,"(חסה) חמאה
Full-Size",26/12/2022,"Lettuce, hyd. פלנדריה - חמאה
Hyd. N > NE > Bed 5
14 of 38",Online Store: 12,12,0,0,12,12,,hd,,Nimrod Wald,0
Monday 26/12/2022,"(חסה) אייסברג
Full-Size",26/12/2022,"Lettuce, hyd. אייסברג
Hyd. N > NE > Bed 5
13 of 38",Online Store: 12,12,0,0,12,12,,hd,,Nimrod Wald,0
Monday 26/12/2022,"כרוב
Full-Size",26/12/2022,"Cabbage, ירוק
Ra.4 > Lo18 > Beds 403-404
1 of 7
Cabbage, ירוק
Ra.4 > Lo18 > Beds 405-406
3 of 7",Online Store: 12,12,0,0,12,10.9,,kg,"-לבן וסגול -סלקטיבי לייצר מקום - קטיף דומינו
אפשר לשקול הכול ביחד
**לעשב מפלצות בזמן הקטיף בכל הערוגה",Nimrod Wald,0
Monday 26/12/2022,"צנונית
Full-Size",26/12/2022,"Radishes, Colored Mix
Ra.1 > L6m > Bed 102
12 of 32
Radishes, French Breakfast
Ra.1 > L6m > Bed 103
11 of 32",Online Store: 12,12,0,0,12,12,,bn,,Nimrod Wald,0
Monday 26/12/2022,"(ירק) עירית בצלית
Full-Size",26/12/2022,,Online Store: 4,4,0,0,4,4,Common: 4,bn,,Nimrod Wald,0
Monday 26/12/2022,"(ירק) עירית שומית
Full-Size",26/12/2022,,Online Store: 4,4,0,0,4,4,Garlic Geisha: 4,bn,,Nimrod Wald,0
Monday 26/12/2022,"בייבי - רוקט
Baby Leaf",26/12/2022,"Arugula, Arugula
Ra.1 > L2 > Bed 130
4 of 25
Arugula, Arugula
Ra.1 > L2 > Bed 132
5 of 25",Online Store: 4,4,0,0,4,5.8,,kg,לתעד כאן רק מה שנקטף קטן לשקיות או למיקס,Nimrod Wald,0
Monday 26/12/2022,"קייל
Full-Size",26/12/2022,,Online Store: 6,6,0,0,6,4,Lacinato (Dinosaur): 4,bn,,Nimrod Wald,0
Monday 26/12/2022,"לאושטיאן
Full-Size",26/12/2022,"Lovage, hyd. Lovage
Hyd. N > NE > Bed 6
1 of 1",Online Store: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Monday 26/12/2022,"תבלין - נענע
Full-Size",26/12/2022,,Online Store: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Monday 26/12/2022,"סלרי
Full-Size",26/12/2022,"Celery, hyd. Early Bell
Hyd. S > SE > Bed 22
2 of 9",Online Store: 8,8,0,0,8,8,,bn,,Nimrod Wald,0
Monday 26/12/2022,"בייבי מיקס
Full-Size",26/12/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L3 > Bed 133
11 of 48",Online Store: 8,8,0,0,8,8.3,Mesclun Mix: 8.3,kg,,Nimrod Wald,0
Monday 26/12/2022,"סלק
Full-Size Root",26/12/2022,"Beets, Chioggia Guardsmark
Ra.3 > R2 > Bed 317
6 of 10",Online Store: 8,8,0,0,8,8,,bn,,Nimrod Wald,0
Thursday 22/12/2022,"בייבי סלק
Baby Leaf Greens",22/12/2022,"Beets, MIX עלי ביבי
Ra.1 > L2 > Bed 126
4 of 10",Online Store: 1,1,0,0,1,2,,kg,,Nimrod Wald,0
Thursday 22/12/2022,"בייבי נפרדים
Full-Size",22/12/2022,,Online Store: 1,1,0,0,1,2,"חרדל Red Giant: 1,
קייל בייבי: 1",kg,,Nimrod Wald,0
Thursday 22/12/2022,"שומר
Full-Size",22/12/2022,"Fennel, Orion
Ra.3 > R2 > Bed 327
2 of 6",Online Store: 1,1,0,0,1,4,,kg,,Nimrod Wald,0
Thursday 22/12/2022,כורכום,22/12/2022,"Turmeric, Elad
Ra.3 > R1 > Beds 311-312
2 of 2",Online Store: 1,1,0,0,1,8,,kg,,Nimrod Wald,0
Thursday 22/12/2022,תות שדה,22/12/2022,,Online Store: 1,1,0,0,1,1,,kg,,Nimrod Wald,0
Thursday 22/12/2022,"מנגולד צרור
Full-Size",22/12/2022,"Chard, Fordhook Giant
Ra.1 > L6m > Beds 105-106
13 of 14
Chard, Fordhook Giant
Ra.2 > C2 > Beds 223-224
2 of 10",Online Store: 12,12,0,0,12,12,,bn,,Nimrod Wald,0
Thursday 22/12/2022,"(ירק) בצל ירוק
Full-Size",22/12/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
2 of 10",Online Store: 15,15,0,0,15,15,,bn,לסיים לפי שורות,Nimrod Wald,0
Thursday 22/12/2022,תרד ניוזילנדי,22/12/2022,"New Zealand Spinach, Tetragonia Specialty
HH > C > Beds 13-14, 17-18
2 of 2",Online Store: 2,2,0,0,2,3,,kg,"לשים לב לקטוף נקי - רק עלים יפים
ולהשאיר בסוף מסודר - בלי ענפים ארוכים להתחדשות טובה",Nimrod Wald,0
Thursday 22/12/2022,"סלרי
Full-Size",22/12/2022,"Celery, hyd. Early Bell
Hyd. S > SE > Bed 22
2 of 9",Online Store: 20,20,0,0,20,15,,bn,,Nimrod Wald,0
Thursday 22/12/2022,"(ירק) פטרוזיליה
Full-Size",22/12/2022,"Parsley, hyd. מסולסלת
Hyd. N > NW > Bed 9
2 of 10
Parsley, hyd. Borjo
Hyd. S > SW > Bed 28
8 of 8
Parsley, בורג'ו - נטע
Zvika > zB > Beds 523-524
1 of 10",Online Store: 20,20,0,0,20,20,,bn,,Nimrod Wald,0
Thursday 22/12/2022,"בייבי - רוקט
Baby Leaf",22/12/2022,"Arugula, Arugula
Ra.1 > L2 > Bed 130
4 of 25
Arugula, Arugula
Ra.1 > L2 > Bed 132
5 of 25",Online Store: 3,3,0,0,3,4,,kg,לתעד כאן רק מה שנקטף קטן לשקיות או למיקס,Nimrod Wald,0
Thursday 22/12/2022,תפוז,22/12/2022,,Online Store: 30,30,0,0,30,60,,kg,,Nimrod Wald,0
Thursday 22/12/2022,"(חסה) רומית
Full-Size",22/12/2022,"Lettuce, hyd. רומית
Hyd. N > NE > Bed 4
12 of 38",Online Store: 35,35,0,0,35,35,,hd,,Nimrod Wald,0
Thursday 22/12/2022,"(ירק) עירית בצלית
Full-Size",22/12/2022,,Online Store: 4,4,0,0,4,4,Common: 4,bn,,Nimrod Wald,0
Thursday 22/12/2022,"(ירק) עירית שומית
Full-Size",22/12/2022,,Online Store: 4,4,0,0,4,4,"Garlic Geisha: 2,
hyd. עירית שומית: 2",bn,,Nimrod Wald,0
Thursday 22/12/2022,"גרגר הנחלים
Full-Size",22/12/2022,"Cress, hyd. גרגר הנחלים
Hyd. N > NW > Bed 9
3 of 12
Cress, hyd. גרגר הנחלים
Hyd. S > SE > Bed 16
2 of 12",Online Store: 4,4,0,0,4,4,,cs,,Nimrod Wald,0
Thursday 22/12/2022,"קייל
Full-Size",22/12/2022,"Kale, Lacinato (Dinosaur)
HH > B > Beds 8-9
1 of 4",Online Store: 6,6,0,0,6,4,Lacinato (Dinosaur): 4,bn,,Nimrod Wald,0
Thursday 22/12/2022,"לאושטיאן
Full-Size",22/12/2022,"Lovage, hyd. Lovage
Hyd. N > NE > Bed 6
1 of 1",Online Store: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Thursday 22/12/2022,"בייבי מיקס
Full-Size",22/12/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 129
7 of 48
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 131
9 of 48
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L3 > Bed 133
11 of 48",Online Store: 6,6,0,0,6,6,,kg,,Nimrod Wald,0
Thursday 22/12/2022,"סלק
Full-Size Root",22/12/2022,"Beets, Chioggia Guardsmark
Ra.3 > R2 > Bed 317
6 of 10",Online Store: 6,6,0,0,6,8,,bn,,Nimrod Wald,0
Thursday 22/12/2022,"ברוקולי
Full-Size",22/12/2022,,Online Store: 6,6,0,0,6,5.6,,kg,,Nimrod Wald,0
Thursday 22/12/2022,"תבלין - נענע
Full-Size",22/12/2022,,Online Store: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Thursday 22/12/2022,היביסקוס אדום,22/12/2022,"Hibiscus, Generic Variety
Ra.3 > R1 > Beds 309-310
1 of 1",Online Store: 999,999,0,0,999,800,,g,,Nimrod Wald,0
Tuesday 20/12/2022,"(ירק) פטרוזיליה
Full-Size",20/12/2022,"Parsley, hyd. מסולסלת
Hyd. N > NW > Bed 9
2 of 10
Parsley, hyd. Borjo
Hyd. S > SW > Bed 28
8 of 8
Parsley, בורג'ו - נטע
Zvika > zB > Beds 523-524
1 of 10",b2b: 20,20,0,0,20,20,,bn,,Nimrod Wald,0
Tuesday 20/12/2022,"בייבי מיקס
Full-Size",20/12/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 129
7 of 48
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 131
9 of 48
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L3 > Bed 133
11 of 48",Online Store: 2,2,0,0,2,2,,kg,,מהגינה של נימרוד,0
Tuesday 20/12/2022,תפוז,20/12/2022,,Online Store: 3,3,0,0,3,3,,kg,,מהגינה של נימרוד,0
Tuesday 20/12/2022,"(ירק) בצל ירוק
Full-Size",20/12/2022,"Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
2 of 10
Onions: Scallions, hyd. Aldorado
Hyd. N > NW > Bed 15
1 of 10",Online Store: 5,5,0,0,5,5,,bn,לסיים לפי שורות,מהגינה של נימרוד,0
Monday 19/12/2022,"אמרנט - תרד הודי
Baby Leaf",19/12/2022,,Online Store: 1,1,0,0,1,1.5,הודי אדום: 1.5,cs,,Nimrod Wald,0
Monday 19/12/2022,תות שדה,19/12/2022,,Online Store: 1,1,0,0,1,1,,kg,,Nimrod Wald,0
Monday 19/12/2022,"(ירק) פטרוזיליה
Full-Size",19/12/2022,"Parsley, hyd. מסולסלת
Hyd. N > NW > Bed 9
2 of 10
Parsley, hyd. Borjo
Hyd. S > SW > Bed 28
8 of 8
Parsley, בורג'ו - נטע
Zvika > zB > Beds 523-524
1 of 10",Online Store: 10,10,0,0,10,10,,bn,,Nimrod Wald,0
Monday 19/12/2022,"בייבי מיקס
Full-Size",19/12/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 129
7 of 48
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 131
9 of 48",Online Store: 10,10,0,0,10,5.8,Mesclun Mix: 5.8,kg,,Nimrod Wald,0
Monday 19/12/2022,תבלין - עלי דפנה,19/12/2022,,Online Store: 10,10,0,0,10,10,אר אציל-דפנה: 10,cs,"לקטוף ליד המתקן כביסה מאחורי הבית
לארוז בשקית חלון פתוחה
12 עלים",Nimrod Wald,0
Monday 19/12/2022,"בייבי - רוקט
Baby Leaf",19/12/2022,"Arugula, Arugula
Ra.1 > L2 > Bed 130
4 of 25
Arugula, Arugula
Ra.1 > L2 > Bed 132
5 of 25",Online Store: 2,2,0,0,2,4,,bn,לעדכן כאן צרורות גדולים,Nimrod Wald,0
Monday 19/12/2022,"בייבי סלק
Baby Leaf Greens",19/12/2022,"Beets, MIX עלי ביבי
Ra.1 > L2 > Bed 126
4 of 10",Online Store: 2,2,0,0,2,1.5,,kg,,Nimrod Wald,0
Monday 19/12/2022,"בייבי נפרדים
Full-Size",19/12/2022,,Online Store: 2,2,0,0,2,0.65,חרדל Red Giant: 0.65,kg,,Nimrod Wald,0
Monday 19/12/2022,"(חסה) רומית
Full-Size",19/12/2022,"Lettuce, hyd. רומית
Hyd. N > NE > Bed 4
12 of 38",Online Store: 22,22,0,0,22,22,,hd,,Nimrod Wald,0
Monday 19/12/2022,"(ירק) כוסברה
Leaf",19/12/2022,"Cilantro, Santirini - נטע
Ra.2 > C2 > Bed 222
3 of 20",Online Store: 25,25,0,0,25,25,,bn,,Nimrod Wald,0
Monday 19/12/2022,"סלרי
Full-Size",19/12/2022,"Celery, hyd. Early Bell
Hyd. S > SE > Bed 22
2 of 9",Online Store: 3,3,0,0,3,3,,bn,,Nimrod Wald,0
Monday 19/12/2022,"(ירק) עירית בצלית
Full-Size",19/12/2022,,Online Store: 3,3,0,0,3,3,Common: 3,bn,,Nimrod Wald,0
Monday 19/12/2022,"(ירק) עירית שומית
Full-Size",19/12/2022,,Online Store: 3,3,0,0,3,3,hyd. עירית שומית: 3,bn,,Nimrod Wald,0
Monday 19/12/2022,"גרגר הנחלים
Full-Size",19/12/2022,,Online Store: 4,4,0,0,4,4,,cs,,Nimrod Wald,0
Monday 19/12/2022,תרד ניוזילנדי,19/12/2022,"New Zealand Spinach, Tetragonia Specialty
HH > C > Beds 13-14, 17-18
2 of 2",Online Store: 4,4,0,0,4,6,,kg,"לשים לב לקטוף נקי - רק עלים יפים
ולהשאיר בסוף מסודר - בלי ענפים ארוכים להתחדשות טובה",Nimrod Wald,0
Monday 19/12/2022,"קייל
Full-Size",19/12/2022,"Kale, Scarlet
HH > B > Bed 11
2 of 7
Kale, Lacinato (Dinosaur)
HH > B > Beds 8-9
1 of 4
Kale, Lacinato (Dinosaur)
HH > B > Beds 9-10
1 of 7",Online Store: 6,6,0,0,6,7,"Lacinato (Dinosaur): 5,
Scarlet: 2",bn,,Nimrod Wald,0
Monday 19/12/2022,"סלק
Full-Size Root",19/12/2022,"Beets, Chioggia Guardsmark
Ra.3 > R2 > Bed 317
6 of 10",Online Store: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Monday 19/12/2022,"תבלין - נענע
Full-Size",19/12/2022,,Online Store: 6,6,0,0,6,6,,bn,,Nimrod Wald,0
Monday 19/12/2022,"מנגולד צרור
Full-Size",19/12/2022,"Chard, Fordhook Giant
Ra.1 > L6m > Beds 105-106
13 of 14
Chard, Fordhook Giant
Ra.2 > C2 > Beds 223-224
2 of 10",Online Store: 7,7,0,0,7,7,,bn,,Nimrod Wald,0
Monday 19/12/2022,"בייבי - רוקט
Baby Leaf",19/12/2022,"Arugula, Arugula
Ra.1 > L2 > Bed 130
4 of 25
Arugula, Arugula
Ra.1 > L2 > Bed 132
5 of 25",Online Store: 7,7,0,0,7,3.9,,kg,לתעד כאן רק מה שנקטף קטן לשקיות או למיקס,Nimrod Wald,0
Monday 19/12/2022,"צנונית
Full-Size",19/12/2022,"Radishes, French Breakfast
Ra.1 > L6m > Bed 103
11 of 32",Online Store: 70,70,0,0,70,10,,bn,,Nimrod Wald,0
Monday 19/12/2022,"ברוקולי
Full-Size",19/12/2022,,Online Store: 8,8,0,0,8,8.5,,kg,,Nimrod Wald,0
Monday 19/12/2022,היביסקוס אדום,19/12/2022,"Hibiscus, Generic Variety
Ra.3 > R1 > Beds 309-310
1 of 1",Online Store: 999,999,0,0,999,400,,g,,Nimrod Wald,0
Monday 19/12/2022,"כרוב
Full-Size",19/12/2022,"Cabbage, ירוק
Ra.4 > Lo18 > Beds 403-404
1 of 7","חנות הגינה: 20,
Online Store: 10",30,0,0,30,5.8,,kg,"-לבן וסגול -סלקטיבי לייצר מקום - קטיף דומינו
אפשר לשקול הכול ביחד
**לעשב מפלצות בזמן הקטיף בכל הערוגה",Nimrod Wald,0
Monday 19/12/2022,כורכום,19/12/2022,"Turmeric, Elad
Ra.3 > R1 > Beds 311-312
2 of 2","חנות הגינה: 30,
Online Store: 30",60,0,0,60,11,,kg,להוציא הכול ב300 צמוד להיביסקוס,Nimrod Wald,0
Thursday 15/12/2022,"בייבי סלק
Baby Leaf Greens",15/12/2022,"Beets, MIX עלי ביבי
Ra.1 > L2 > Bed 126
4 of 10",חנות הגינה: 1,1,0,0,1,1.5,,kg,,Nimrod Wald,0
Thursday 15/12/2022,חציל ארוך,15/12/2022,"Eggplant, Ping Tung Long
Ra.1 > L1 > Beds 110-111
",חנות הגינה: 1,1,0,0,1,1.2,,kg,,Nimrod Wald,0
Thursday 15/12/2022,"עגבניה שרי
Ripe",15/12/2022,"Tomatoes, Hyd. Whitny וייטני
Hyd. 4"" > SE-4""(40) > Bed 107
11 of 12
Tomatoes, Lobelo hyd. מורכב
Hyd. 4"" > SE-4""(40) > Bed 108
1 of 12",חנות הגינה: 1,1,0,0,1,1.35,,kg,"כל מה שמוכן
מוכן = 80% אדום",Nimrod Wald,0
Thursday 15/12/2022,תות שדה,15/12/2022,,חנות הגינה: 1,1,0,0,1,1,,kg,,Nimrod Wald,0
Thursday 15/12/2022,"אפונה
Full-Size",15/12/2022,"Peas, Norli
Ra.3 > R2 > Beds 323-324
1 of 2",חנות הגינה: 1,1,0,0,1,0.5,,kg,,Nimrod Wald,0
Thursday 15/12/2022,"בייבי - רוקט
Baby Leaf",15/12/2022,"Arugula, Arugula
Ra.1 > L2 > Bed 130
4 of 25
Arugula, Arugula
Ra.1 > L2 > Bed 132
5 of 25",חנות הגינה: 10,10,0,0,10,11,,bn,"לעדכן כאן צרורות גדולים

הכוונה שנקטפו 9 צרורות מערוגה 130",Nimrod Wald,0
Thursday 15/12/2022,"בייבי מיקס
Full-Size",15/12/2022,"Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 129
7 of 48
Lettuce: Salad Mix, Mesclun Mix
Ra.1 > L2 > Bed 131
9 of 48",חנות הגינה: 10,10,0,0,10,5.9,,kg,,Nimrod Wald,0
Thursday 15/12/2022,כרישה,15/12/2022,"Leeks, Alto
Ra.4 > Lo24 > Bed 402
5 of 5",חנות הגינה: 10,10,0,0,10,10,,bn,סלקטיבי גדולים בלבד,Nimrod Wald,0
Thursday 15/12/2022,"צנון
Full-Size",15/12/2022,"Radishes, Nero Tondo
Ra.1 > L1 > Bed 113
3 of 32
Radishes, Daikon Long
Ra.1 > L1 > Bed 113
2 of 32
Radishes, Nero Tondo
Ra.1 > L1 > Bed 120
9 of 32
Radishes, Daikon Long
Ra.1 > L1 > Bed 120
8 of 32",חנות הגינה: 10,10,0,0,10,10,,bn,,Nimrod Wald,0
Thursday 15/12/2022,היביסקוס אדום,15/12/2022,"Hibiscus, Generic Variety
Ra.3 > R1 > Beds 309-310
1 of 1",חנות הגינה: 1000,1000,0,0,1000,1000,,g,,Nimrod Wald,0
